ENGLISH,Russian
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,"Представляешь, Джулс?\! Диана приняла меня в паладины. Я больше не буду работать на вторых ролях!"
Yeah... I heard. That's great! I knew you could do it.,"Ага... слыхал, да. Отличные новости! Я в тебе не сомневался."
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.","Сначала она думала, что мне дисциплины не хватает, но потом вдруг изменила своё мнение.\! Как будто кто-то её убедил в обратном."
Wait... did you???,"Минуточку... это что, твоих рук дело?!"
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.","Это исключительно твоя заслуга, Сибил.\! Просто я давно с тобой знаком и лучше других понимаю твой характер.\! Ты всегда заслуживала быть паладином."
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!","Это ты её уговорил, да?\! Ой, спасибо, огромное тебе спасибо! Я всегда именно об этом мечтала.\! Уже не терпится проломить кому-нибудь башку на поле боя!"
Jules...\! Why do you seem a little blue now?,Джулс...\! А ты чего такой грустный?
Just don't forget about me when you're a big hero...,"Главное, как прославишься, не забудь про меня, ладно?.."
"Whaaaat, no I would never!!\! You're the best thing...",Что-о-о?! Да никогда!\! Ты самый лучший...
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.","Самый лучший человек в мире, Джулс.\! Что бы я ни натворила, ты всегда приходишь на выручку."
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?","Я грустный, Сибил, потому что иногда у меня чувство, что я совсем один в этом мире.\! Только и занимаюсь тем, что поддерживаю других.\! А мне бы самому иногда не помешала поддержка, понимаешь?"
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?","*ЧМ-М-М-М-МОК!*\! Вот, как тебе такая поддержка?"
Sybil...,Сибил...
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!,Ты лучше всех.\! Я больше никогда не подпущу к тебе подобные мысли.\! Мой Джулс всегда будет весел и доволен!
I think I'd like that Sybil...,"Мне так приятно это слышать, Сибил..."
