ENGLISH,Russian
Stefan...\| You kissed me...\| That was...,Стефан...\| Ты поцеловал меня...\| Это было...
Heh heh... score one for Stefan.\! Didn't know I could jump that high.,"Хе-хе... один-ноль в пользу Стефана.\! Не знал, что я так высоко прыгаю."
You silly man...\| Now you've gone and done this...\| All this time I figured I was just a thorn in your side.,"Глупый...\| Что ты наделал...\| А я думала, я только жить тебе мешаю."
"I could have slipped past your watchful eye in a moment's notice.\! Been that way for years, y'know that, right?",Я мог бы ускользнуть от твоего бдительного ока в любой момент.\! Но почему-то столько лет оставался рядом.
"Yes, I suppose you are right there.\! ...Oh Stefan...\| this is probably just another one of your flirtations, isn't it?\! Please don't play with me, you know how gullible I am...","Да, наверное ты прав.\! ...Ох, Стефан...\| это, наверное, просто очередная твоя интрижка, да?\! Не нужно играть со мной, ты же знаешь, какая я доверчивая..."
"Diana. I almost lost you.\! Up on that mountain.\! Only you, would be so... brave, or crazy, to do what you did.\! To sacrifice everything, just on faith.\! Only a miracle brought you back.","Я чуть не потерял тебя, Диана.\! На той самой горе.\! Только у тебя хватило бы храбрости... или безумия сделать нечто подобное.\! Пожертвовать всем во имя веры.\! Ты чудом вернулась обратно."
"I am done being your minion.\! Submitting my resignation right now, effective today!",Я отказываюсь быть твоим подчинённым.\! С сегодняшнего дня я увольняюсь!
"...\| Well, you are free to go of course...\! \n[8] will be quite disappointed...","...\| Что ж, ты свободен...\! \n[8] расстроится, конечно..."
"...I can't be falling in love with my boss, can I?\! I figure, either I fall out of love and keep doing your dirty work, or I resign... can't have both!","...Но ведь влюбляться в своего босса — это непрофессионально?\! Мне нужно либо тебя разлюбить и дальше на тебя батрачить, либо уволиться... третьего не дано!"
You fell in love with me??,Ты в меня влюблён?
"Well...\| By the gods YES!\! I would never see another piece of gold again if it meant you felt the same.\! This ain't any normal kind of love, \|this love comes straight from the depths of my being...\| From the tips of my fingers, all the way to this charming face of mine.\! I've seen every side of you. Beyond the muscles, beneath to the warm, vulnerable, little dreamer underneath.","Ну...\| клянусь богами, ДА!\! Я бы с радостью отдал всё золото мира за твою взаимность.\! Это не обычная любовь, \|она исходит из глубин моего существа...\| С кончиков пальцев и до моего очаровательного личика.\! Я знаю тебя всю. От мощных мышц до тёплой и уязвимой мечтательницы, что таится внутри."
"Stefan...\| When you climbed that mountain against my will, I chalked it up to your impetuousness.\! Can you blame me?\! But you just wanted to protect me...","Стефан...\| Когда ты забрался на эту гору против моих указаний, я списала это на твою импульсивность.\! А что мне было думать?\! А ты просто хотел меня защитить..."
Only from your own damn fool bravery.,Только от твоей безрассудной храбрости.
"You have enriched my life so much, Stefan.\! Far beyond just being my personal spy.\! Your actions have won my heart. That speaks louder than anything.\! Do you think I could fall in love with a womanizer?","Ты делаешь мою жизнь насыщеннее, Стефан.\! Ты уже давно не только мой персональный шпион.\! Тебе удалось покорить моё сердце, и с этим ничего не поделаешь.\! Думаешь, я смогла бы влюбиться в сердцееда?"
"Oh, of course not, my fair paladin.\! I don't know any womanizers anyway, do you?","Конечно же нет, моя прекрасная паладинша.\! Я и не знаю никаких сердцеедов, честно говоря."
"Not anymore.\! You're not going to go around breaking hearts anymore, Stefan.\! Do you see? This is what you are getting yourself into.","Я тоже.\! С сегодняшнего дня ты прекращаешь разбивать сердца, Стефан.\! Ясно тебе? Понимаешь, во что ты ввязываешься?"
"Hmph.\! Now that you mention it, it does sound like a real bugger...","Хм.\! Если честно, звучит и правда совсем невесело..."
"Oh, I see.\! I suppose it was a foolish thought.",Ну да.\! Я так и подумала.
"Oh my... Come on, I'm just foolin' around, lady!",Господи... да я же просто шучу!
Just kiss me again...,Лучше поцелуй меня ещё раз...
