ENGLISH,Russian
Duke Jaromir.\! How are the Emborian troops holding up?,Герцог Яромир.\! Как настрой у эмборийских бойцов?
"Well... I knew you were a man of few words, but you've really outdone yourself.","Хм... я знала, что вы немногословны, но тут уж просто себя превзошли."
...\| I find it difficult to fathom your existence.,...\| Просто мне трудно осознать твоё существование.
...Still?!,...Всё ещё?!
The idea of you continues to defy my understanding.\! You are...\| holy Donar.,Сама мысль об этом избегает моего понимания.\! Ведь ты же...\| святой Донар.
Nope.\! \n[8].,Не-а.\! \n[8].
"I know the scriptures like they were my own children.\! Donar stands before me.\! You are the embodiment of truth, and the bringer of light.","Я знаю писания как свои пять пальцев.\! Сам Донар стоит передо мной.\! Ты суть воплощение истины, несущее свет."
"Okay...\| sure.\! It is I, holy Donar!\! Gaze upon my radiance!\! I come to bring the ultimate truth in the universe!","Ладно...\| хорошо.\! Это я, святой Донар!\! Узри моё великолепие!\! Я несу Истинную Правду этой Вселенной!"
"...You underestimate my faith, \n[8].\! Even through your jokes, my soul is shaken to its core.","...Ты недооцениваешь силу моей веры, \n[8].\! Даже твои шутки глубоко резонируют в моей душе."
"Sheesh.\! You ARE dedicated.\! Jaromir...\| I like you.\! You are... so noble, like a throwback to a nobler time.\! Please don't lower yourself to this.\! I am nothing special.","Вот блин.\! Да ты и правда в это веришь.\! Яромир...\| ты мне нравишься.\! Ты... такой благородный, как будто выходец из былых эпох.\! Пожалуйста, не нужно до такого опускаться.\! Я самая обычная."
"...Please, be my wife, \n[8].","...Прошу, \n[8], будь моей женой."
...Wha-wha-whaaat?!,...Че-че-чего?!
"You have changed my life. Nay, the whole world.\! Your return to this world has given me purpose.\! Have I not been of benefit to you, \n[8]?","Ты изменила мою жизнь. Да какую там жизнь, весь мой мир.\! Твоё возвращение дало мне чувство смысла.\! А я разве не был тебе полезен, о \n[8]?"
"Of course!\! I mean... no one else believes as strongly as you!\! It is quite a leap to try and wife me, though, fella!","Ну конечно был!\! В смысле... никто не верит в меня так сильно, как ты!\! Но вот так сразу «будь моей женой» — это ты лихо, конечно!"
...May I know your answer?,...Могу я узнать твоё решение?
"Well...\! You know how I like to think things over, but...","Слушай...\! Я бы, конечно, всё обдумала, но..."
"What woman doesn't dream of a man like you, solemnly professing his dedication?","Какая женщина не мечтает о таком мужчине, который буквально её боготворит."
"Okay, well, not the quickest on the uptake there, Duke.\! Yes! I accept.","Ладно, герцог, признаю, я не слишком быстро соображаю.\! Да! Я согласна."
That warms my heart greatly.\! You shall make a fine Duchess.,Твой ответ согревает мне сердце.\! Из тебя получится чудесная герцогиня.
"Whoa there, Duchess?\! I am apparently the reincarnation of your god, and you'd demote me to Duchess?!\! I think I'll make you my Mr. Donar instead. Ha ha ha...","Стоп, какая ещё герцогиня?\! Я, судя по всему, реинкарнация твоего бога, а ты меня уже в герцогини разжаловал?!\! Может, это ещё ты будешь мой мистер Донар. Ха-ха-ха..."
