ENGLISH,RUSSIAN
Legends 4A: Echoes,Легенды 4A: Отголоски прошлого
"Well, well, Jebediah. It seems you've actually managed to become useful to me!\! Don't go thinking this means you're off my naughty list just yet, little man.","Ну-ну, Джебедайя. Похоже, ты всё-таки нашёл способ быть полезным мне.\! Но не думай, что я тут же забуду все твои грешки."
"B-b-begging your pardon, great sacrifices were made to find this place! The Grandmaster may be very upset with-","П-прошу прощения, но найти это место было невероятно сложно. Магистр очень огорчится, если..."
"Shush, servant.","Замолкни, холуй."
"Yes, Miss Beatrix...","Слушаюсь, мисс Беатрикс..."
"If you're just about done groveling for a tiny sliver of my approval, care to explain what's so special about this place?","Прекрати лепетать в тщетной надежде снискать моё одобрение и лучше объясни, что же такого особенного в этом месте."
"Why, this is a salvaged piece of the Arc Donarium. It contains technological wonders we no longer have the knowledge to create, only to try to maintain.\! I believe the missing pieces of the Historium Magnus can be found in the... um... archives here.\! Devices carried by high-ranking members of the Grandmaster's Dark Mages.\! There should be a Master Archive that will complete my chronicles and unleash the secrets of the petty Donari founders forever!","Так это же уцелевшее крыло Арк Донариума. Здесь должна быть информация о чудесных технологий, секреты создания которых были утрачены. Мы умеем лишь поддерживать их в рабочем состоянии.\! Я считаю, что в местном архиве мы найдём последнюю часть Историум Магнуса.\! Архивы записывались на устройства, которые носили с собой высокопоставленные Тёмные маги.\! Здесь должен быть центральный архив, где мы сможем найти недостающие записи. И тогда мы наконец раскроем тайны, которые жадные основатели Донари спрятали от мира!"
"Is that so? Well, do you know how to get to through this place?","Да не ужели? И ты знаешь, как добраться куда нам нужно?"
"I-I'm sorry, Miss Beatrix, that I do not know yet...","П-простите, мисс Беатрикс, но пока что я этого не знаю..."
"Pah, useless as ever! I suppose I'll have to be the brains for both of us, as usual.","Ах, от тебя никакой пользы! Видимо, опять мне придётся за нас обоих думать, как обычно."
"It seems the teleporter devices we know and love today are alive and well here.\! Jeb, be a good worm and lead a group on the other side of this cute little maze they've set up for us.\! We will meet again when we've found this ""Master Archive"" you keep going on about.\! Can you manage this or must I speak more slowly for you?","Похоже, тут используются привычные нам телепортаторы.\! Джеб, возьми несколько других лабораторных крыс вроде тебя и найдите проход через этот лабиринт.\! Повозёшь меня, когда найдёте этот твой «центральный архив».\! Всё понятно, или надо ещё раз помедленнее объяснить?!"
"Yes, Miss Beatix, your brilliance shines ever more brightly! You can count on me!","Всё ясно, мисс Беатрикс! Вы как всегда гениальны! Я вас не подведу!"
\c[1]Helios Lab Report - 980.11.10\! Extraction failure. Subject in stable condition. We suspect that the quality of Aetherite was inadequate. Energy efficacy within subject was superficial at best.\! Advise the use of a sample with at least 99.1% efficiency. Subject to recover for 7 days before second attempt.,"\c[1]«Отчёт лаборатории ""Гелиос"" за номером 980.11.10\! Процедура по извлечению не удалась. Состояние субъекта стабильное. Возможно, нужно больше эфирита. Энергетическая реакция со стороны субъекта была крайне низкой.\! Рекомендация: использовать исходный материал с энергетической насыщенностью не ниже 99,1%. Субъекту отвести неделю на восстановление, затем повторить попытку»."
"My gracious. Helios Lab? Extraction, Aetherite...\| and, Subject?\! Pah, I refuse to play the guessing game. This is all nonsense to me thus far.","Вот это да. Лаборатория «Гелиос»? Процедура, эфирит...\| и какой-то субъект?\! Нет, мне сходу во всём этом не разобраться. Ничего не понятно."
"\c[1]Helios Lab Report - 980.11.18\! Subject perished. Aetherite overload, energy dispersed. A complete disaster.\! We still have subjects with a higher blood concentration, but I will surely be punished for this setback.\! We will have to use multiple and smaller Aetherite clusters for future extractions. Perhaps these findings will redeem our research and my position.","\c[1]«Отчёт лаборатории ""Гелиос"" за номером 980.11.18\! Субъект потерян. Слишком большая доза эфирита, энергия рассеялась. Полный провал.\! У нас есть и другие субъекты с более высокой концентрацией в крови, но за это фиаско меня точно накажут.\! В дальнейшем для извлечения попробуем использовать несколько менее крупных сгустков эфирита. Быть может, этот результат позволит мне сохранить должность и продолжить исследования»."
"Hmph. Sounds like their little experiment didn't go so well this time. I hope this poor chap got what he deserved for his failure!\! Now, I've heard of vague terminology from the Aetherium Crisis that sounds a bit like this. Aetherium, Aetherial energy, extraction.\! Seems these Helios folks were bent on putting together the shattered pieces of the past to shape their future. Diabolocal, as one would expect.","Хм. Похоже, эксперимент в этот раз не получился. Надеюсь, этому горе-учёному влетело по заслугам!\! Вроде бы я читал что-то подобное в документах, которые остались после Эфирного кризиса. Эфир, эфирная энергия, извлечение.\! Похоже, команда исследователей «Гелиоса» пыталась снова использовать древние знания в своих целях. Наверняка что-то ужасное замышляли."
"\c[1]Bioaetherial Research Log - 974.05.13\! Findings less than optimal. While all five archetypes have been successfully catalogued, only subjects with a significant concentration of Archetype C are currently available.\! I am happy to report that we have an abundance of suitable recipients for infusion.\! These potentials will be processed in asending order of energy efficacy and compatibility.","\c[1]«Журнал биоэфирных исследований, запись под номером 974.05.13\! Результаты неудовлетворительные. У нас имеются довольно обширные данные о всех пяти архетипах, однако все субъекты обладают повышенной концентрацией только архетипа С.\! К счастью, у нас более чем достаточно кандидатов для инфузии.\! Первыми попробуем провести процедуру с теми, у кого ниже энергетическая реакция и совместимость, а потом пойдем по возрастающей»."
"How fascinating! Such an efficient operation, as one would expect when tinkering with the power of creation.\! It seems the Grandmaster had the brilliant foresight and ancient wisdom to treat this process with the deliberate care it deserves. It is no wonder he will rule all of Tahnra.","Потрясающе, как у них всё было хорошо организовано. Так и должно быть, когда исследуешь фундаментальные силы мироздания.\! Видимо, древние знания и мудрость магистра помогли ему понять, что на такой проект нужно направить самых талантливых специалистов. Да, он поистине достоин править всей Танрой."
"\c[1]Bioaetherial Research Log - 982.01.07\! Situation is critical, but salvageable. Subject 16(B), while far and away the candidate with the highest energy efficacy and compatibility, subject is 3 years older than the subjects of all previous infusion attempts.\! Aetherite research is complete, with a 99.991% chance of success, so we will proceed with infusion of Subject 16(B).","\c[1]«Журнал биоэфирных исследований, запись под номером 982.01.07\! Ситуация критическая, но не всё ещё потеряно. Субъект 16(B) обладает превосходной энергетической реакцией и совместимостью по сравнению с остальными, однако проблема в возрасте — на 3 года старше всех прошлых субъектов, подвергавшихся инфузии.\! Наши исследования эфирита завершены, вероятность успеха составляет 99,991%, поэтому принято решение: процедуре подвергнется субъект 16(B)»."
"Subject 16(B)...\| fascinating. It seems that everything has lead up to that day, during Year 982. I cannot wait to discover the results of this fateful experiement!","Субъект 16(B)...\| как интересно. Похоже, в далёком 982 году этот день стал кульминацией долгих исследований. Не терпится узнать, чем же завершился этот эксперимент!"
