ENGLISH,RUSSIAN
"Stay here, \n[8].\! I will deal with the grandmaster myself.","Не иди за мной, \n[8].\! Я сам разберусь с магистром."
Come on...\| I know who you are...\| why are you doing all this?!\! I'm not going to just let you go in alone...,"Стой...\| Я ведь знаю, кто ты...\| но не понимаю, зачем тебе это всё?!\! Я пойду с тобой..."
"His power comes from a source outside of what you can comprehend.\! You must leave this to me.\! You would surely die.\! ...\| Don't let that happen, \n[8].","Ты даже понять не в состоянии, откуда он черпает свою силу.\! Поверь, справиться с ним могу только я.\! Если ты попытаешься, то погибнешь.\! ...\| А этого нельзя допустить, \n[8]."
"You've spared the Nephilim.\! This is very disappointing, Hand of Zanatus.\! We were nearly there... so close to ending our struggle.\! I feel utterly betrayed!","Ты не убил нефилимов.\! Я ожидал от тебя большего, Длань Занатуса.\! Мы ведь были так близки к цели... Столько усилий напрасно.\! Ты предал наше дело!"
"There's no need for pretense anymore.\! I learned all I need to know.\! All of your knowledge of the past...\| it is because you were there.\! You've been here since Donar first defeated you in battle.\! Now, you've amassed incredible influence. But that's not enough, is it?\! What do you want?","Можно больше не притворяться.\! Мне всё про тебя известно.\! Ты столько знаешь о событиях далёкого прошлого...\| потому что сам был там.\! Ты скрывался под этой личиной с тех самых пор, как Донар сокрушил тебя в той битве.\! Теперь твоё влияние практически безгранично. Но даже этого тебе мало?\! Чего ты на самом деле хочешь?"
"...\|Indeed, it seems we've exceeded the need for pretense, and I have created something I can no longer control.","...\|Согласен, нет смысла притворяться, когда моё детище вышло из-под контроля."
"If you must know, after that battle with Donar, I was forced to remain feeble, hiding, taking full advantage of the pity and mercy of the victors.\! But gradually, my people found our way into the Donari halls of power, that we may finally emerge from the shadows.\! And now, we are fully self-determined, no one will humiliate us again!\! We've enlightened great masses of Donari, and cured them of their misguided loyalty to the false gods.\! You, and the Avatar of Donar, and that imbecile Casamir... all fight within the confines of a human lifetime. Petty concerns, these empires and alliances.\! The greatest struggle of this world is mine... to liberate all of Tahnra from the stranglehold of Donar, the greatest deceiver in all creation.\! Great warrior, it is not about what I want. It is about what should be!","Тогда слушай: после того сражения с Донаром мне пришлось скрываться, я был слаб и выживал как мог в этом мире, где правили победители.\! Но постепенно верные мне люди начали занимать позиции власти среди Донари, и нам уже не приходилось прятаться в тени.\! А теперь, когда все карты в наших руках, подобного унижения больше никогда не повторится!\! Мы вразумили большую часть Донари, что всё это время они напрасно верили в лживых богов.\! Ты, Аватар Донара и этот недоумок Казамир... все вы не видите дальше пределов одной человеческой жизни. Вас волнуют ваши империи, союзы и прочая ерунда .\! Но я ставлю перед собой великую задачу во благо всего мира... освободить всю Танру от навязанной власти Донара, величайшего обманщика мироздания.\! Ты спрашивал, чего я на самом деле хочу. Того, что на самом деле важно для всего мира!"
"...\| You know there's no way I can just sit here and wait, I've got to do something!",...\| Не могу я просто так сидеть сложа руки. Я же человек действия!
"I told you to stay back, \n[8]...","Я же сказал не идти за мной, \n[8]..."
"We meet again, Avatar of Donar!\! Or \n[8], or...\| however you identify these days.\! You do know that there is truly nothing special about you, I hope?\! Perhaps instead, in your limited understanding of things, you've assigned prophecies to that which you cannot explain.\! I suppose it is commendable that you, \n[8], have simply made yourself into a suitable replica for an ancient legend...\! you and your fellow Nephilim worthy hosts for the divine refugees that are the false gods.\! But, perhaps you know that already... ever the skeptic, this one.","Ну, снова здравствуй, Аватар Донара!\! Или \n[8], или...\| как ты там теперь себя называешь.\! Надеюсь, ты понимаешь, что вы сами по себе ничего особенного из себя не представляете?\! Наверное, не понимая реального положения вещей, вы поверили, что все эти пророчества как-то связаны с вами.\! Тебя, \n[8], можно поздравить разве что с внешним сходством с героем старины...\! Тебя и твоих нефилимов, которые в этом мире стали сосудами для трусливых лжебогов .\! Наверное, ты и так всё это уже знаешь... ты ведь так любишь ставить всё под сомнение."
"This is a shame, I admit.\! You Donari... this great human experiment, quite the centerpiece of Tahnra!\! A grand and ultimately brittle manifestation of Donar's meddling.\! No matter... in the new world, these silly identities and histories, Veridian, Sayunaari, what have you.\! There is no room for such delineations in this world's future.\! Those who try to cling to ignorance will simply... go extinct, I suppose!\! As for you, \n[8], I'm afraid your journey has come to an end.\! Rest assured, your death will be permanent this time, and will signal the greatest victory against Donar yet, and a harbinger for a new, enlightened age.","Эх, как жаль.\! Вы, Донари... результат великого эксперимента, кульминация всего лучшего в народах Танры!\! Великолепные, но всё же столь хрупкие смертные создания Донара.\! Но всё это неважно... в моём новом мире не будет места истории, самобытности, происхождению. Веридийцы, саюнари, все остальные — все будут равны.\! В будущем, как его вижу я, такое разделение будет только лишним.\! А те, кто не захочет отказаться от таких примитивных порядков, просто исчезнут!\! Ну а лично ты, \n[8], исчезнешь уже сейчас.\! Не волнуйся, в этот раз ты умрёшь насовсем. Твоя смерть станет моей величайшей победой над Донаром и положит начало новой, более совершенной эпохе."
Aaaagh....\| Being torn apart!!!,А-а-а-а!!! \| Меня разрывает на части!!!
You crazy fool...\| some things never change...,Безумец...\| Ты нисколько не изменился...
\n[8]...\| where is he?,\n[8]...\| Где он?
"Well, his body disappeared in a spectacular way...\| whatever that means.","Ну, его тело исчезло с эффектной вспышкой...\| точнее сказать не могу."
Guess I really shook him up.,"Видимо, ему сильно от меня досталось."
How did you manage to hurt him that way?,Но как ты смог его ранить?
Blood link...\| thought he could keep me in line with it...\| didn't think I'd really do it...\| did...,"Кровная связь...\| С её помощью он пытался меня контролировать...\| Я не думал, что у меня получится...\| Но получилось..."
...Zelos??,...Зелос??
"No...\| Come on, Zelos...","Нет...\| Зелос, очнись..."
Damn...\| I'm still not strong enough.,Проклятие...\| Мне нужно больше сил.
"Open, hurry up!!","Открывайся, быстро!!"
