ENGLISH,Russian
"Hey there, Jules.","Привет, Джулс."
"Oh, hi \n[8]!\! Great to see you.","О, привет, \n[8]!\! Рад тебя видеть."
I'm pretty relieved that you and I ended up on the same team.\! Not sure if I would have made it through the Academy without you.,"Хорошо, что мы оказались в одной команде.\! Даже не знаю, смог бы я закончить академию без тебя или нет."
"Yeah, I'm glad we got assigned to the same campaign, too!\! Lucky break, huh?","Ага, и мне нравится, что у нас теперь общее задание!\! Повезло, да?"
"So, what it's been like for you growing up in Veridia, as a Sayunaari?","Каково тебе было расти в Веридии, будучи саюнари?"
"Well, I feel very fortunate.\! My adoptive parents made sure I didn't grow up without knowing about my Sayunaari heritage.\! It sounds like such a wonderous place...",Мне очень повезло.\! Мои приёмные родители привили мне знания о наследии саюнари.\! Так бы хотелось побывать в моей родной стране...
"Yeah, shame, outsiders can't show their face there anymore without being turned away.\! They lost so much during the Succession War, and for basically nothing.","Да, жаль, что чужеземцам там не рады.\! Саюнари понесли большие потери во время войны за веридийский престол и ничего от этого не выиграли."
"They are protective of their way of life, so say my parents!","Они защищают свой жизненный уклад, так говорят мои родители!"
Maybe Veridia's leaders could learn a thing or two from that.\! I can't imagine what good is to come from the attacks on the Donari Temples.\! Most Veridians are devotees of Donar... it's as if they're trying to provoke people.\! Eh... I know you don't like this sort of thing.,"Может быть лидерам Веридии стоило бы у них поучиться.\! Я не понимаю, какой смысл в нападениях на храмы Донари.\! Большинство жителей Веридии верят в Донара... Такое чувство, что они пытаются спровоцировать народ.\! Ох, прости... Я знаю, что ты не любишь подобные разговоры."
"It's okay. You usually go over my head with this stuff, but I like listening to it anyway.\! You're great company, \n[8]!","Всё в порядке. Обычно у меня от них голова болит, но всё равно очень интересно тебя слушать.\! Находиться в твоей компании всегда приятно, \n[8]!"
"Haha, sometimes I don't understand your optimism, but I sure appreciate it.","Ха-ха, иногда я не понимаю твоего оптимизма, но всё равно ценю его."
