ENGLISH,Russian
Abigayle...\! You have the appearance of one from Sayunaa.,Абигейл...\! Ты выглядишь как одна из саюнари.
"Yep, that's right!",Так и есть!
But Abigayle is not a Sayunaari name.,Но ведь «Абигейл» — не местное имя.
"My brother and I were born and raised in Veridia!\! You are very studied and worldly, dear Jaromir.","Мы с братом родились и росли в Веридии!\! Ты очень мудрый и образованный, дорогой Яромир."
"Sayunaari history is fascinating to me.\! Such a proud and stalwart culture.\! From the paintings I have seen, you could pass for Soha herself.","История саюнари очень интересная.\! Это стойкий и гордый народ.\! Судя по картинам, ты могла бы сойти за саму Соха."
"Oh my stars, the infamous queen who nearly destroyed the world?\! Well, the stories say she was beautiful enough to drive most men mad, so perhaps you overestimate me...","О звёзды, ты про безумную королеву, которая чуть не уничтожила мир?\! Ну, судя по легендам, она была так прекрасна, что сводила большинство мужчин с ума. Пожалуй, ты меня переоцениваешь..."
"Ah, but my accounts of the Aetherium Crisis tells a very different story about Soha.\! Perhaps one day, we can explore my estate in Embor, and I can share this with you.","Но мои источники говорят совсем иное об Эфирном кризисе и Соха.\! Может, однажды ты навестила бы моё поместье в Эмборе, и тогда я всё тебе расскажу."
"I would like that very much, my dear Jaromir!","С превеликим удовольствием, милый Яромир!"
"The pleasure would be mine, Abigayle.\! We are setting off to battle tomorrow... would you be my company during this evening's meal?","И я был бы очень рад, Абигейл.\! Завтра мы отправляемся в бой... может, согласишься составить мне компанию сегодня за ужином?"
Yes... of course!!,Да... ну конечно!!!
