ENGLISH,RUSSIAN
"Barnabas Fitch, the former Master Sergeant of the Imperial Army.\! After decades of being a soldier, he finally retires to his ranch in Melmonde country.\! Approached many times with offers to join the New Republic, Barnabas rejects, preferring the simple life.","Барнабас Фитч, бывший мастер-сержант имперской армии.\! После долгой военной карьеры он наконец ушёл в отставку и живёт в своём поместье в родном Мелмонде.\! Его несколько раз приглашали в правительство новой Республики, но Барнабас каждый раз отказывал, предпочитая свою комфортную жизнь."
"Barnabas and Sybil had grown close during the Nephilim War.\! Within Sybil is a miracle...\| a son who, with his two future brothers, will be Barnabas's greatest joy until the end of his days.","В ходе войны нефилимов Барнабас и Сибил успели сблизиться.\! Теперь Сибил готовится порадовать Барнабаса...\| сыном, который станет первым из их трёх братьев. Барнабас посвятит всю оставшуюся жизнь воспитанию детей и счастью своей семьи."
"Sybil Byrne, the restless heart.\! Sybil's allegiances shifted many times in her life, always seeking fame and approval.\! Even though her deeds during the Nephilim War have been honored, Sybil struggles to rebuild her reputation after joining Lysander's mutiny.\! But for the first time, happily accepts the hardship and awaits her long-awaited goal with patience and dilligence.","Сибил Бирн, бесстрашная и неугомонная.\! Где только не служила Сибил за свою жизнь в погоне за славой и признанием.\! Она получила и то и другое в войне нефилимов, однако сильно подпортила свою репутацию, когда необдуманно примкнула к мятежу Лисандера .\! Зато теперь впервые в жизни она с готовностью принимает трудности, которые ей предстоит преодолеть, чтобы наконец достичь давно желанной цели. Она готова упорным трудом доказать, что достойна стать Сестрой Правосудия."
"Sybil Byrne, the restless heart.\! She and Jules, after a long friendship, finally found something more between them.\! Jules's ascension to King of Sayunaa has added a twist to their relationship, but they are in love and they plan to marry.\! Jules is urged to bear a full-blooded Sayunaari heir, but to Sybil, this was an unexpected relief, as she never saw herself bearing children anyway.","Сибил Бирн, бесстрашная и неугомонная.\! Она быстро подружилась с Джулсом, но со временем их отношения вышли на новый уровень.\! Ситуация несколько осложнилась, когда Джулс взошёл на престол Саюна, но для любви преград не существует, и они твёрдо намерены сыграть свадьбу.\! От Джулса ожидают наследника — чистокровного саюнари. Но Сибил вовсе не против, ведь саму её нисколько не привлекает мысль о том, чтобы стать матерью."
"Sybil Byrne, the restless heart.\! After regaining her stature with the Temple, she turns her passions to raising her three new sons with Barnabas.\! Though she would not see battle again, her love for her children made her all the more invested in a future free of the evil tyrants she fought so vigorously to defeat.","Сибил Бирн, бесстрашная и неугомонная.\! Она наконец-то восстановила свою репутацию и стала полноправной сестрой Храма, а теперь всецело посвятила себя воспитанию троих сыновей, которых родила Барнабасу.\! Пусть она и не собирается больше воевать, но трое детей заставляют ее думать о будущем, в котором им предстоит жить. Она готова на всё, чтобы в этом будущем не было зла и тирании, с которыми она так долго и упорно сражалась."
"Raskuja, the Barek Tor mercenary.\! After the death of Zanatus, he quickly returned to his homeland with a king's ransom in reward for his service to the Nephilim Army.\! Because of the great boon he provided his people, Raskuja became a venerated alpha male, to bare a small army of offspring.\! Raskuja lived to a ripe old age and passed away surrounded by an expansive and adoring family.","Раскуджа, наёмник Барек Тор.\! После смерти Занатуса получил королевскую награду за помощь армии нефилимов и вернулся в родные кроя.\! Как герой войны стал там заслуженным альфа-самцом и наплодил целую армию потомства.\! Раскуджа дожил до преклонных лет и умер в окружении своего весьма многочисленного и любящего семейства."
"Edelia Haugen, of the Sisterhood of Mercy, and Diana's Bonded.\! With Alex back in her custody, Edelia returns to her duties as Diana's support.\! Her example and conduct have been held up as the exemplary Priestess of the Sisterhood of Mercy, which defined the ancient order for many years to come.","Эделия Хауген, связанная с Дианой сестра Милосердия.\! После возвращения Алекса Эделия снова взяла его под опеку, выполняя свои обязанности перед Дианой.\! Своим образцовым поведением она установила высокую планку, на которую впоследствии равнялось не одно поколение Сесёр Милосердия."
"Though forbidden by the Temple, Lysander and Edelia had fallen in love.\! Edelia has not yet decided to leave tradition, but the two lovers have been inseperable...","Вопреки запретам Храма Лисандер и Эделия полюбили друг друга.\! Эделия никак не решится отступиться от своих принципов, однако всё своё свободное время влюблённые проводят вместе..."
"Karl Jaromir XIII, Duke of the Duchy of Embor.\! He had committed his Duchy and his life to the Nephilim Army from its very inception, all the way to the end.\! As the last major nobleman from a bygone era, Jaromir found himself alone in a new world, one that had looked past the time of lords.\! The founders of the Republic proposed Jaromir become a proconsul - the highest rank of government under the Consul, and to function as a representative for the Embor region.\! Jaromir, putting his people first, accepted the role, and abandoned the idea of noble lineage.\! This astounding act of humility served the new Republic well, setting the stage for new traditions and institutions that would create a lasting peace.","Карл Яромир XIII, герцог эмборский.\! Он без колебаний предложил поддержку армии нефилимов и до самого конца держал слово, рискуя своей жизнью и графством.\! Последний наследник древнего королевского рода оказался совсем один в новом мире, где от дворянства не осталось и следа.\! Основатели Республики предложили Яромиру стать проконсулом, — то есть вторым человеком в правительстве после консула, — а также почётным представителем Эмбора.\! Яромир всегда ставил счастье своего народа превыше всего, поэтому принял предложение, забыв о своём дворянском происхождении.\! Этот отказ от высокомерных предубеждений вызвал всеобщее уважение и стал фундаментом, на котором строились традиции и идеалы новой Республики."
"The young priestess, Abigayle, had grown fond of Jaromir during their time with \n[8].\! She was more than thrilled to support him in his new role as a key leader of the Republic, and they eventually married.","Юная жрица Абигейл влюбилась в Яромира, когда он и \n[8] совместными усилиями вели войну против тёмных сил.\! Она также всячески поддерживала его в новом начинании на службе Республике, и закономерным итогом стал их счастливый брак."
"Jaromir and Diana became husband and wife.\! Jaromir is known to be one of the most devout followers of Donar, and this only strengthened with their new union.","Яромир и Диана сочетались узами брака.\! Яромир всегда был ревностным последователем Донара, а после свадьбы его вера лишь укрепилась."
