ENGLISH,Russian
"It is a miracle that we found you when we did, \n[8].","Это просто чудо, что мы тебя нашли, \n[8]."
...Who were my captors?,...А кто держал меня в заточении?
The Followers of Zanatus.\! My mortal enemy. Scourge to all the innocent people of our world.,Последователи Занатуса.\! Мои смертельные враги и проклятие всех невинных жителей нашего мира.
Zanatus...,Занатус...
"Yep, that one. Some call him the devil, the bringer of death, dark god, what have you.\! Turns out he's got quite the following here among us mortals, a cult of sorts.\! They might've taken you away, never to be seen again had we been just a tad slower.","Он самый. Его называют дьяволом, приносящим погибель, тёмным богом, далее по списку.\! Оказывается, среди смертных у него довольно много сторонников, своего рода культ.\! Приди мы чуть попозже, они могли бы отправить тебя туда, откуда нет возврата."
Have you heard of the battle between the dark god Zanatus and Donar?,Доводилось слышать о сражении между тёмным богом Занатусом и Донаром?
No,Нет
Yes,Да
"\c[1]In a time long before living memory, the world was covered in despair.\! The dark god Zanatus was summoned into our world, and the human race endured unspeakable tyranny and hardship under his rule.","\c[1]В давние, незапамятные времена мир был окутан отчаянием.\! Тёмный бог Занатус был призван в наш мир, и человеческая раса жила под гнётом его жуткой тирании."
"\c[1]Seeking to liberate their people, five warriors lead by the legendary hero, Donar, rose up in rebellion.\! Donar became the symbol of hope, and for the first time, people believed that Zanatus could be defeated, and they could be free.","\c[1]Желая освободить свой народ, пятеро воинов под началом легендарного героя Донара подняли восстание.\! Донар стал символом надежды, и впервые люди поверили, что Занатуса можно одолеть и обрести свободу."
"\c[1]On the brink of defeat against overwhelming odds, the five heroes received the boon of the heavens.\! With this new power, they pushed back the demonic forces of Zanatus, and Donar plunged his blade into the heart of the dark god himself, sending him to the void.","\c[1]Едва не потерпев поражение в неравном бою, пятеро героев получили дар небес.\! Обретя новые силы, они сумели дать отпор демоническим полчищам Занатуса, и Донар нанёс удар своим клинком в самое сердце тёмного бога, изгнав его из нашего мира."
"\c[1]With the defeat of Zanatus followed the collapse of his empire.\! The human survivors, guided by faith, planted the seeds of civilization as we know it today, and prospered for centuries.","\c[1]После исчезновения Занатуса его империя рухнула.\! Выжившие люди, ведомые верой, положили начало цивилизации, какой мы её сегодня знаем, и многие века человечество процветало."
Yep... the event which the history books say forged our world.\! Makes for a great story.,"Ага... событие, которое в учебниках истории описывается как начало нашего мира.\! Отличная легенда."
This ancient battle is about to return to our world.\! Everything has been set into motion as it is told in the prophecy.\! This is why the cultists have mobilized... they are searching for the Nephilim.,"Скоро древняя битва вновь разгорится в нашем мире.\! Всё начало происходить именно так, как сказано в пророчестве.\! Вот почему культисты показали себя... они сейчас ищут нефилимов."
...Nephilim? You mean the giants in children's fairy tales?,...Нефилимов? Это же такие великаны из детских сказок?
"The five heroes who defeated Zanatus so long ago ascended to the heavens to watch over us as the gods.\! Their spirits have seen fit to return to our world to be reborn into five mortals, five Nephilim.\! We of the Temple have no doubt...\| war is coming, and Zanatus is marshalling his forces against us.","Пятеро героев, некогда одолевшие Занатуса, вознеслись на небо, чтобы наблюдать за нами как боги.\! Их души могут вернуться в наш мир в облике пяти смертных, пяти нефилимов.\! Мы, служители Храма, не сомневаемся...\| грядёт война, и уже сейчас Занатус собирает силы, чтобы нанести удар."
"Come on, Diana. Are you gonna tell \n[1] or do I have to?\! We did just witness you in battle...","Ну хватит, Диана. Наш друг заслуживает знать. Мне сказать или ты сама? Мы сейчас наблюдали за тобой в бою..."
"...What, are you supposed to be one of these Nephilim or something?",...И ты типа одна из этих нефилимов?
"The prophecy is not so easily interpreted. The Temple Grandmaster Oxley believes I bear the characteristics of a Nephilim, due to my lineage.","Трактовка пророчества — не такая прямолинейная штука. Оксли, магистр Храма, считает, что я, в силу своего происхождения, несу в себе определённые черты нефилимов."
"But you were the only survivor we found here.\! They know something about you, \n[8].\! That makes you a part of the prophecy.","Но кроме тебя в темнице не было ни одного выжившего.\! Они что-то о тебе знают, \n[8].\! Похоже, ты — часть этого пророчества."
"That's...\| Come on.\! There's nothing special about me, I'm just on the wrong side of Casamir's scheming.\! If you expect me to just listen and believe...","Это же...\| Да ладно.\! Ничего во мне нет особенного, просто не сошлись во взглядах с Казимиром и всё.\! Мне трудно в такое просто взять и поверить..."
You need not simply believe.\! Look.,А не нужно просто верить.\! Смотри.
