ENGLISH,RUSSIAN
"\c[1]Veridia, during the interregnum, two months later\c[0]","\c[1]Веридия в период междувластия, два месяца спустя\c[0]"
"Hey, Sybil! Whoa there, King Jules! Didn't know we had royalty on the way.\! Welcome to the new-and-improved Monastery!","Здравствуй, Сибил! Ого, сам король Джулс! Надо было предупредить, мы бы подготовили королевский приём.\! Добро пожаловать в новый и улучшенный монастырь!"
That's King Dargon II to you!,Он теперь король Даргон II вообще-то!
"It's alright, Stefan.\! Just call me Jules, please!","Ничего, Стефан.\! Для тебя я по-прежнему просто Джулс!"
"Hey, Sybil! And of course the venerated Master Sergeant himself.\! Welcome to the new-and-improved Monastery!","Здравствуй, Сибил! И тебя приветствую, уважаемый мастер-сержант.\! Добро пожаловать в новый и улучшенный монастырь!"
"Howdy. Good to see ya, Stefan.","Привет, Стефан. Рад тебя видеть."
"Hey, Sybil!\! Welcome to the new-and-improved Monastery!","Здравствуй, Сибил!\! Добро пожаловать в новый и улучшенный монастырь!"
Stefan... do you think she'll even speak to me?,"Стефан... как думаешь, она меня когда-нибудь простит?"
"Can't make any promises.\! Y'see I'm pretty forgiving. I get it, that Lysander's got a silver tongue if there ever was one.\! Ain't all your fault in my view.",Обещать ничего не могу.\! Я-то сам не умею обиды держать. Да и Лисандер кого угодно умеет уговорить.\! Так что я лично тебя ни в чём не виню.
Alright...\| thank you Stefan.,"Ясно...\| Спасибо, Стефан."
"You bet. Welp, best not keep her waitin'.","Всегда пожалуйста. Ладно, не будем заставлять её ждать."
