ENGLISH,Russian
\c[1]Jebediah's library and laboratory\c[0],\c[1]Библиотека и лаборатория Джебедайи\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,С-стой!\! Ты как сюда попала?!\! Это строго запрещено!
Is that so?\! I must have gotten lost.\! What's a girl to do...,"Да что ты?\! Просто заблудилась, наверное.\! С девочками так бывает..."
Your father will hear of this!\! Y-you cannot be in here!!,Твой отец обо всём узнает!\! Т-тебе нельзя тут находиться!
Shut your mouth and do what you're told.,Заткнись и делай что говорят.
W...what?\! I don't have to listen to you!!,Ч... что?\! Я не обязан тебя слушаться!
"You do, and you will!",Обязан. И будешь.
B-but... but...,Н-но... но...
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?","Ха-ха-ха...\| ты себя видел?\! Все вы, мужики, одинаковые.\! Один щелчок пальцами, и из вас можно верёвки вить.\! ...Не так ли, мой милый слуга?"
"What are you doing here, Beatrix?\! I wish you would leave...","Что ты тут делаешь, Беатрикс?\! Уходи, пожалуйста..."
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!","Ой, я уверена, мы оба останемся довольны.\! Я просто хотела кое о чём полюбопытствовать, а ты тут как раз изучаешь эти дурацкие пророчества.\! Будь так добр, покажи мне свои наработки!"
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!","....\| Н-нет, я...\| Никому показывать нельзя!\! Ты тут и не поймёшь ничего! Всё только испортишь своей небрежностью!"
Are you questioning my intellect?!,"Ты что, сомневаешься в моём уровне интеллекта?!"
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!","Постой, минутку...\| ты что, провоцируешь меня?\! Ну и ладно, если ты мне сей же час всё не покажешь, я просто уйду. Ясно тебе?"
"No! Wait!\! Please, have a look around...","Нет! Стой!\! Вот, посмотри, пожалуйста..."
"There you go!\! What are those scrolls there, hmm?","Так-то лучше!\! А вот тут что у тебя за свиточки, м-м-м?"
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...","Это моё переложение «Историум Магнус»...\! Но проект очень деликатный. Прошу, умоляю тебя, не мешай, а то весь перевод пойдёт насмарку."
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?","Донаром клянусь, ты что, по памяти его переводишь? Вот это я понимаю, книжный червь!\! Хм-м, а это что за карта?"
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...","А тут уже всё готово...\| это местоположение всех пяти нефилимских святынь.\! Если удастся снова достать «Историум Магнус», их тайны будут..."
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.","...Да ты что?\! Слушай... да ты просто молодец, Джебби.\! Хорошие мальчики у меня без награды не остаются."
...\| Rewarded?,...\| Награда?
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?","Ага, точно так.\! Отвернись-ка на минуточку, мне нужно осмотреть эту карту.\! Ты же не хочешь расстроить Беатрикс, правда?"
"N-no, of course not...","Н-нет, конечно нет..."
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!","Веди себя хорошо, малыш Джебби.\! Давай, до скорой встречи!"
