ENGLISH,RUSSIAN
"Well met, Sergeant Barnabas! I am honored to fight alongside such a legend.","Рад встрече, сержант Барнабас! Для меня честь сражаться рядом с такой легендой."
"Aww, get outta here, I ain't a legend at nothin'. Nice to hear anyhow.","Да ладно тебе, никакая я не легенда. Но всё равно приятно это услышать."
"Begging your pardon, but you have such a strange way of speaking.\! The grammar and sentence structure seems... so free.","Прошу прощения, но вы так необычно говорите.\! Грамматика и структура предложений кажутся такими... свободными."
"""Free"" eh? Heh heh heh...\! Kiddo, not everyone talks all fancy-like, as they do at the Academy.\! Where I come from, good ole' Melmonde, everyone sounds like me!\! Y'ain't never heard someone from the countryside before?","«Свободными», значит? Ха-ха-ха...\! Парень, не все разговаривают как по учебнику из академии.\! В Мелмонде, откуда я родом, все так разговаривают!\! Ты что, никогда раньше не общался с простым жителем деревни?"
Fascinating! What is this... Melmonde? You speak quite fondly of it.,"Очаровательно! Как вы сказали... Мелмонд? Похоже, вы очень любите это место."
"Oh yeah. Ain't nothin' like home sweet home.\! Melmonde's a real nice town in the Rimorgue Valley that sprang up from a farmin' market for all the wheat 'n grapes goin in and out.\! I got a few bits 'a ranch land just outside 'a town. Been in the Fitch family for years - best darned horses in the Midlands, I tell ya.\! I treat 'em like I would my own flesh 'n blood.","Это да. Нет ничего лучше родного дома.\! Мелмонд действительно прекрасный городок в долине Риморг, который вырос не торговле фермерской пшеницей и виноградом.\! У меня есть несколько участков земли под ферму за пределами города. Я много лет жил в имении Фитчей — у них лучшие лошади в Мидланде, это точно.\! А для меня они как родная семья."
"It sounds... so peaceful. What a happy life you seem to have, Sergeant Barnabas.\! How noble you must be to leave it behind to serve this country.","Судя по вашим словам, это место... такое умиротворённое. Похоже, там вы наслаждались счастливой жизнью, сержант Барнабас.\! Как благородно с вашей стороны оставить всё это ради службы стране."
"Appreciate the kind words, but it ain't like that.\! When I put my horses in for the night, 'n look at my land, always a thought in the back 'a my mind... someone's fittin' to take it all away.\! Guys like me can't rest, not in times like these.\! If ole' Barnabas kicks off early, I got plenty of cousins who'd take real good care of the Fitch Farm.\! But ain't none of 'em can handle a war horse like me. So I gotta do it, kiddo.\! Know what I'm sayin'?","Спасибо на добром слове, но ты ошибся.\! Когда вечером я завожу лошадей в конюшню, осматриваю свою землю, где-то в глубине шевелится мысль: кто-то хочет отнять у меня всё это.\! Такие как я не могут просто беззаботно отдыхать, не в такие времена.\! Если старина Барнабас рано откинет копыта, то у меня есть куча кузенов, которые смогут отлично позаботиться о ферме Фитчей.\! Но никто из них не умеет обращаться с боевыми лошадьми так, как я. Поэтому я и должен был это сделать, парень.\! Понимаешь меня?"
"I understand... from a certain point of view.\! I cannot say I have much that makes me feel this way. There is my sister, but she is fiercely independent and does not need my protection.\! I value...\| life itself. I feel grateful to be given the gift of the senses, that I may take in Tahnra's splendor.\! And the gift of friends most of all.","Я понимаю... в какой-то мере.\! Не могу сказать, что у меня есть что-то такое, что заставляло бы меня испытывать такие чувства. Есть моя сестра, но она полностью независима и не нуждается в моей защите.\! Я ценю...\| саму жизнь. Я чувствую благодарность за то, что мне дан дар чувств, чтобы я мог наслаждаться всем великолепием Танры.\! А больше всего я ценю друзей."
"Whatever floats 'yer boat, kiddo.\! We all need somethin' to keep the ole heart tickin'!\! Be safe out there, eh?","У каждого своя мотивация, парень.\! Нам всем нужно что-то такое, что заставляет наше сердце биться чаще!\! Береги себя, ладно?"
