ENGLISH,Russian
"A bit dramatic with that whole 'end of the world' speech, don't ya think?",Ты не переборщила с речами про конец света?
...\n[8] is not familiar with the Temple's ways.\! It may be just what \n[5] needed to hear.,"...\n[8] не знает храмовых порядков.\! Я сказала то, что \n[5] может услышать."
"...You're really serious about this stuff, aren't you?","...А ты это всё серьёзно, да?"
"Just as the cult was deliberate in finding the Nephilim, so too must the Paladins be when countering their actions.","Культ более чем серьёзно занимается поиском нефилимов. Мы, паладины, должны со всей серьёзностью им противостоять."
"Must be easy to think everything and anything happens for a reason...\! As though the fate of all reality is set in stone, so why bother setting out to change it?","Легко, наверное, думать, что каждое событие происходит не просто так...\! Если судьба мира уже предопределена, что толку пытаться её поменять?"
"...There are some things I would change, Stefan.\! The life of a warrior is difficult.\! The comforts of home call out to me...","...Есть вещи, которые я бы хотела изменить, Стефан.\! Жизнь воителя непроста.\! И меня так манит домашний уют..."
"Little Alex?\! Yeah, bet the kid really misses you...","Малыш Алекс?\! Да, полагаю, парнишка по тебе очень скучает..."
"Yes...\| But my son deserves a better world to inherit.\! If Zanatus is returning to our world, I must remain out here, fighting against fate, inevitable as though it may be.","Да...\| Но мой сын заслуживает жить в лучшем мире.\! Если Занатус возвращается в нашу реальность, я должна встать у него на пути, пусть даже судьба и неизбежность будут не на моей стороне."
Yeah... I hear ya.\! He's a good kid.\! Wish I had somethin' as precious as Alex is to you.,Ага... я понимаю.\! Алекс хороший мальчик.\! Вот бы и у меня в жизни было что-то настолько же ценное.
...My Alex worships you.\! You're practically his own father.,...Алекс тебя очень уважает.\! Ты для него практически отец.
No kiddin'?,Да ну?
Can you play that tune he likes so much? I have grown very fond of it as well...,А можешь сыграть его любимую мелодию? Мне она тоже очень нравится...
Just gonna make you miss home even more...,Только сильнее начнёшь скучать по дому...
