ENGLISH,Russian
"Diana, can you tell me about the original Nephilim?","Диана, а можешь мне рассказать, кем изначально были нефилимы?"
"Eager to learn, aren't you?\! The Temple has its stance on the Nephilim, regardless of multiple interpretations.","Интересно, да?\! Смотри, интерпретаций довольно много, но у Храма есть своя устоявшаяся позиция по нефилимам."
This is your stance as well?,Это и твоя позиция тоже?
"The Saints Donar, Galzus, Cyrene, Ishtar, and Landis are the founders of our faith.\! Donar, as we interpret, was the physical embodiment of his divine power in Tahnra. The moment the man we know as Donar arrived in our world, we believe Donar through flesh and blood became one with us mortal beings, and made us Donari.\! Galzus was a warrior who relied upon his strength and ferocity.\! You find similar traits in the others - Landis's guile, Cyrene's kindness, and Ishtar's devotion.\! Each of the five Nephilim are represented by one of the five virtues of the Temple, and five elements of our Universe.\! Donar of the Light, Galzus of fire, Cyrene of water, Landis of wind, and Ishtar of earth.\! These are the pillars of virtue that are used to judge the quality of our devotees.\! Some choose to walk the path of all Saints, others will favor one in particular.","Святые Донар, Гальзус, Кирена, Иштар и Ландис — вот основатели нашей веры.\! Донар, по нашей версии, являл физическое воплощение своей божественной силы в Танре. В тот момент, когда человек, известный нам как Донар, прибыл в наш мир, он как бы через плоть и кровь стал един с нами, смертными, сделав нас Донари.\! Гальзус был воителем, могучим и свирепым.\! Аналогичные отличительные черты есть и у остальных — хитрость Ландиса, доброта Кирены, преданность Иштар.\! Каждый из нефилимов олицетворяет одну из пяти добродетелей храма и одну из пяти стихий Вселенной.\! Донар — это Свет, Гальзус — огонь, Кирена — вода, Ландис — ветер, а Иштар — земля.\! Их качества — столпы добродетели, по которым оценивают наших служителей.\! Кое-кто выбирает идти по пути всех Святых, другие выбирают кого-то одного."
Aha...\| So can I guess that Galzus is your favorite Saint?,"Ага...\| Дай угадаю, тебе, наверное, больше всего нравится Гальзус?"
He is told as the most fearless and fearsome being who ever lived...\! I can only hope to emulate his story.,"Его описывали как самого грозного и бесстрашного воителя из тех, что жили...\! Я могу лишь мечтать о том, чтобы повторить его подвиги."
"Well, does such a being exist to match you in battle?","А разве есть хоть кто-то, кто может превзойти тебя в бою?"
"An opponent may not be one's downfall.\! It could be one's own pride, or something unforeseen.\! This is a dangerous world, \n[8]...","Причиной поражения может стать и не враг.\! Это может быть и гордыня, и даже что-то совершенно непредвиденное.\! Мы живём в опасном мире, \n[8]..."
"Yeah... I guess so.\! Diana, I have to tell you. So often, I think you should be in command of this army, not me.","Да... Пожалуй что так.\! Знаешь, Диана. Мне всё чаще кажется, что это ты должна командовать этой армией, а не я."
You humble me. But we are going into the unknown.\! I do not possess the knowledge or training to coordinate an army as you do... I prefer simply to feel the crunch of my enemies' skulls under my boot.,"Ты меня смущаешь. Но мы же направляемся в неизвестность.\! У меня нет ни знаний, ни подготовки, чтобы руководить армией, как это делаешь ты... Я предпочитаю старый добрый хруст вражеских черепов под сапогом."
...What a lovely picture you paint.,...Звучит просто очаровательно.
