ENGLISH,Russian
"\n[8]....\! You....\| I killed you...\| I killed you, and watched your body plummet to the earth!\! Auuugggghhh.... \! I hate.... you...\| hate...",\n[8]....\! Ты....\| Я же убил тебя...\| Убил! Твоё тело свалилось на землю с огромной высоты!\! А-а-а-а-у-у-у-угх.... \! Я ненавижу.... тебя...\| ненавижу...
"But ""Emperor"", you created me.\! Seems if you'd just left well enough alone, I wouldn't be who I am today.","Но ты же и создал меня, «Император».\! Полагаю, если бы не ты, всего этого вообще бы не случилось."
"My armies are defeated, but I will take much from you before I fall...!","Мои армии повержены, но я ещё успею кое-что сделать напоследок!.."
"Will you now?\! Right, because you believe the Zanatus cultists are backing you.\! Everyone can see that you are their pawn, everyone but you.\! You made a deal with the devil, and now the devil is coming to consume you.\! Normally I'd feel sorry for such blind stupidity.","Думаешь?\! Ты, наверное, до сих пор уверен, что служители Занатуса тебя поддерживают.\! Но всем уже давно понятно, что это ты их пешка, а вовсе не наоборот.\! Ты заключил сделку с дьяволом, и теперь он пришёл забрать долг.\! По-хорошему, твоей слепой глупости можно только посочувствовать."
"Enough...\! Bring me the boy, now!",Довольно...\! Приведите мальчика!
Alex!!!,Алекс!!!
...M-Mom?!,...М-мама?!
"Don't take another step, you monstrosity, or he's dead!","Ни шагу дальше, чудовище, не то малец умрёт!"
What?!\! You can't do this!,Что?!\! Ты не посмеешь!
"Get over there, whelp.","Иди сюда, щенок."
Casamir...\| there is nothing to be gained from this.\! Think about what you're doing...,"Казамир...\| ты этим ничего не добьёшься.\! Подумай, что ты делаешь..."
"Oh, how quaint.\! Look at you now, the paragon of morality, now that there is nothing to be lost from being so!\! How simple it is to speak from a position of ultimate power, isn't it?!\! If there is any justice in this world, the future will see you as the bloodthirsty conquerer you are, \n[8]!","Ого, как мы заговорили.\! Легко быть эталоном морали, когда нечего терять!\! Всегда проще действовать с позиции абсолютной силы?!\! Если есть в мире справедливость, в будущем тебя запомнят как кровожадного захватчика, \n[8]!"
"Do not worry, child...\| I am sure your mother will make the correct choice.","Не волнуйся, дитя...\| Уверен, твоя мать примет верное решение."
"You've lived a good life, haven't you, Diana?\! You need but give yourself up, and this will all be over.\! The tiniest hint of aggression on your part will end your son's life.","Ты прожила достойную жизнь, правда, Диана?\! Просто сдайся, и всё тут же закончится.\! Но малейшая агрессия с твоей стороны, и твоему сыну конец."
What a fool...,Глупец...
...\| You leave me no choice... my life is yours.\! May the gods banish you to the lowest hell.,"...\| Ты не оставил мне выбора... моя жизнь принадлежит тебе.\! Надеюсь, боги повергнут тебя в самое жаркое пекло."
"Where are they, \n[8]?\! Who to save first?\! Can you do without your Paladin, or does the boy meet his end instead?\! That choice is on your shoulders now, \n[8].\! Farewell!","Где же они, \n[8]?\! Кого будешь спасать первым?\! Предпочтёшь отказаться от паладинши или бросишь парнишку на верную смерть?\! Решать тебе, \n[8].\! Счастливо оставаться!"
ALEX!!!!!!,АЛЕКС!!!
