ENGLISH,Russian
Chapter 20-C: No Mercy for the Merciful,Глава 20-C: Милосердие не останется безнаказанным
Hundreds of children have been brought here...,Сюда привозят сотни детей...
"The Zanatus cult way of life is perverse, so they must indoctrinate children, the only way to create a like-minded generation.\! These people...\| if left unchecked, they'll transform the whole world into mindless drones to serve their purposes.\! And they have time on their side.\! If we win this war, there will be no mercy for them...\| I'll make sure they and their ideas are extinct forever.","Культ Занатуса мерзок и неестественен, и они вынуждены промывать мозги детям, чтобы хоть как-то находить новых сторонников.\! Эти люди...\| если их не остановить, они весь мир превратят в безмозглых марионеток, которые будут им прислуживать.\! И время на их стороне.\! Если нам удастся победить в войне, не будет им пощады...\| Я лично искореню их идеи отовсюду."
The Sisterhood of Mercy...\| fighting for the enemy?!,Сёстры Милосердия...\| Почему они сражаются на стороне врага?!
...What?!\! Probably being blackmailed... as if I needed more reason to wipe these guys out!,"...Что?!\! Их, наверное, заставили... ещё один повод уничтожить этих мерзавцев!"
"\n[8], please do not take the lives of my Sisters...\| If we defeat the cultists...","\n[8], прошу, не убивай моих сестёр...\| Нужно просто уничтожить культистов..."
I hear you.\! Let's hope the bad guys haven't made that impossible.,"Хорошо.\! Надеюсь, что это ещё возможно."
Edelia!,Эделия!
Sister Diana...\| My shame is boundless.\! Please forgive me...,"Сестра Диана...\| Мой позор не знает границ.\! Прошу, прости меня..."
"You kept yourself alive.\! For that you need not be forgiven.\! Come with me, Edelia... may we never part again.","Ты пыталась остаться в живых.\! Тут не за что извиняться.\! Идём, Эделия... пусть нам больше не придётся разлучаться."
"...I will, Sister!\! How I have longed to fight by your side!","...Да, сестра!\! Как долго я ждала шанса сражаться с тобой бок о бок!"
Aaaaaaggghhh!!!!!\! Edelia?!!,А-а-а-а-а!!!\! Эделия!!!
Bloody hell...,Проклятье...
What have we done?!\! Diana...,Что мы наделали?!\! Диана...
