ENGLISH,Russian
Chapter 12: Upheaval,Глава 12: Переполох
"My Duke, we have word that there is a massive riot in the streets of Rimorgue!\! The mob is calling for an end to war and they demand compensation!\! Our government has been exiled!","Мой герцог, на улицах Риморга начались массовые беспорядки!\! Люди призывают закончить войну и требуют компенсаций!\! Наше правительство разогнали!"
What?!\! Why now?!\! Then we mustn't waste time!\! We must take Fort Eureeka without delay - overwhelm their defenses! Charge!!,"Что?!\! Но почему именно сейчас?!\! Что ж, тогда не будем терять время!\! Нужно незамедлительно занять форт Эврика. Разбейте их оборону! В атаку!!!"
"So, it's come to this...\! Lysander, how could I have miscalculated this bad...","Так вот как всё сложилось...\! Лисандер, как же меня угораздило так просчитаться..."
"Don't worry about it. Look at them, they're fools.\! Preparing to charge a position as heavily fortified as this.\! They're throwing lives away... one has to wonder why.,\! As long as we control the chokepoints in the walls, Fort Eureeka will hold.","Не стоит беспокойства, это же просто глупцы.\! Наши позиции отлично укреплены, а они собираются их штурмовать.\! Разменивают жизни ни на что… интересно зачем.\! Пока мы контролируем коридоры, форт Эврика будет стоять."
Hopefully they'll take enough damage to lose their appetite for bloodshed...,"Надеюсь, они быстро умоются кровью и их пыл поутихнет..."
\c[1]Permadeath has been turned off for this chapter.,\c[1]Перманентная смерть отключена на время этой главы.
Terenor! Stop this!\! You can call it all off and realize you've been mislead.\! Casamir thinks he can wag you around like a dog...\| we musn't give him what he wants!,"Остановись, Теренор!\! Отзови войска. Тобой просто манипулировали.\! Казамир запудрил тебе мозги и водит тебя за нос...\| Нельзя дать ему достигнуть цели!"
"It is too late for that now, \n[8].\! One of us will die today, so unless you wish to leave this world in disgrace, raise your weapon!","Слишком поздно, \n[8].\! Один из нас сегодня умрёт. И если ты не хочешь окончить жизнь в бесчестии, то сражайся!"
"Ugh... you ARE a predictable oaf!\! Fine, then die the lapdog of a traitor!","Ох... ты и правда УПЁРТЫЙ ОЛУХ!\! Что ж, тогда ты сдохнешь за предавшего тебя тирана!"
"Ugh...\| Donar, forgive me...","Ох...\| Донар, помилуй меня..."
With Terenor dead... what's going to happen??,Теренор мёртв... Что будет дальше?
A meaningless death.\! But Casamir's still out there.\! We need to stay vigilant!,Он умер ни за что.\! Но Казамир всё ещё жив.\! Нужно быть начеку!
"Oh, Terenor died in battle?\! How unfortunate.\! It seems we will have to clean up this mess now.","Так значит, Теренор погиб?\! Вот незадача.\! Похоже, нам придётся закончить дело."
What the...?!,Какого...
Such firepower...\| they lured us to a trap.\! As if they knew we'd be here exactly at this time. How...,"Как же их много...\| это была ловушка.\! Как будто они знали, где и в какой момент мы окажемся. Но как..."
"Everyone, fall back to the keep!\! Stay out of range of those cannons! Maybe we can hold them off if we stand strong!","Всем отступить в замок!\! Не входите в зону действия пушек! Возможно, у нас получится их сдержать!"
Jules...\| we have followed \n[8] into the jaws of Hell...,"Джулс...\| похоже, \n[8] ведёт нас в самое пекло..."
"It is a tough situation indeed, Narima.\! We're still alive, though.","Ситуация и впрямь тяжёлая, Нарима.\! Но ведь мы живы пока."
"Jules, if it comes down to it, would you die for \n[8]?\! Would you die in this war among squabbling Veridian nobles?","Как считаешь, Джулс, \n[8] заслуживает того, чтобы отдать свою жизнь?\! Ты готов погибнуть в этих междоусобицах веридийской знати?"
"Narima...\| we're all here together.\! I don't want anyone to die, and that includes you and I!\! Why are you so worried about me over the others?","Нарима...\| нам нужно держаться всем вместе.\! Я не хочу, чтобы кто угодно погиб, включая нас с тобой!\! Почему тебя так интересует именно моя судьба?"
"...\| Someday you'll know.\! But not today.\! Today your job is to survive, do you understand?!","...\| Как-нибудь ты узнаешь.\! Но не сегодня.\! Сегодня ты должен выжить, ты понял меня?"
"Same to you, Narima.\! You've looked out for me so much thus far, so I'm not going to let you throw yourself away either!\! Come on, let us defend this fortress as a true Sayunaari would!","Ты тоже береги себя, Нарима.\! Ты столько раз меня прикрывала, и я не позволю тебе сгинуть в этом бою!\! Давай будем защищать эту крепость как настояющие саюнари!"
Truly noble in deed... Donar watch over you.,Ты невероятно благороден... благослови тебя Донар.
"Sybil, you stay sharp out there, y'here me?\! I got a funny feelin' about me now.\! Not a good one.","Сибил, не лезь туда, слышишь?\! У меня предчувствие.\! И очень-очень дурное."
You goin' soft on us or what?!\! This is what I live for!\! My heart is racing...\| if only I could feel like this all the time.\! It's like there's fire flowing through me!,"Ты чего-то совсем расклеился!\! Я живу ради таких моментов!\! Сердце из груди аж выпрыгивает...\| как жаль, что так не может быть постоянно.\! У меня в жилах как будто огонь течёт!"
"Listen t'me, kiddo...\| this ain't lookin' pretty.\! I been down this road before.\! You'd should trust this old man's gut feelin' - it's the best friend I got.","Послушай ты меня...\| тут что-то не так.\! Я бывал в подобных передрягах.\! Просто доверься интуиции старика, она меня ещё никогда не подводила."
...\|Whaddya mean?\! You don't think we'll make it?!,"...\|Ты чего?\! Думаешь, мы не потянем?!"
"Ain't nothin' like that, just...","Да не в этом дело, просто..."
"Barnabas...\| How'd such a sweet man end up a soldier anyway?\! Come on, we can do this!\! They'll have to kill me a thousand times before they win!","Барнабас...\| Ты такой мягкий, как тебя в солдаты-то занесло?\! Давай, соберись!\! Чтобы нас разбить, им придётся меня одолеть тысячу раз!"
"Stefan, you seem shaken.","Стефан, тебе будто нехорошо."
I'm doin' okay!\! No really... I'm fine!,"Всё нормально!\! Нет, правда... нормально!"
It seems the enemy has lured us into an impossible situation.\! This may be the end.,"Похоже, враг заманил нас в западню.\! Возможно, тут мы и встретим свой конец."
"...\| Y'always were a bright and sunny personality, Diana.","...\| Ты всегда такая оптимистичная, Диана."
"As you would say, ""don't shoot the messenger.""","Как сказал бы ты, «не казните гонца за дурные вести»."
"Yeah, I'd probably say that...","Да, пожалуй, я так сказал бы..."
"Yer serious, aren't ya...","Но ты ведь не шутишь, да?.."
"Stefan... this is not the life for you.\! I will not tell the others should you happen to slip away.\! If I fall in battle, I need you to protect my Alex.","Стефан... тебе не нужно тут погибать.\! Если ты ускользнёшь, я никому не скажу.\! А если я паду в бою, ты должен будешь оберегать Алекса."
Diana...,Диана...
Just promise me that...,Пообещай мне...
"...Alright, alright!\! ...Bah, you've always gotta talk about dyin'.\! You may not care if that happens but damn, some of us sure will.","...Ладно, хорошо!\! ...Вечно ты со своими разговорами о смерти.\! Тебе-то всё равно, я понимаю, но не у всех же такое спокойное отношение."
"If they do kill me, my body will perish, but they will never see a Paladin on their knees.\! Until such time, do keep count of how many fall to my hammer... and tell the world what it means to go against the Paladins of holy Donar.","Если я погибну, то моего тела не станет. Но паладин никогда не встанет на колени.\! А пока что я буду считать, сколько врагов падут под моим молотом... и покажу миру, что значит поднять оружие на паладинов святого Донара."
"Now you're talkin'!\! Come on, let's make a story that'll be burned into memory for a thousand years!","Вот это я понимаю!\! Давай, пора слагать историю, которая останется в веках!"
"Zelos...\| I couldn't make it.\! Wherever you are, you'll have to make things right...","Зелос...\| У меня ничего не вышло.\! Где бы ты ни был, придётся тебе это всё исправлять..."
"All this carnage, because I thought I knew what the hell I was doing...","Мне казалось, я знаю, что делаю. Сколько же людей погибло..."
Casamir...\| Someone... something...\| will destroy you.\! Even if I must from the grave...,Казамир...\| Кто-то... когда-то...\| уничтожит тебя.\! Пусть даже мне придётся вернуться с того света...
"Stubborn little street rabble. As you wish, we will hold back no longer.\! Commander Trihan, converge on \n[8]'s position with all available forces! Crush them!","Вот ведь упрямый сброд. Что ж, мы больше сдерживаться не станем.\! Командир Трихан, все войска на позиции, которые удерживает \n[8]! Размазать их!"
