ENGLISH,Russian
"Reporting in, fearless leader.\! With a gift, to...\| Express this loyal soldier's quality.","Это я, о бесстрашная предводительница.\! Я принёс скромный подарок, чтобы...\| выразить свою лояльность."
Stefan! This amulet is...\| beautiful. I have never seen anything so intricately detailed.\! It must be worth a king's ransom!\! How did...,"Стефан! Какой...\| красивый амулет. Никогда не видела такой тонкой работы.\! Он, должно быть, стоит целое состояние!\! Но как ты..."
Stefan.....,Стефан...
All's fair in love and war.\! This is war isn't it?,"В любви и на войне все средства хороши.\! Ну а мы на войне, не правда ли?"
"Hmph, well I trust your poor target had it coming.\! Uh.... thanks.\! I'll see how much we can get for it.","Хм. Ладно, надеюсь, тот, у кого ты его отобрал, был дурным человеком.\! Слушай... спасибо.\! Я постараюсь подороже его продать."
"I would ask that the lady chooses instead to keep it.\! Please, do. It is a gift from me.","Я бы предпочёл, чтобы прекрасная леди оставила его себе.\! Пожалуйста. Это мой подарок."
"You stole this to give to me as a gift?\! I'm flattered, but I'd really rather...","Ты его украл, чтобы подарить мне?\! Я польщена, конечно, но лучше бы..."
"\n[8], you hurt me.\! Truly and deeply.\! This treasure was not stolen - is that what you think I am? Some sort of pickpocket?\! This was given to me long ago, by someone who wished to express their fondness.\! Stolen... the nerve!","\n[8], ты меня обижаешь.\! В самых лучших чувствах.\! Я не крал это сокровище. Ты за кого меня принимаешь? Я тебе что, какой-то мелкий карманник?\! Мне его подарили давным-давно в знак благосклонности.\! Украл... вот ведь!"
"You're being sincere, aren't you?\! I-I can't possibly accept such a treasure.\! This has sentimental value to you...",Это ты сейчас серьёзно?\! Я н-не могу принять в дар такое сокровище.\! Оно же имеет для тебя памятное значение...
"Then throw it into the ocean.\! And while you're at it, you can reach into my chest, rip out my beating heart and toss it as well.\! \n[8]... you've grown so close with the likes of me, do not tell me it is all for naught.","Ну тогда можешь выбросить его в океан.\! А заодно можешь вытащить из моей груди ещё живое сердце и выкинуть его тоже.\! \n[8]... мы с тобой стали так близки за это время. Не говори, что всё было напрасно."
Stefan...\! I have thought about you so much lately.\! But... another comes to mind.,Стефан...\! Я тоже о тебе много думаю в последнее время.\! Но... меня не покидают мысли ещё кое о ком.
Another?!!\! Who is this rapscallion?\! I will show you I am the better man...!!!,"Ещё кое о ком?!\! Кто этот пройдоха?\! Я докажу, что я гораздо лучше его...!!!"
"It's Diana.\! My confidant, and my dear friend.\! You mean a lot to her.\! And don't try and deny it.","О Диане.\! Она моя близкая подруга, я готова всё ей доверить.\! Она очень тепло к тебе относится.\! И даже не пытайся это отрицать."
"Won't deny it...\! We have been together for years.\! She keeps me on a good path.\! So no, not gonna try to convince you otherwise.",И не буду...\! Мы были вместе много лет.\! Она помогает мне оставаться на верном пути.\! Так что тут я даже спорить не буду.
"What I will try to convince you is to see me as a man who can redefine your life.\! Never before have I met such an intrepid spirit, \n[8].\! Ever since we've met, we've had each others' backs through everything these jokers have thrown at us.\! And we're still here, 'live and kicking.","Замечу при этом, что я — мужчина, способный изменить твою жизнь.\! Никогда до этого я не встречал никого столько бесстрашного, \n[8].\! С самого нашего знакомства мы с тобой всегда друг друга выручали, кого бы эти шуты на нас ни натравили.\! И при этом мы оба всё ещё живы-живёхоньки."
"That we are...\! Stefan, you could have any woman.\! You are charming, funny, adventurous, kind-hearted, the whole package!","Это правда...\! Стефан, ты можешь заполучить любую женщину.\! Ты обаятельный, весёлый, авантюрный, добрый — просто полный набор!"
"Yet here I am, fallin' hard for you.\| Hey, what do you say you and I get into a little trouble?","И при этом по уши влюблённый в тебя.\| Слушай, а как насчёт устроить небольшой переполох?"
Wha... right now?!,Что... прямо тут?!
...I mean trouble quite literally!\! Word is there's a filthy rich man caravaning through these parts.\! He got in real good with the Imperials throwing his coin around.\! Whaddya say we...,"...Я в прямом смысле!\! Скоро тут пройдёт караван очень богатенького кабанчика.\! Кстати, он вовсю сорит деньгами, лишь бы выслужиться перед Империей.\! Может, нам..."
"Say no more, thief.\! I've got your back.\! Let's raise some hell.","Ни слова больше, ворюга.\! Я с радостью тебя прикрою.\! Пошли, наведём шороху."
Aha!! Yes!! Now we're talking!!,Ага! Да!!! Вот это я понимаю!!!
