ENGLISH,Russian
And if they get their hands on these weapons...?,"А что, если они найдут артефакты раньше нас?"
"Then you'll be in a bind, won't you?","Тогда у вас проблемы, полагаю."
Beatrix...\| How exactly do you know all this?,Беатрикс...\| а откуда ты всё это знаешь?
"I had a feeling you'd ask, so full of curiosity, this one.\! I take it you've become acquainted with the Followers of Zanatus, hmm?","Любопытные какие. Я знала, что вы спросите.\! Полагаю, вы знакомы с Последователями Занатуса, хм-м?"
We have.,Знакомы.
"Oh, I know.\! You are a real thorn in their side, Avatar of Donar.\! Or, as they would say, the ""False One.""\! Once they found out I'm one of the Nephilim, they tried to make me one of them.\! Odd, I'd figure they would prefer just to kill me off.\! That's what happens when you fly too close to the sun, you get burnt, and I burned them quite handily.\! Stole all the secrets I could, and left to find my destiny, the magic of Cyrene.","Ну ещё бы.\! Ты для них просто кость в горле, Аватар Донара.\! Кстати, они тебя называют «Лжепророк».\! Как только они узнали, что я одна из нефилимов, тут же попытались переманить меня на свою сторону.\! И зря, я бы просто прибила их на месте.\! А когда подлетаешь слишком близко к солнцу, может опалить. Вот я их и опалила как могла.\! Потом стырила все секреты, что смогла найти, и была такова. Отправилась на поиски своей судьбы и магии Кирены."
"...And here you are, falling into our lap.\! Seems a bit convenient for my tastes.",...И совершенно случайно наткнулась на нас.\! Как-то подозрительно удобно всё сложилось.
"We live in a time of fate, darling.\! Is it so hard to believe that we Nephilim would find each other?","Мы живём в судьбоносные времена, дорогуша.\! Тебя удивляет, что нефилимы находят друг друга?"
"Either way, you're Nephilim, and we fight together.\! ...Just don't disappoint us, Beatrix.\! You've gotta admit, we did not get off on the right foot.","Так или иначе, ты нефилим, и мы на одной стороне.\! ...Только прошу, не разочаруй нас, Беатрикс.\! Давай честно, знакомство наше изначально не заладилось."
"Oh pish... bygones and all that.\! I do wonder, what besides favor with the heavens do I have to gain by lending you my considerable power?","Да ну... что было, то прошло.\! Кстати, а на что, помимо благосклонности небес, я сейчас обмениваю свою несравненную мощь?"
"All I can offer you is a target-rich environment.\! And that's my final offer, and don't pretend that's not exactly what you want.","Могу предложить только обилие живых целей.\! Другого предложения не будет, и не надо делать вид, что тебе неинтересно."
"Touche, Avatar of Donar!","Вопросов нет, Аватар Донара!"
