ENGLISH,Russian
Chapter 27: Return to the Origin,Глава 27: Возвращение к истокам
"Your excellency, the Nephilim Army has reached the capital!\! What are we to do?","Ваше превосходительство, Армия нефилимов подошла к стенам столицы!\! Что делать?"
What in blazes do you mean?\! Go out and fight them!\! You are wasting time!,В каком это смысле — что делать?\! Сражаться с ними!\! Чего же вы ждёте?
"My Emperor, we have already swept all of Armitage for conscripts.\! There's nothing left. We no longer have the strength to fight back.\! Only a handful of exhausted veterans from past battles...","Мой Император, мы уже прочесали весь Армитаж и собрали всех возможных новобранцев.\! Больше никого не осталось. У нас закончились силы для сопротивления.\! Лишь кучка изнурённых ветеранов прошлых битв..."
"Then the veterans should gather whoever they can, man the walls, and repel the Orphan's pathetic army!\! Do I have to do everything myself or can you manage this?!","Так пусть ветераны соберут всех, кого смогут, выведут на стены и отобьют натиск жалкой сиротской армии!\! Вы справитесь, или мне всё самому сделать нужно?!"
"Y-yes, your excellency...","Д-да, ваше превосходительство..."
"Most of their army...\| skinny youths, or old men...",Большая часть их армии...\| это безусые юнцы и глубокие старики...
"That's just whatever scraps Casamir still has left... they should be ripe for surrender.\! But the Zanatus cultists will also be here with powerful and merciless warriors.\! Regarding the demoralized remnants of the Imperial Army...\| Casamir would sacrifice their lives just to stave off the inevitable for a few moments.\! I think you know what to do, \n[8].","Только они и остались в распоряжении Казамира... думаю, они готовы сдаться.\! Но будут и адепты Занатуса, а с ними — могучие и безжалостные воины.\! Что касается деморализованных остатков Имперской армии...\| Казамир готов ими пожертвовать, чтобы хоть на миг отсрочить неизбежное.\! Ты знаешь, как лучше будет поступить, \n[8]."
"""An army of lambs can become lions at a moment's notice""...\! Do you see that balcony, atop the Imperial Palace?\! That's where they watched me executed in cold blood, and where they cheered and celebrated it...\! these people would have me thrown to the dogs.","«Армия ягнят за миг становится львами»...\! Видишь этот балкон на вершине императорского дворца?\! На нём меня казнили, а они смотрели и радовались...\! Будь их воля, эти люди сами бросили бы меня псам."
"No...\| you bend the knee to Casamir, your life is forfeit!!!","Нет...\| тот, кто преклоняет колено перед Казамиром, сам ставит крест на своей жизни!!!"
Uhhhh..... \n[8]?\! What's goin' on?!,О-о-о..... \n[8]?\! Что происходит?!
By Donar...,Клянусь Донаром...
"We have been in an impossible situation! Facing death at the hands of the culists for dessertion, or against you in combat!\! We thank you for showing mercy...\| please accept this on the behalf of the people of Armitage.","Нас поставили перед невозможным выбором! Мы либо погибаем от рук культистов, бежав с поля боя, либо в бою против вас!\! Спасибо, что пощадили нас...\| Прошу, примите вот это от лица всех жителей Армитажа."
