ENGLISH,Russian
Hey \n[8]...\| are you sure you've forgiven me?,"Привет, \n[8]...\| а тебе точно удалось меня простить?"
"Hmmmm, maybe.","Хм-м-м-м, может быть."
...Oh.,...Ой.
"Heh, sorry. I figured that was obvious.\| Just... try not to listen to Lysander's honeyed words for a while, huh?","Хе-хе, прости. Мне просто казалось это очевидным.\| Ты просто... в будущем поаккуратнее с красивыми речами Лисандера, ага?"
"Of course, \n[8]...\| I will be by your side for the rest of my days, with all of my heart, I swear it!\! So, we must leave Veridia? Your mind is made up?","Разумеется, \n[8]...\| Я с тобой всем сердцем и до конца дней своих, клянусь!\! Так что, мы покидаем Веридию? Всё уже решено?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Abi. I can't face the people of Armitage again...\| not for a while.","Моя роль в Тысячелетней войне сыграна. Занатус уничтожен.\! А мне еле удалось сохранить себя, Аби. Я не смогу снова смотреть в глаза народу Армитажа...\| во всяком случае, пока."
"I understand. If they will not have you, then they will not have me just the same.\! What lies ahead for us, \n[8]?","Я понимаю. И если они не примут тебя, значит и меня тоже не примут.\! Что нас ждёт впереди, \n[8]?"
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Мне не дают покоя предсмертные слова Занатуса. В них не чувствовалось лукавства. Занатус искренне и неописуемо ненавидел Донара — и меня.\! В свои последние мгновения он как будто смирился. Будто завершил важное дело.\! Ходят слухи, что часть последователей Занатуса бежала из наших земель далеко на восток, до самого Гротнора."
Grothnor? I've never heard of this place!,Гротнор? Никогда о нём не слышала!
"A frozen hellscape far to the east in the unexplored continent.\| They say Zanatus himself emerged from a bottomless pit in the heart of Grothnor, though these are likely tall tales.","Адская мёрзлая пустошь на востоке неисследованного континента.\| Говорят, сам Занатус появился из бездонного ущелья в самом сердце Гротнора. Хотя это, вероятно, просто небылицы."
Sounds dreadful.,Звучит жутко.
We will see.\| So you're willing to leave behind your dragons?,"Вот и увидим.\| Драконов ты, полагаю, тут оставишь?"
!!!\| I wouldn't dream of it! That is why we will be using Nibbler as our primary means of transport.\! Did you expect anything different?,!!!\| Ни в коем случае! На Кусаке мы туда полетим.\! А как ещё?
"Haha, I suppose not.\| I just hope I don't have to compete for your attention.","Ха-ха, пожалуй, что никак.\| Надеюсь, нам не придётся конкурировать за твоё внимание."
"Hey, Abi...\| thank you for coming into my life. I couldn't imagine walking this journey without you.","Слушай, Аби...\| спасибо, что ты есть в моей жизни. Не могу представить, каково бы мне пришлось на этом пути без тебя."
"We are so blessed that Donar allowed us to cross paths, \n[8]!\| Let us see if we can seek him out and thank him ourselves...","К счастью, Донар благословил нас встречей, \n[8]!\| Посмотрим: вдруг удастся найти и поблагодарить его лично..."
