ENGLISH,Russian
"Hi, dear Zelos.\! May we speak?","Здравствуй, милый Зелос.\! Можно с тобой поговорить?"
"Yeah, sure.","Да, конечно."
Some of the others say you are boastful.,"Кое-кто говорит, что ты весьма хвастлив."
I'm sure they're saying all sorts of things.,Люди вообще много что говорят.
Well... yes...\| They say other things as well.\! But I am curious about the boastful part.,Ну... да...\| Другие вещи тоже говорят.\! Но мне интересно именно насчёт хвастливости.
What?\| Why?,Что?\| Почему?
"It's okay, I don't mind.\! Please tell me about some of your great exploits.","Да это ничего страшного.\! Расскажи мне про свои великие подвиги, а?"
"Let's see if there's anything that won't disgust you...\! Ah, the conquest of Stormrook was a high point in the campaign.\! The holdouts loyal to the Duchy of Rimorgue took their last stand...","Что бы такого тебе рассказать, чтоб не очень противно было...\! Ну вот захват Штормрука, например, был апогеем военной кампании.\! Сторонники герцогства Риморг стояли до последнего..."
"Please dear Zelos, nothing like that.\! I want to hear about you! And your great abilities and victories...","Нет, милый Зелос, это не то.\! Я хочу про тебя послушать! Про твои подвиги и победы..."
"...Alright.\! The rest of our troops had no idea what to do.\! Good thing I arrived just then, on my dragon's back.\! I swooped down from the sky, and destroyed their defenses in a matter of moments.","...Ну что ж.\! Однажды наш отряд попал в передрягу, солдаты были бессильны.\! И тут появляюсь я верхом на драконе.\! Пикирую с небес и разношу их оборону за считаные мгновения."
Oh my stars...!\! Then what???,О звёзды!..\! А что потом?!
"I am quite sure that the sight of me scared the defenders enough to retreat.\! They crammed themselves into the keep, until Terenor's son surrendered to me.","По-моему, защитники отступили от одного моего вида.\! Забились в замок и сидели там, пока сын Теренора не сдался."
Wow... you are so terrifying to the enemy!\! Did the townspeople celebrate your victory?!,Ух ты... да ты просто гроза врагов!\! А горожане праздновали твою победу?!
Uh...\| Yes. Let's go with that.,Ну...\| Да. Можно и так сказать.
"Oooohh I see....\| But that's not enough, right?\! Not for a... warrior like you...",Во-о-от оно как...\| Но этого мало.\! Ты же... такой...
Strong silent type...\| Oh my stars... Zelos... you...\| You are so dreamy!!\! I mean...,"Сильный, немногословный...\| О звёзды... Зелос... ты...\| Ты же просто чудесный!\! Знаешь..."
"You know what's interesting?\! Back when I was a ""nice"" guy, women did not care for me much.\! Yeah, they thought I was handsome, but whatever.\! Now, here we are, with you swooning over tales of conquest.\! It's all about the bad boys, isn't it?","Вот что любопытно.\! Когда я был вроде как «хорошим парнем», женщины особо мной не интересовались.\! Ну да, считали меня красавчиком, но не более.\! А теперь у нас романтический вечер воспоминаний.\! Вас просто плохиши привлекают? Скажи честно."
"It's not like that!\! I'm so sorry to have offended you, dear Zelos...","Нет, вовсе нет!\! Прости, если обидела тебя, милый Зелос..."
"Naw, it's okay.\! Better to be who you are than live a lie.\! Come, let me tell you about how I brought the city of Westerfeld to its knees.","Да нет, ерунда.\! Лучше быть собой, чем себя обманывать.\! Идёт, сейчас я тебе расскажу, как поставил на колени Вестерфилд."
"Wonderful!\! Please, spare no detail this time...","Ух ты!\! Давай, во всех подробностях..."
