ENGLISH,Russian
Hello again Diana...,"И снова здравствуй, Диана..."
...Snuck up on me there.\! ...How long have you been there?,"...Решил меня подкараулить, значит.\! ...И давно ты ждал?"
"Aha, is that for me?\! Me like eat.","О, это мне?\! Спасибо, моя любить кушать."
"Heh...\| Yes, I've attempted to extend our supplies by using fewer base ingredients, while mixing in some local flora.","Хе-хе...\| Да, я пытался увеличить наши запасы, используя меньше базовых ингредиентов и добавив местную растительность."
"By Donar, you are too kind to me. You don't have to keep this up...","Клянусь Донаром, ты так добр ко мне. Не надо было..."
But my muscles do appreciate it.,Но мои мышцы тебе благодарны.
...Yes big...\| I-I mean!!\| I'm sure they...,"...Да, такие большие...\| В смысле нет!\| Наверняка они..."
"Yep, thought so.",Я так и подумала.
"It's just...\| No, I don't mean to... It's just who you are... you're just a mystery to me.","Я...\| Нет, я не в том плане... Просто твоя личность... она остаётся для меня загадкой."
"Mmhmm. I suppose, for your sake, I will have to convince myself that it is my ""mysterious personality"" that has you fixated.","Ага, ага. Ладно, буду считать, что тебя привлекают во мне именно «загадки личности»."
Heh... yeah.\| I shall now hide for the rest of my life. Good day.,"Хе... ну да.\| Ладно, пойду забьюсь куда-нибудь. Хорошего дня."
