ENGLISH,Russian
"Greetings, Diana.\! There is an important matter we must discuss.","Здравствуй, Диана.\! Я хотел бы обсудить с тобой кое-что важное."
Is there now?,Что именно?
Yes.\! I wish to take you as my wife.,Вот что.\! Я прошу тебя стать моей женой.
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!","Я...\| ценю твою прямоту, но...\! Донаром клянусь, куда такая спешка? Подобные решения не принимаются спонтанно."
Is this not a suitable arrangement for you?,Неужели я недостоин тебя?
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...","Я этого не говорила.\! Клянусь Донаром, мы же с тобой почти не знакомы.\! Всё это как-то внезапно. Даже слишком..."
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.","Я уже не молод, Диана.\! И точно знаю, чего хочу.\! Ну а ты...\| Ты воплощаешь собой величие, силу и красоту.\! Я хочу быть только с тобой и слагать о тебе баллады до конца дней моих.\! Подозреваю, я такой не один, но уверен, что лучше других подойду тебе."
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.","Если что, я в курсе, что в основном привлекаю внимание в определённом контексте.\! Большинство воздыхателей хотели бы поместить меня на пьедестал и прислуживать мне до конца жизни."
"Is this what you desire, Diana?","А сама ты этого хочешь, Диана?"
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.","Ох... конечно нет, Яромир.\! Только не от тебя! Ты производишь впечатление того, кто выше подобных глупостей."
"Ah. I may not be young anymore, but I am still able to play the fool.","Хм. Я, конечно, уже не молод, но дурачиться ещё не разучился."
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.","Послушай, я мужчина старой закалки.\! Ты женщина старой закалки.\! Я не могу смотреть, как ты идёшь по жизни без спутника, который разделял бы твой благородный нрав.\! В том числе поэтому мне бы хотелось быть с тобой."
"...That is much better.\! Jaromir, let us see if we can grow into that future together.","...Так гораздо лучше.\! Давай попробуем, Яромир. Возможно, наше будущее и правда взаимосвязано."
