ENGLISH,RUSSIAN
Y'always wanted to say you were the best sword in the world.\! I wager ya probably earned that title by now.,"Ты ведь всегда мечтал стать лучшим бойцом во всём мире.\! Готов поспорить, что теперь все тебя таковым и считают."
"Master Seargent.\! Perhaps, but that was a different time.","Мастер-сержант.\! Так оно и было, но с тех пор много воды утекло."
It's real funny hearin' you still call me that.\! Bein' that you're a livin' nightmare now.\! Feels like a higher rank than Master Seargent.,"Странно, что ты меня до сих пор так называешь.\! Ты-то сам теперь как минимум кошмар наяву.\! А это звание повыше, чем мастер-сержант."
"...Barnabas. There are two people in this world who'll always have my blade guarding their lives.\! \n[8], and you.","...Барнабас. В этом мире есть два человека, чьи жизни я буду защищать несмотря ни на что.\! Это \n[8] и ты."
"I'm touched, kid.\! I think I'd sooner ya kill me yerself than I boast about havin' a bodyguard like you.","Спасибо на добром слове, парень.\! Но наверное я бы скорее попросил тебя прикончить меня, чем стал бы хвастаться тем, что ты мой личный телохранитель."
...So I've always held back my words when it came to you.\! Out of respect.,...Я всегда старался избегать резких выражений с тобой.\! Из уважения.
"Words'll not hurt me, boy.\! What's on yer mind?","Парень, слова мне что об стену горох.\! Что ты хочешь мне сказать?"
You'll never see the world you want.\! Never.,"Тебе никогда не видать мира, о котором ты мечтаешь.\! Никогда."
"Yeah, what's it to ya?\! Doesn't mean I can't fight for it.\! Better'n the alternative, slaughterin' innocents for some insane cause.","Ну а тебе-то какое дело?\! Я сражаюсь за то, во что верю.\! Это всяко лучше, чем переметнуться на другую сторону и крошить на куски невинных во имя какой-то безумной идеи."
"I've always hated people who think like you, Barnabas.\! You think your noble pursuit of peace is actually going to work?\! Perhaps for a short time, before the inevitable regression back to conflict.","Барнабас, я всегда терпеть не мог тех, кто думает подобным образом.\! Ты правда думаешь, что благородная борьба за мир принесёт какие-то плоды?\! На какое-то время да, допустим. Но в итоге мир неизменно снова скатится в пучину конфликта."
"Nothin' a good war'll fix, right?","Вот и будет повод снова повоевать, да?"
"People are at their best when they are called to a cause.\! Without a dragon to slay, we sink into degeneracy.\! Case in point, squabbling, clueless nobles creating the conditions for the Succession War.\! A war in which you fought, and took many lives.\! A war that could have been avoided, had we not lapsed into complacency - enough so to allow such lowlives to reach the halls of power.\! But I know I'll never convince you.","Людям всегда нужен какой-то повод для борьбы.\! Если нет дракона, которого надо зарубить, мы начинаем деградировать.\! Да взять хотя бы скудоумных дворян, устроивших вражду, которая вылилась в Войну за престол.\! Войну, в которой сражался и ты, и в которой столь многие погибли.\! А ведь этой войны могло и не быть, если бы не беспечная халатность изнеженных людей, которые допустили, чтобы такие подонки вообще пришли к власти.\! Но вряд ли мне удастся заставить тебя изменить взгляды."
"Ya got that right, kid.\! Brain's too old to make heads or tails of what yer sayin'.\! Sounds more up \n[8]'s alley, heh heh.","Это точно, парень.\! Старый я уже стал, чтобы понимать все эти заумные вещи, о которых ты тут разглагольствуешь.\! Лучше найди \n[8]. Вот с кем можно о таком хоть весь день рассуждать."
"Take care, Master Seargent.\! You're a good man.\! It's too bad things turned out this way.","Бывай, мастер-сержант.\! Хороший ты дядька.\! Жаль, что всё вот так обернулось."
