ENGLISH,Russian
"Greetings, human.","Здравствуй, человек."
"First things first, please call me \n[8].\! Deal?","Во-первых, зови меня \n[8].\! Договорились?"
Yes \n[8]. Raskuja will comply.,"Да, \n[8]. Раскуджа повинуется."
"So, I've heard so much about this Eskandar, fella.\! Some sort of legendary Barek Tor.\! What's the deal with him anyway?\! You would think he was some sort of god.","Я почти ничего не знаю об этом Эскандере.\! Некий легендарный вождь Барек Тора.\! А кто он такой вообще?\! Судя по описаниям, чуть ли не бог."
"Eskandar was a fierrrrrce and powerful warrior 100 years ago, during time of great crisis.\! Humans sought to conquer Barek Tor and destroy Barek Tor spirit.\! The great Eskandar rrrrrallied people together and defeated much more powerful enemy to earn Barek Tor freedom.\! Eskandar so great, he left Barek Tor lands to seek out and to destroy this enemy where they hide.\! He return home loved by all.\! Eskandar becomes grrrrreat chieftain of all Barek Tor people, and repopulate our kind.\! Most Barek Tor somehow related to Eskandar this day... I hope so is Raskuja, so have his grrrrreat and divine warrior blood.","Сотню лет назад, во время великий кризис, Эскандер быть свир-р-репый и могучий воитель.\! Люди пытаться завоевать Барек Тор и сломить его дух.\! Великий Эскандер собр-р-рать наш народ и победить превосходящий враг, завоевав Барек Тор свобода.\! Эскандер быть так велик, что он покинуть земли Барек Тор, чтобы преследовать врага.\! Он вернуться домой и заслужить всеобщий почёт.\! Эскандер-р-р стать великий вождь весь народ Барек Тор и вернуть его численность.\! Большинство нынешние жители Барек Тор сейчас восходить к Эскандер... надеяться, и в жилах Раскуджа течь его великая божественная кр-р-ровь."
I wonder why I'd never learned much about him.,"Интересно, почему мне почти не доводилось о нём слышать."
"Barek Tor lifespan not as long as human.\! Eskandar pass to next life after rrrrreaching golden age of 50 years.\! Eskandar policy on human is to be being frrrrriendly, because of best friend named ""Lucian Iblis"" who was prominent human and great hero of human lands.","В Барек Тор жить не так долго, как люди.\! Эскандер уйти в следующую жизнь в золотой возр-р-раст — 50 лет.\! Эскандер стараться быть др-р-ружелюбным  к людям. Всё из-за его лучший друг — Люциан Иблис, известный человеческий воин и прославленный герой."
"Yep, everyone knows about Lucian Iblis.","Да, все знают Люциана Иблиса."
"Because of their frrrrriendship, human and Barek Tor were to be connected.\! Lucian live on many years past Eskandar, but without our great hero, Lucian and Barek Tor people were to being disconnected slowly over time.\! Lucian attempt to befrrrrriend new Barek Tor chieftains, but it was not to be being.\! Over next 50 years, Barek Tor attempt to return to old way.\! No longer trrrrrade food with humans of Sayunaa in exchange for their great trrrrreasures.\! Barek Tor society become poor.\! Now we attempt to repair damage but without being weak to conquest much like during the time of Eskandar.","Их др-р-р-ружба объединять народы людей и Барек Тор.\! Люциан намного пережить Эскандера, но без наш великий герой он постепенно отдалиться от Барек Тор.\! Люциан пытаться подр-р-ружиться с новые вожди Барек Тор, но тщетно.\! В последующие 50 лет Барек Тор вернуться к старые порядки.\! Больше не тор-р-р-рговать еда с люди Саюна в обмен на их несметные сокр-р-ровища.\! Народ Барек Тор обнищать.\! Теперь мы пытаться вернуть всё как было, но не стать уязвимыми для захватчиков, как было во времена Эскандера."
"I could listen to this stuff all day, cat.","Обожаю твои рассказы, кот."
It is great honor to Raskuja when human show interest in Barek Tor.\! \n[8] is good company for Raskuja. Raskuja wishes to talk more in future days.,"Раскуджа очень польщён, что человек интересоваться Барек Тор.\! \n[8] составлять отличную компанию Раскуджа. Раскуджа желать говорить ещё в ближайшие дни."
Count on it!,Всенепременно!
