ENGLISH,Russian
Hello there. To what do I owe your visit?\! Usually I have to come to you.,Привет. Чем обязана визиту?\! Обычно это я к тебе прихожу.
"It is difficult to achieve a connection with the others.\! I can strike and strike again with the flint, but the spark never fires.","С другими мне сложно наладить контакт.\! Как будто бью огнивом раз за разом, а искры всё нет."
"Yeah, it happens. Guess I try and meet everyone where they are.\! So do you, you just have this ice-cold reputation to protect, or something.","Да, так бывает. Я просто пытаюсь встречаться с людьми «на их территории».\! Как, видимо, и ты. Просто у тебя типа «непрошибаемая» репутация, и ты её бережёшь."
Seems I'm no longer mysterious to you.,"Похоже, я для тебя больше не загадка."
...You are always going to be a mystery to me.,"...О, ты всегда будешь для меня той ещё загадкой."
"Charmed.\! \n[8], if you would indulge me for a moment...\! What have you noticed from the populations we have liberated?\! Resistance? Acquiescence?","Приятно слышать.\! \n[8], можно тебя отвлечь на минутку?\! Скажи, что ты в основном наблюдаешь у народов, которые мы освобождает?\! Сопротивление? Принятие?"
"Hmmm, I have not given it enough thought.\! Ever since my return, my entire focus has been on defeating the enemy on the battlefield.\! ...This is why I have people like you around me.\! What have you observed?","Хм-м, я как-то не думала об этом.\! С самого моего возвращения в основном занимаюсь победами на поле боя.\! ...Вот для этого мне рядом и нужны люди вроде тебя.\! А какие у тебя наблюдения?"
The purpose of this exercise is to extract your instinctual reaction.,"Вообще, целью этого упражнения было узнать твою первую реакцию."
"Fine, fine.\! They feel grateful.\! Not all of them, but I do think the ""return of Donar"" has had a great effect on the people.\! I have to perpetuate the fairy tale in order to win their support.\! But, it seems that as of now, we have it.","Ладно, хорошо.\! Они мне благодарны.\! Не все, конечно, но в целом «возвращение Донара» очень радует людей.\! Чтобы добиться их поддержки, приходится играть на старых сказках.\! Зато эффект есть, судя по всему."
"Indeed, we have liberated those who wish to be freed from the grip of those who worship Zanatus and condemn Donar.\! But, you mustn't forget. So many of them committed themselves to Zanatus on their own accord.\! From my observation, we, and the people who look to us for liberation, may well be outnumbered by those who see us as conquerers.\! The struggle will not end when we have defeated the last foe in combat,\! but when we have healed the deep wounds in the heart and soul of our people.","Так и есть, мы освободили тех, кто хотел быть освобождённым от поклонников Занатуса и осуждающих Донара.\! Но не стоит забывать, что многие из них посвятили жизнь Занатусу добровольно.\! По моим наблюдениям, нас и тех, кто благодарен нам за свободу, может быть даже меньше, чем тех, кто видит в нас захватчиков.\! Когда мы сразим на поле боя последнего врага, борьба на этом не закончится.\! Это произойдёт лишь тогда, когда мы исцелим глубокие раны в сердцах и душах нашего народа."
"And this is why I need you.\! Lysander, please never leave my side.\! You are my right arm, perhaps even my left.","Вот поэтому ты для меня и незаменим.\! Прошу тебя, Лисандер, никогда меня не покидай.\! Ты моя правая рука, а может быть, даже и левая."
\n[8]...\| Forgive me.,\n[8]...\| Прости.
"Oh, great.\! You're going to leave my side.\! Sorry... for what?",Ну вот.\! Ты всё-таки собираешься меня покинуть.\! В смысле... за что простить?
For never expressing to you that your...\| Your beauty is...\| Quite captivating.,"За то, что никогда не говорил, что твоя...\| Твоя красота...\| Она весьма впечатляет."
"Oh... well... You are forgiven!\! A bit outside of your usual ponderings, eh?","О... ну что ж... Ты прощён!\! Но ведь это немного за рамками твоих обычных размышлений, разве нет?"
"Is it, though?\! The pursuit of beauty is a high calling.\! Without it, what we see are lifeless, soulless designs.\! Without pursuing it, why not would we then forget the value of love?\! Beauty reminds us that while our bodies occupy this world, our soul seeks to grow beyond it, into the divine.","По-моему, нет.\! Поиски красоты в мире — суть высшая цель.\! Без неё мы лишь безжизненные и бездушные оболочки.\! Если не искать красоты, вскоре мы забудем и ценность любви.\! Красота напоминает нам, что пока наши тела прикованы к этому миру, душа стремится вне его, к божественному."
"...You are quite eloquent, my friend.","...А ты весьма красноречив, друг мой."
"Please, do not refer to me as your friend.\! For I cannot bear that title any longer.\! \n[8], walk with me in this life.\! Be my companion, not just my ally.","Прошу, не зови меня другом.\! Я больше не готов жить в этой роли.\! \n[8], я хочу идти рядом с тобой по жизни.\! В роли спутника, а не просто союзника."
"Lysander...\| You need not give so much of your mind to win me over.\! If I am to walk this life with you,\| give me your heart as well.","Лисандер...\| и малой толики твоего ума хватило бы, чтобы покорить меня.\! Но если хочешь идти со мной по жизни,\| то отдай мне и своё сердце."
"That may be difficult for me to express...\! But you must know that nothing in this life could pull my heart away from you.\! Know that I yearn for you, always.","Мне довольно трудно это выразить словами...\! Просто скажу, что моё сердце с тобой, и ничто в мире этого не изменит.\! Знай, что моё влечение к тебе постоянно и неизменно."
"Okay, I think I can do that...","Хорошо. Пожалуй, так сойдёт..."
