ENGLISH,RUSSIAN
Seems like they've put all their hopes in Stormrook's defense.\! Could we be the first in a thousand years to conquer Stormrook Castle from the east?,"Похоже, они бросили все силы на оборону Штормрука.\! Думаешь, у нас получится захватить замок Штормрук с восточного направления, хоть это никому и не удавалось вот уже тысячу лет?"
Victory over Casamir is all but inevitable. The challenge will be to minimize casualties during this difficult final stretch.,"Нас уже ничто не остановит, Казамиру считай конец. Битва будет жестокой, и я бы хотел сократить до минимума потери с обеих сторон."
What gives? Aren't you looking forward to taking that weasel off the throne?,"С чего бы это? Разве ты не хочешь поскорее избавиться от этого подлеца, коварством захватившего престол?"
"These are the homelands of the Empire, and the people may not desire our presence as others have.\! However, the unfortunate truth is that the war will not end as long as Casamir lives...","Мы в самом сердце Империи, народ тут и без того нас с распростёртыми объятиями не примет, в отличие от жителей других регионов.\! Но я осознаю, что война, увы, не закончится, пока Казамир жив..."
Nothing could stand between my blade and Casamir's throat.,"Мой клинок доберётся до горла Казамира, это я обещаю."
"My own desire for revenge aside, Beatrix says that the last Nephilim shrine is inside the Imperial Palace.\! She hasn't been wrong yet...","Однако мной движет не только личное желание отомстить. Беатрикс сказала, что в имперском дворце есть проход к последнему святилищу нефилимов.\! Пока что всё, что она говорила, оказывалось правдой..."
\n[8]...\| I need you to listen.\! You should not claim the last divine weapon...,"\n[8]...\| послушай меня, пожалуйста.\! Может, не надо нам это последнее божественное оружие?.."
...Why not??,...Почему это??
"I see the way you Nephilim act around those shrines.\! You are hypnotized.\! A voice calling out to you, compelling you to seize your destiny.\! It is unsettling, and I am not the only one who has noticed.\! If the purpose of finding these weapons is to defeat Casamir, what use is pursuing the Lightfury if you must defeat him to get it?","Я же видел, как вы, нефилимы, начинаете себя вести рядом с этими святилищами.\! Вы как будто под гипнозом.\! Слышите какой-то непонятный голос, который говорит вам следовать своей судьбе.\! Пугающее зрелище, причём не только я так думаю.\! И вообще, если все эти божественные орудия нужны только для того, чтобы убить Казамира, то как так получается, что заполучить Ярость Света можно только после его смерти?"
"I was once a street urchin, begging for a small piece of bread.\! But look what I've built for myself now.\! You'd have me abandon this path?","Слушай, когда-то мне приходилось жить на улицах и попрошайничать, чтобы не умереть от голода.\! И посмотри, чего мне удалось добиться.\! Что мне теперь, всё бросить?"
"You provoked us into a war with Sayunaa, \n[8]...\| And now flirt with the role not of liberator, but conqueror...","\n[8], это из-за тебя мы оказались втянутыми в войну с Саюна...\| Но теперь ты говоришь не как освободитель, а скорее как завоеватель..."
"It may have been in a former life, but I still remember. I still hear the sound of Casamir's guns as they tore my body to shreds.\! I still remember the roars of the crowd, cheering the execution of a traitor - my last sense before everything went black.\! ...And yet, I stand before you by the will of Donar. Perhaps the real \n[8] is still dead?\! What do you think, Lysander? Am I just some kind of divine artifice, a weapon sent to right Tahnra's wrongs?\! These questions torture me... every day. I have no other purpose than this, Lysander.","Даже сейчас я помню, как в прошлой жизни Казамир отдал приказ расстрелять меня, как пули вонзались в моё тело.\! Я помню, как радостно ревела толпа, наблюдая за казнью предателя. Это было до того, как моё сознание отключилось.\! ...И всё же — милостью Донара — я стою сейчас перед тобой. Как знать, может, \n[8] — это уже просто память из прошлой жизни?\! Что скажешь, Лисандер? Может, я теперь просто оружие богов, призванное, чтобы исправить всё, что не так с Танрой?\! Эти вопросы терзают меня... каждый день. Лисандер, у меня не осталось никакой другой цели в жизни."
"You swore to be my right hand. But it seems now, you would feel more at peace if you resigned from the Nephilim Army.","Ты обещал быть моей правой рукой. Но сейчас мне кажется, что твои сомнения прекратятся, только если ты покинешь армию нефилимов."
...\| Is that what you want?,...\| Ты этого хочешь?
"Please, I know you better than that. You choose your own path.","Ты передо мной-то не разыгрывай комедию. Уж я как никто знаю, что ты всегда сам решаешь, как поступать."
"...Casamir must be destroyed, for the good of Tahnra. Only you have the power to do so...","...Казамир уничтожит Танру, если его не остановить. И сделать это под силу только тебе..."
"Let us put an end to this war together, \n[8]...","Мы вместе закончим эту войну, \n[8]..."
We will. Just hold out a little longer...,Обязательно закончим. Осталось совсем недолго...
