ENGLISH,Russian
Chapter 11: Taking Fort Eureeka,Глава 11: Захват форта Эврика
"Bonanza! So many little toy soldiers on the battlefield, just for me.\! Very well, if my actions today will grease the wheels of power, so be it.","Полундра! Так много солдатиков, и всё мне.\! Что ж, если сегодня мне придётся подмазать колёса власти, так тому и быть."
"\c[1]Just enough to stop their momentum, Beatrix!\! Don't kill everyone right now - we need more time to prepare for the next phase!","\c[1]Ровно настолько, чтобы они не слетели с катушек, Беатрикс!\! Не нужно пока всех убивать, нам нужно успеть подготовиться к следующему этапу!"
"Quiet, old man, I was born for this...\| It's time, my poor little soldiers... come to Beatrix!","Помолчи, старик, я знаю, что делаю...\| Время пришло, мои солдатики... идите же к Беатрикс!"
"Th-that mage is some sort of demon!!\! Men of Isanter, full retreat!!","Эта колдунья — она какая-то демоница!\! Воины Изантера, отступаем!"
...How dare you? Did I order you to retreat?\! I am not bored with slaughtering you yet!,"...Как вы смеете? Я что, разрешала вам отступать?\! Я вас ещё не наубивалась вдоволь!"
Damn. We're on our own out here.\! If you want something done right...,Проклятье. Придётся разбираться самим.\! Если хочешь что-то сделать хорошо...
"That enemy sorceress singlehandedly decimated Isanter's most elite forces...\! Unless you've got something up your sleeve, \n[8], I pray you find a way to avoid sending our troops anywhere near her.","Вражеская колдунья единолично уничтожила лучшие войска Изантера...\! Знаешь, \n[8], если у тебя нет козыря в рукаве, настоятельно советую никого даже близко к ней не подпускать."
Noted. Let's see how this shakes out.,Хорошо. Сейчас разберёмся.
"My gracious... these ones are feisty.\! Oh well, I've had my fill.\! Have fun playing war, darlings.","Охо-хо... какие настырные попались.\! Ну ладно, с меня довольно.\! Приятной игры в войнушку, мои дорогие."
"If we don't see her again, it'll be too soon.",Скатертью дорога.
"Sigh... what a bore, these temple types.\! But I do think I've sent enough of them to the void for today.\! Have fun playing war, darlings! Nap time for Beatrix.","Ох... одни зануды в этом храме.\! Но на сегодня, надо думать, я достаточно народа отправила на тот свет.\! Приятной игры в войнушку, мои дорогие. А Беатрикс пора вздремнуть."
