ENGLISH,Russian
...Lysander? Are you alright?,...Лисандер? Всё хорошо?
It's finally become reality.,Я наконец всё понял.
Hmmm....???,М-м-м?
"You're just...\| completely out of reach.\! You may not have noticed, but I haven't been able to free my mind of you.\! But, no need to rebuke my foolish words, I see reality ever more clearly now.","Я просто...\| не знаю, как к тебе подступиться.\! Ты, наверное, этого не видишь, но я постоянно думаю о тебе.\! Нет, не нужно отвечать на мои глупости. Я наконец-то всё отчётливо понял."
Lysander...,Лисандер...
Am I...\| not of the right caliber...?,"Я просто...\| не твоего уровня, да?.."
"By Donar... this is silly!\! You're General Lysander, not some groveling supplicant.\! Look at all you've accomplished.\! Do you not realize how revered you are by those around you, who wish they had your gifts?","Донаром клянусь... не говори глупостей!\! Ты же генерал Лисандер, а не какой-то жалкий послушник.\! Ты столько достиг в жизни.\! Неужели ты не видишь, как уважают тебя окружающие, как завидуют твоему таланту?"
"To be honest, my merits in the art of war...\| it doesn't matter that much to me in the end.\! Not compared to... what, in my mind, could be.\! And with whom it could be.","Сказать по правде, мои военные заслуги...\| они для меня не слишком-то важны.\! В сравнению с тем... что ещё я мог бы совершить.\! И с кем."
"I understand.\! I do this for Alex.\! The fight, next to that, is secondary.",Я тебя понимаю.\! Я всё это делаю ради Алекса.\! А сам процесс битвы — он вторичен.
"Of course...\| I'm sorry, Diana. I have certainly lost any sense of decorum...","Ну разумеется...\| Прости меня, Диана. Я, кажется, совершенно растерял остатки такта..."
"That's not necessary.\! All anyone asks, is for you to be who you are.\! Already one of the greatest heroes of our time. With even more feats to come, right?","Не нужно извиняться.\! Тебе просто нужно быть собой.\! Одним из величайших героев нашего времени. Уверена, впереди тебя ждёт ещё множество подвигов, не так ли?"
We shall see...,Поживём — увидим.
