ENGLISH,RUSSIAN
\c[1]Embor Palace\c[0],\c[1]Дворец Эмбор\c[0]
"Please don't ever leave me like that again, Sybil...","Сибил, больше не оставляй меня вот так, пожалуйста..."
"What am I going to do with you, Sybil...","Вот что с тобой делать, Сибил?.."
"...Thank you for looking out for me, \n[8].","...Спасибо за помощь, \n[8]."
"Sybil, let me tell you about what it means to be a Paladin.\! We are not brutes, nor do we desire for ourselves.\! A Paladin has been forged in the fire of battle for most of their lives, and is punished harshly for pursuing worldly reward, or succumbing to fear.\! We must be ready to die for Donar.","Сибил, я хочу, чтобы ты понимала менталитет паладинов.\! Нам чужды низменные стремления, мы живём во благо не себе, а другим.\! Характер паладина закаляется в сотнях сражений на протяжении всей жизни. Любую, кто поддаётся страху или стремлению к мирским благам, ждёт наказание.\! В любой момент каждая из нас должна быть готова отдать жизнь во имя Донара."
"Even though evil forces have nearly destroyed us, the Paladins will live on.\! Under normal circumstances, you as a female must have bore a child to a father of the Temple's choosing.\! But we are living in extraordinary times, and our sacred order needs you.","Несмотря на то, что силы зла почти уничтожили нас, паладины живут и сражаются дальше.\! Обычно женщины-паладины сначала должны произвести на свет ребёнка от отца, выбор которого — прерогатива Храма.\! Но в текущей ситуации нам не до этого, орден сейчас не может разбрасываться воинами."
"Yes, I understand.","Да, я понимаю."
"Should you become a Sister of Justice, your sole purpose will be as a divine weapon of war, and you will wield the essence of divinity as your armor and weapon.\! With this power comes the burdens we bear - discipline, sacrifice, temperence...\! Are you prepared for this, Sybil?","Став одной из Сестёр Правосудия, ты всецело должна будешь посвятить себя службе в священной войне, а божественная сила станет твоим щитом и оружием в битве.\! Но большая сила — это большая ответственность, которая включает в себя дисциплину, самопожертвование и отказ от мирских стремлений...\! Ты готова к этому, Сибил?"
"I want nothing more, ma'am...\| I am prepared to do whatever it takes!!","Я давно об этом мечтала...\| Ради этого я готова на всё, мэм!"
"Psst... I think you should probably call her ""Sister"" now...","Псс... Думаю, теперь ты должна называть её «сестра»..."
"Then from now on, until you depart this world, you are a Paladin.\! Serve Donar and the cause of good and justice until your last breath.\! I am honored to welcome someone as brave as you, Sister Sybil.","Тогда отныне ты оставила позади бренное существование и стала паладином!\! Служи Донару и неси в мир добро и правосудие до последнего своего вздоха.\! Я горжусь тем, что в наших рядах теперь столь храбрая воительница, сестра Сибил."
Thank you...\| thank you so much...,Спасибо...\| Огромное спасибо...
