ENGLISH,Russian
Yes? Can I help you?,Да? Чем могу помочь?
I am simply greeting a new friend among us!\! Let me express my pleasure in bringing you into our little band of misfits.,Да просто решил познакомиться с нашей новой союзницей!\!Рад тебя видеть в нашей разношёрстной банде.
Thank you. I am grateful to be out of my former situation.,"Спасибо. Тут мне нравится куда больше, чем в прошлом месте."
And I must say I am grateful to have the scenery greatly improved with your arrival.,"Должен сказать, с твоим приходом обстановка стала куда симпатичнее."
...Scenery?\! How flattering.,"...Обстановка, значит?\! Как прелестно."
You know... you do seem a little out of sorts.\! Did you bump your head when you fell from heaven?,"Слушай... ты сильно выделяешься на фоне остальных.\! Ты, случайно, не ударилась головой, когда с неба упала?"
...By Donar.\! That was just pathetic...,...Клянусь Донаром.\! Это уже просто глупо...
"Just like my heart, every day it lives on without you...",Как и каждый день моей жизни без тебя...
...We have just met. How does that make any sense?\! ...Has this tripe ever worked?,"...Мы с тобой едва знакомы. Прекрати уже, ладно?\! ...Эти подкаты хоть на кого-то хоть раз сработали?"
"Nice try, but a magician never reveals his tricks.","Я бы сказал, но фокусник не раскрывает своих секретов."
...\| I will just see myself out.,"...\| Ладно, я пойду."
By all means!\! May the wind be at your back.,"О, разумеется!\! Желаю попутного ветра."
Sure...,Спасибо...
