ENGLISH,Russian
"\c[1]Isanter Palace, headquarters of the Western Army\c[0]","\c[1]Дворец Изантер, штаб армии Запада\c[0]"
"That predictable oaf, Terenor...\! like a child playing with a cannon, the man deserves not the power he wields.","Этот Теренор просто упёртый олух...\! он как ребёнок, которому дали пушку. Он не заслуживает такой власти."
It should be a simple matter to overcome an oaf.,Что же нам просто не одолеть этого олуха?
"Would that I could wish it true, Diana.\! Harold, what are we looking at?","К сожалению, всё не так просто, Диана.\! Гарольд, что у нас?"
"Sixty-thousand men, against our own twenty-thousand, my lord.\! An unknown amount of gun and cannon divisions from the Imperial Army will be backing Terenor as well.\! Our 1st Heavy Cavalry has finally mobilized at Fort Findorian, giving us some breathing room.","Шестьдесять тысяч бойцов против наших двадцати тысяч, милорд.\! Кроме того, на стороне Теренора какое-то количество огнестрельных и пушечных подразделений Имперской армии.\! Наш Первый Кавалерийский наконец мобилизован в форте Финдориан. Должно стать чуть полегче."
And we have the Temple warriors on our side...,А за нас воины Храма...
"As long as we control the river, let the Eastern Army come.\! We will destroy bridge after bridge until their supplies run dry.","Покуда мы контролируем реку, армия Востока нам не страшна.\! Будем уничтожать мост за мостом, пока у них не закончатся припасы."
Make them starve for going on the offensive.\| Terenor might just be dull-witted enough for that to work...,Пусть идут в атаку на голодный желудок.\| Для тупицы вроде Теренора должно прозвучать вполне доходчиво...
You have learned nothing since the Succession War.,Вы так ничему и не научились со времён Войны за престол.
Who is this disrespectful child?!\! You will address this council properly!,Что это за бестактное дитя?!\! Изволь обращаться к совету с уважением.
"\n[8], was it?\! This is the one who was key in recapturing Trucea.","\n[8], если не ошибаюсь?\! Ключевая фигура в возвращении Труции."
\n[8]...,\n[8]...
"The enemy has more men and material. You cannot hope to win a war of attrition.\! But their army is retreating and regrouping since their loss at Trucea.\! The time to strike is now while they are off balance. If not now, then never.\! If they were to lose Fort Eureeka, it would be a painful effort for them to continue offensive operations.","У врага больше войск и ресурсов. Не стоит надеяться на победу в войне на истощение.\! Но они проиграли под Труцией и теперь отступают и восстанавливаются.\! Нужно нанести удар, пока они уязвимы. Сейчас или никогда.\! После потери форта Эврика, им будет очень непросто продолжать наступление."
You can't expect me to just commit my soldiers to this...,Я не могу просто взять и отправить солдат...
"Duke Lothair, we have reason to trust in \n[8]'s judgement.\! ...\| I will accept personal responsibility if \n[8]'s plan fails.","Герцог Лотэр, \n[8] говорит дело, и я рекомендую прислушаться.\! ...\| Я готова лично отвечать за успешность плана, который предлагает \n[8]."
"If this adventure is a failure, your ""personal responsibility"" will mean very little to us when the enemy has removed all of our heads.","Если эта авантюра закончится неудачей, твоя «личная ответственность» не помешает врагу снять нам головы с плеч."
"...\| If we can shock Terenor with a dramatic move, he may lose his enthusiasm for war.\! This land does not need another generation lost.","...\| Если сможем шокировать Теренора внезапным ударом, он вообще может потерять вкус к этой войне.\! Этим землям незачем терять ещё одно поколение."
"\n[8], we will support you how we can. Donar be with us.","\n[8], мы поддержим тебя как сможем. И да пребудет с нами Донар."
I can't guarantee anything.\! But a small chance is better than no chance.,"Обещать я ничего не могу.\! Но маленький шанс лучше, чем вообще никакого."
"I sincerely hope you know what you're doing, Diana...","Очень надеюсь, что ты знаешь, что делаешь, Диана..."
I do not presume to know.\! All that matters is that I believe.,"Я совершенно ничего не знаю.\! Но я верю, и это главное."
