ENGLISH,RUSSIAN
'Ey there. So...\| mind if I ask what's it like? Now that you can uh... y'know.,"Снова-здарова! Я это...\| Спросить хотел, как вообще оно? Ну сама понимаешь, каково оно тебе теперь?.."
Now that I can....???,Каково мне что теперь?
Ah... come on! Y'know! Become the giant lady.,Ну... Да ладно тебе! Ты же и так поняла! Каково быть огромной тёткой?
Oh...\| well... I am the giant lady. I can shrink back to this form when being full-sized is impractical.,"А...\| Ну... просто я теперь огромная такая. Я ведь могу снова стать прежнего размера, если захочу."
...Oh.,...Да ну?
"Yep. Let's keep that between us for a while, would you?","Ну да. Только давай пока что это останется между нами, ладно?"
"Of course! Though I think they'll catch on pretty soon, seein' as several days of food and entire livestock herds are suddenly gone. Any idea where it all went?","Само собой! Хотя все, наверное, скоро и так догадаются. А то непонятно куда пропали запасы пищи на несколько дней, да ещё и целое стадо скота. Ты не в курсе?"
"In my stomach. Well, part of my muscles by now.",Куда-куда. В желудок ко мне. Эту груду мышц ведь кормить надо.
"...Hell's bells. Me thinks all creation will end up in there.\! Say, do you think when my time comes, I'll also turn into a god-like being?","...Вот пекло. Такими темпами ты скоро сожрёшь вообще всё и всех вокруг.\! Слушай, а я тоже стану каким-то богом во плоти, как думаешь?"
Hmm... Saint Landis was a master of illusion. Maybe you'll gain the power of invisibility. ...Forever.,"Хм... Святой Ландис был мастером иллюзий. Может, ты станешь невидимым?.. Навсегда."
"Bah, surely a just and loving Donar would never deprive the world of my breathtaking visage!","Ха, великий Донар вряд ли захочет лишить мир такого писаного красавца как я!"
