ENGLISH,RUSSIAN
"Gotta say, Abigayle, you're a whole lotta courage in a small package.\! Takes a lot to keep spirits up these days I tell ya!","Абигейл, вот ты с виду такая хрупкая девушка, но храбрости тебе не занимать.\! Надо быть очень сильной, чтобы не поникнуть духом в столь тяжёлые времена."
"Oh... thank you, my friend.\! Truthfully, I could not do so without the fellowship of all of you, and my dear brother.","Ох... спасибо на добром слове, друг.\! Если честно, я бы вряд ли справилась, если бы меня не поддерживали все вы и мой любимый брат."
"Heh, yeah.\| Say, you think all this prophecy stuff is gonna work?\! Not like we got anymore options...","Ха, ага.\| Слушай, ты правда веришь, что это пророчество правда и мы победим?\! Не то чтобы у нас было много других вариантов..."
"...\| It must, Stefan.\! As you say, there is no other way.\! We have followed Sister Diana this far. But it is not she who we follow, it is our divine mission.\! We carry the last torch of Donar's presence in this world...","...\| Оно должно быть правдой, Стефан.\! Как ты сам сказал, у нас нет других вариантов.\! Сестра Диана ведёт нас по верному курсу. Но ведь мы не столько следуем за ней, сколько выполняем священную миссию.\! Мы охраняем ее — воплощение Донара и последнюю его связь с нашим миром..."
Yikes... well when you put it that way... heh.,Ого... ну ты и загнула... Ха.
Say...\| anyone ever told you you're a real catch?,"Слушай...\| а тебе говорили, что ты та ещё штучка?"
"I am sorry, I do not know what you mean, dear Stefan.","Прости, дорогой Стефан, но мне незнакомо это выражение."
"A real catch!\! Y'know, fetching 'n all that.","Ну, та ещё штучка!\! Красотка, мол."
"...Oh my stars, Stefan...","...О звёзды, Стефан..."
Yeeeeesss?,Продолжай...
"You really are as shameless as they say!\! Well, dear Stefan...","А я не верила, когда говорили, что ты бесстыдник!\! Как бы тебе сказать, дорогой Стефан..."
"Go ahead princess, you can tell me anything!","Мне ты можешь сказать что и как угодно, принцесса!"
"I...\|I am sorry, but I only like handsome, masculine men.\! Don't worry, I'm sure you will find a nice woman who will see you differently!","Я...\|Ты уж прости, но мне нравятся только красивые и брутальные мужчины.\! Ты только не расстраивайся! Уверена, что ты ещё найдёшь чудесную девушку, которая полюбит тебя таким какой ты есть."
W-w-w-whaaaaaat?!\! But...\| but...\| but...,Чего-о-о-о?!\! Но...\| но...\| но...
"Well, I must be going, my friend.\! We have a tough battle ahead, I wish you luck!","Извини, но мне надо идти, друг мой.\! Нас ждёт тяжёлая битва, так что удачи тебе!"
Only...\| like...\| handsome...\! Ghaaaaaahhh!!! Come back!,"Только...\| красивые...\| и брутальные...\! Арх-х!!! А ну, вернись!"
