ENGLISH,RUSSIAN
"So, my father is...",А мой отец...
He's gone from this place.,Он покинул этот мир.
"He's a tricky one, \n[8]...\| I wouldn't rest easy until you've killed that man a hundred times.","Я бы не была в этом так уверена, \n[8]...\| Его можно сто раз убить, и то не факт, что это навсегда."
"I am sorry, Nephilim.\! None of the others deserve blame. All of it falls onto me.","Простите, нефилимы.\! Не наказывайте других. Вина всецело на мне."
Lysander...,Лисандер...
"I failed to stop you from completing the prophecy.\! Do to me what you must, \n[8].","Я не смог помешать тебе осуществить пророчество.\! Поступай со мной как считаешь нужным, \n[8]."
Just because you didn't succeed...\! Just because you didn't have the physical force to stop me...\! that doesn't make you wrong.,"Пусть ты и не смог...\! Пусть тебе и не хватило физической силы, чтобы помешать мне...\! это не значит, что ты был неправ."
"Here, take the Lightfury.\! Strike me down, I will not fight back.","Вот, возьми Ярость Света.\! Можешь убить меня, я сопротивляться не стану."
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down a monster.","Всё справедливо. Ты сам видел, что было в Армитаже.\! Только тебе хватило смелости, чтобы попытаться остановить меня.\! Так давай, убей это чудовище."
...\| I'd sooner fall on the blade myself...,...\| Я скорее убью себя...
Look around you. The sky's already changed.\! Everything that's happened has lead to this... the final invasion of Tahnra.\! Indeed perhaps this was all meant to be.,"Посмотрите вокруг. Даже небо изменилось\! Все прошлые события вели нас к этому... к последнему вторжению в Танру.\! Может, это и правда судьба."
"Just as it was written in the forbidden pages, Zanatus has retreated to the Divine Realm beyond the gate at Mount Ptolomea.\! He must be utterly destroyed before he can fully recover.\! Now that \n[8] has claimed Lightfury, the way to the Divine Realm is open.\! So too is the way from there to our world.","Написанное в запретных страницах воплотилось в жизнь: Занатус вернулся в Царство богов за вратами, что на горе Птоломея.\! \n[8], его необходимо уничтожить, чтобы он не смог снова набрать сил.\! Теперь Ярость Богов извлечена из тайника, и в Царство богов путь открыт.\! Равно как появилась возможность попасть оттуда в наш мир."
"Lysander, those who followed him...\| I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","Лисандер и те, кто поддержали его...\| Мне довелось на себе ощутить его силу. Это неописуемая мощь, он точно не человек.\! Мы должны забыть о наших разногласиях и обо всём, что было прежде.\! Если мы сейчас не справимся, то вся Танра навеки погрузится во тьму.\! Мы должны действовать единым фронтом... хотя бы ещё один раз."
There is no greater blight to exist than Zanatus...\|I will spend my last lifeblood to fight him.,Нет угрозы опаснее Занатуса...\| Я готов биться с ним до последнего вздоха.
Thank you...\| Donar be with us.,Спасибо...\| Да поможет нам Донар.
"\n[8]...\| you're alive, and that's all that matters now.\! Do to me what you must...","\n[8]...\| ему не удалось убить тебя, и это главное.\! А со мной поступай, как считаешь нужным..."
Just because I won...\| doesn't make you wrong.,"Тот факт, что мне удалось вырвать победу...\| ещё не значит, что ты ошибался."
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down yet another tyrant.","Всё справедливо. Ты сам видел, что было в Армитаже.\! Только тебе хватило смелости, чтобы попытаться остановить меня.\! Так давай, убей этого изувера."
...\| \n[8]...\| I would rather die a thousand of the most gruesome deaths.\! I...\| you know I...,"...\| \n[8]...\| я скорее тысячу раз сам умру самой мучительной смертью.\! Я...\| ты же знаешь, что я..."
"Yeah, I know. I love you too, even through your obnoxious hubris. We can come back from this... we will.","Да, знаю. Я тоже тебя люблю, хоть ты и бываешь невыносим в своём самомнении. Мы можем оставить всё это позади... забудем об этом."
"I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","Мне довелось на себе ощутить его силу. Это неописуемая мощь, он точно не человек.\! Мы должны забыть о наших разногласиях и обо всём, что было прежде.\! Если мы сейчас не справимся, то вся Танра навеки погрузится во тьму. Мы должны действовать единым фронтом... хотя бы ещё один раз."
There is no greater blight to exist than Zanatus...\| We must spend our last lifeblood to fight him.,Нет угрозы опаснее Занатуса...\| Мы должны биться с ним до последнего вздоха.
Thank you...\| everyone. Donar be with us.,Спасибо...\| всем вам. Да поможет нам Донар.
