ENGLISH,Russian
"Um... hello, Sister Great Paladin.\! I'm Diana. I mean, Sybil, Sybil!","Э-э... здравствуйте, о сестра Великий Паладин.\! Меня зовут Диана. В смысле Сибил, Сибил!"
"Hello, Sybil. I do remember you!","Здравствуй, Сибил. Я тебя помню!"
"Well, what do you think?\! I've become a war priestess for Veridia!\! That is, until Barnabas and Jules dragged me out here...",Вы представляете?\! Я устроилась в Веридию боевой жрицей!\! Пока Барнабас и Джулс меня оттуда не вытащили...
That is honorable. You should be proud.,Очень достойно. Можешь собой гордиться.
...W-wait! Are you busy or something?,...П-подождите! Я вас ни от чего не отвлекаю?
"...\| No, I suppose not...","...\| Пожалуй, нет..."
"It's just that...\| I know you give the final word on all Sisterhood of Justice hopefuls, and...","Просто...\| Это же решаете по поводу вступления в Сёстры Правосудия, и..."
"It was difficult with you, Sybil.","С тобой всё непросто, Сибил."
W-whaddya mean?,В с-с-смысле?
"This land needs hearts such as yours, willing to sacrifice to root out the evil that surrounds us all on fronts.","Эти земли нуждаются в отважных сердцах вроде твоего, готовых искоренять зло, поступающее со всех сторон."
"But in the end, the Donari Temple must remain steadfast in its ancient traditions.\! If we make sacrifices against the future, we will have lost our divine precedent for survival.\! And to that end, the Paladin leadership values a certain solemn dignity as a core tenet of our sacred order.\! One cannot want this life. One should be, in a way, reluctant to wield the power that comes with joining the Sisterhood of Justice.\! I'm very sorry, Sybil, I know it can be harsh news to bear.","Но Храм Донари должен беречь свои древние традиции.\! Если поступаться ими, в будущем нам будет всё сложнее выживать.\! И в этом плане среди паладинов нашего священного ордена всегда ценилось некое церемонное достоинство.\! Паладин не должен желать такой жизни, скорее напротив — он должен с некоторой неохотой принимать силу, которую сулит вступление в Сёстры Правосудия.\! Мне очень жаль, Сибил. Я понимаю, тебе непросто это слышать."
"Ugh, so I just want it too much. That's always the case.\! What am I supposed to do, just fake it or something?","Значит, дело в том, что я слишком сильно этого хочу. Вот так всегда.\! Но что же делать, притворяться, что ли?"
"It will come with time.\! Donar willing, your heart will find peace.\! It must... I dread the thought of growing old while bearing the burden of restlessness and regret.","Всё придёт со временем.\! Волею Донара, и твоё сердце обретёт покой.\! Очень надеюсь на это... нет ничего хуже мысли о старости с неспокойной душой и сожалением в сердце."
"Yeah right, like that'll ever happen...\! Not even you notice me...",Да не будет у меня ничего такого...\!Даже вы меня не замечаете...
"What, pray tell has left you with such sorrow?",Откуда же в твоей душе столько горя?
"You had parents, right?\! Not me.\! But who cares about Sybil when there's a million other orphans to worry about...","У вас ведь были родители?\! А у меня нет.\! Но кому есть дело до Сибил, ведь кругом миллионы других сирот, жаждущих заботы..."
I was indeed blessed to be around my father for much of my childhood... exceedingly harsh as he was.,Мне и правда повезло: практически всё детство я провела близ отца... пусть он и был невероятно суров.
"Yeah, but at least you had someone to tell you if you're doing a good job or not...","Но вам хотя бы кто-то мог сказать, молодец вы или не очень..."
"You are leading a good life, Sybil... \|but it must not come from...","Ты достойный человек, Сибил... \|но пойми, это не должно зависеть от..."
"Yeah, I KNOW, I've heard it a million times, it can't come from someone else saying it!\! But I don't care... you can do that because you were taught to just be fine as who you are!\! And I wasn't! Just... be fine with that, okay?!","Да ЗНАЮ я, миллион раз уже слышала. Это не должно зависеть от чужих слов!\! Но всё равно... у вас — может, потому что вас учили, что нормально быть такой, какая вы есть!\! А меня — нет! Это же... нормально, что я это всё говорю, да?"
"...Of course. Forgive my shallow words, Sybil.","...Конечно, Сибил. Прости мои поверхностные суждения."
"It's just me being stupid... again...\| Just forget the last few minutes, please, Sister Diana?","Да это я просто опять... глупо себя веду...\| Вы забудьте этот разговор, ладно, сестра Диана?"
Consider it forgotten. Donar watch over you.,Уже забыла. Благослови тебя Донар.
Thank you...,Спасибо...
