ENGLISH,RUSSIAN
"Woooo, yeah!\! Take that, and that, and that!\! Pow, right in the kisser!","О-о да!\! Получай! И ещё, и ещё!\! Бам, прям в едальник!"
"Sister Sybil, your enthusiasm is infectious!\! Although I do not share such joy for warfare, I can at least appreciate yours!","Сестра Сибил, твой азарт такой заразительный!\! Мне бои не приносят такой радости, но я хотя бы могу разделить твой восторг!"
"Hey, Abi! I mean... Sister Abi!\! Careful, almost whacked ya there!","Привет, Аби! То есть... сестра Аби!\! Ты осторожнее в следующий раз, а то чуть и тебе не прилетело ненароком!"
"I do believe you were advised to temper your lust for battle, were you not?","А тебе разве не сказали, что теперь ты должна поумерить свою жажду боя?"
"Ugh... YES, fine, fine...","Ну... ДА, сказали, должна..."
"Ha ha, I jest, Sister Sybil, I will not tell anyone.","Ха-ха! Я же просто шучу, сестра Сибил. Не волнуйся, я никому не скажу."
"Aha, I knew it!\! I knew you were somethin' special, Abi.","Ага, я так и знала!\! Не просто так ты мне нравишься, Аби."
"Well, um... I wanted to bring up something with you.\! While I think we both understand that your initiation as a Paladin was out of the ordinary, it does make sense. These are truly scarce times.\! And well...","Я это... хотела поговорить с тобой на одну тему.\! Думаю, мы обе понимаем, что тебя приняли в паладины скорее из необходимости. Времена-то сейчас непростые.\! Просто..."
"Yeah...???\| Come on, spit it out, pint-sized!","Что "просто?!".\| Да говори, мелкая, не трусь!"
"Well...\| I do not have a Bonded of my own, like Sister Edelia.\! Do you think...","Просто...\| сестра Эделия связана с паладином, а я тоже хочу.\! Может..."
"You mean you and me, become blood sisters?\! Let me think....\| OF COURSE!\! You know... scarce times, and all.\! Let's show the world what the spirit of the Temple can do, Abi!","Так ты хочешь стать моей сестрой по крови?\! Тут надо хорошенько подумать....\| ДА Я ТОЛЬКО ЗА!\! Ну, учитывая... что времена непростые и всё такое.\! Аби, давай покажем всем, что наследие Храма живёт в нас!"
"Oh...\| It was that easy?\! Then I shall inform Diana, and we will make it official!\! My heart is soaring, Sister Sybil, and I hope I am adequate as your blood sister!","Ого...\| Вот так просто?\! Я тогда скажу Диане, чтобы она провела церемонию!\! Сестра Сибил, у меня сейчас сердце выпрыгнет от радости. Надеюсь, что стану тебе достойной сестрой по крови!"
Adequate... psh... we're gonna light up the world!,Достойной?.. Пф! Да мы с тобой будем легендами!
