ENGLISH,Russian
"\c[1]Upper balcony, Imperial palace at the capital\c[0]","\c[1]Столичный императорский дворец, верхний ярус\c[0]"
"So, not even the mighty Kuroda could best the orphan.","Вижу, даже грозный Курода не смог одолеть сиротку."
The one you call an orphan has many powerful allies.\! Your people had us believe we would go almost unopposed.\! We were not prepared.,"У «сиротки» очень много влиятельных союзников.\! Ваши люди заверяли, что мы практически не встретим сопротивления.\! Мы были не готовы."
So be it. There will be another chance.\! Did you have a chance to review my message?,"Хорошо, я дам вам ещё один шанс.\! Вы внимательно прочли моё послание?"
Yes. You need a problem solved.,Да. Вам нужно решить проблему.
"I cannot expand on why, but this mission is but one part of a greater one... we will save this country, Kuroda.\! From itself, and its past folly.","Я пока не могу рассказать подробно, Курода, но это очень важная миссия... нам предстоит спасти страну.\! О неё самой и от ошибок прошлого."
Countless men just like you have used men like me to further their ambitions from the shadows.\! It is a dance as old as time.,"Такие как ты испокон веков использовали таких как я, чтобы добиваться своих целей исподтишка.\! Совершенно ничего нового."
Truly a man of your craft. How honorable.,Настоящий мастер своего дела. Ценю.
"I cannot stress enough the importance of timing.\! You must monitor the situation.\! When the target leaves to try to stop the war, that is when he must die.\! No sooner, no later.","Важнее всего здесь — сработать вовремя.\! Внимательно отслеживайте ситуацию.\! Как только цель решит прекратить войну, убейте его.\! Не раньше и не позже."
273 targets have fallen to my hand. It will be as routine as morning tea.,273 цели уже пали от моей руки. Это не составит труда.
"...What a noble life you lead.\! As you have been paid in advance, we must never meet again.\! Donar be with you... or whatever it is they say.","...Сразу видно добросовестного специалиста.\! Я заплатил тебе авансом, поэтому больше мы не встретимся.\! Да хранит тебя Донар... или как там сейчас принято говорить?"
