ENGLISH,Russian
"\c[1]Underground escape route, Westerfield sewers\c[0]",\c[1]Подземный ход через канализацию Вестерфилда\c[0]
Why are they making us leave?,Почему нам пришлось уйти?
They said the bad people are coming to take us away from our home.\! They said they are non believers.,"Говорят, за нами идут плохие люди. Хотят забрать нас с собой.\! Говорят, они неверующие."
"Yeah, this one prolly told 'em we are here.\! We all know he's not a believer like us, he doesn't even want to give up his old name.\! Isn't that right, ALEX?!","Я думаю, это он нас выдал.\! Он тоже неверующий и даже не хочет говорить, как его раньше звали.\! Да, АЛЕКС?!"
Shut up!\! I didn't tell anyone!!,Заткнись!\! Никого я не выдавал!!!
Stupid Alex... we're gonna tell on you.,Глупый Алекс... мы всё про тебя расскажем.
Listen! My mom's gonna kill the masters.\! You'll see.\! She's the best fighter in the world.\! Then you can have your real families back!!,Послушайте! Мама разделается с мастерами.\! Вот увидите.\! Она дерётся лучше всех в мире.\! И тогда вы сможете вернуться по домам!
"That's it, you're dead.\! Come on, let's tell the masters we have a sacrifice!!!","Ну всё, тебе конец.\! Пошли, расскажем мастерам, кого принести в жертву!!!"
Ha ha ha ha...\! Yeah! Get the non believer!!!,Ха-ха-ха-ха...\! Точно! Ловите неверующего!!!
"Alright you little freaks, keep it down in here.\! The Emperor is coming.","Так, сопляки, а ну, тихо тут.\! Император идёт."
"Hello, young man.\! Your name is Alex, yes?\! Don't worry, you can say it here.","Здравствуй, молодой человек.\! Ты же Алекс, да?\! Не волнуйся, можешь сказать своё имя."
"Yes, mister.","Да, мистер."
Are the other children bothering you?,Другие дети тебе не досаждают?
"Ha ha... not a tattle-tale, I see.\! Alex, I'm going to take you to a safe place.\! Please come with me.","Ха-ха... понимаю, не привык ябедничать.\! Я хотел бы отвести тебя в безопасное место.\! Идём со мной."
Do you know where my mom is??,"А вы знаете, где мама?"
"...\| I am sorry, I cannot say I know her.\! But, I am the Emperor - so I should be able to find her, don't you think?","...\| К сожалению, мы с ней не знакомы.\! Но ведь я же Император. Наверняка я сумею её найти, правда же?"
Yeah I guess so...,"Да, наверное..."
"The rest of you, follow the masters' instructions.\! The...\| non-believers are coming to get you.",А вы слушайтесь мастеров.\! А то...\| неверующие за вами придут.
Let's get out of this den of muck...,Пойдём уже из этой дыры...
