ENGLISH,Russian
I have seen you reading a great deal lately.,Ты в последнее время много читаешь.
Diana! It's the Donari Volumes on Virtue.\! I'm happy to say I'm almost finished with the first.,"Диана! Да, я читаю Сказания о добродетелях Донари.\! И первый том уже почти прочитан."
Really...\| You're the last I'd expect to do mire yourself in such dry material.,"И правда...\| Честно говоря, не ожидала, что тебя заинтересует подобное. Не очень захватывающее чтиво."
I guess I thought it would help me understand the prophecy better.\! Are you not pleased that I've taken an interest?,"Просто пытаюсь лучше разобраться в пророчестве.\! А тебе разве не нравится, что меня это заинтересовало?"
This journey is yours to take. You are not here to impress me...,"Это твой путь, и решать тебе. Ты же не пытаешься угодить мне..."
"Yes... but...\| How would one impress you, Diana?","Да... но...\| А как угодить тебе, Диана?"
...You will not impress anyone by asking how to impress them...\| I think you know that.,"...Чтобы кому-то угодить, точно не стоит об этом спрашивать...\| Уж кому, как не тебе, это знать."
"Of course. But I find myself at a loss around you.\! You have really moved me in ways I did not expect.\! I mean... yeah...\| Look at me.\! Skimming through centuries old texts that no one ever reads...\| Diana, no, I wouldn't do this for any other reason, but to get your attention in some way.\! You caught me red-handed... but, how foolish.\! I know that there is so much more to you.\! I've seen it, and grown very fond of it.","Разумеется. Но я не очень понимаю, как себя с тобой вести.\! Ты задеваешь во мне совершенно неожиданные струны.\! В смысле... ага...\| Вот посмотри на меня.\! Я тут сижу и читаю древние рукописи, которые вообще мало кому интересны...\| Нет, Диана, я точно это делаю для того, чтобы как-то привлечь твое внимание.\! Можно сказать, ты поймала меня на месте преступления... но как это глупо.\! Я знаю, что ты куда более глубокий человек.\! Мне доводилось это наблюдать, и я к тебе очень привязался."
"As I have you, \n[8]...","А я к тебе, \n[8]..."
"Diana, I must ask you.\| About...","Диана, я не могу не спросить.\| Насчёт..."
"Stefan, right?",Стефана?
...\| Are you close with him?,...\| Насколько вы с ним близки?
We have a rich history together. But... you want to know if we have grown closer?,"Мы давно работаем вместе. Но... тебя, надо думать, интересует другое?"
Yes...,Да...
"I have always stopped myself, knowing his tendency to break hearts at a whim.\! \n[8], I can see it in your eyes. I know where this is leading.","Он разбивает людям сердца. Зная об этой его особенности, я не подпускала его к себе.\! \n[8], я знаю, к чему ты клонишь. Вижу это по глазам."
Can I be completely honest?,Можно я скажу честно?
I would expect no less.,Иного я не жду.
"It...\| it seems like the troubles of the world melt away with you around.\! Diana...\| I have had the honor of your friendship, but I'm at the end of my ability to keep my composure.\! I only hope that I have left enough of an impression on you...\| If not, I need to know.","Знаешь...\| как будто бы когда ты рядом, все невзгоды этого мира уходят.\! Диана...\| Для меня большая честь быть твоим другом, но мне уже с трудом удаётся сдерживать себя.\! Остаётся лишь надеяться, что мои чувства взаимны...\| Если нет, прошу, скажи мне."
"\n[8], I must stop you. For I have to tell you...\| our journey began with an oath. From me, to protect the Avatar of Donar with my life.\! But it has grown far beyond that.\! My formal training advises against this. But everything has changed now, hasn't it?\! We are all... stuck here.\| Fighting alongside each other, for the fate of all things.\! My committment, my oath...\| is to you now.\! And may we shine brighter than the darkness that surrounds all of Tahnra.","\n[8], я вынуждена тебя перебить. Послушай...\| наше путешествие началось с клятвы. Я поклялась защищать Аватар Донара ценой своей жизни.\! Но с тех пор ситуация усугубилась.\! Мой устав такие вещи не поощряет, но всё стало гораздо сложнее.\! Мы все... оказались вот в такой ситуации.\| Сражаемся бок о бок за судьбы этого мира.\! Моё служение, моя клятва...\| отныне они принадлежат тебе.\! И да разгонит наш с тобой свет непроглядную тьму, что сгустилась над Танрой."
...Someone like you could see yourself by my side...? It feels like a dream...,"...Поверить не могу, что такая женщина согласна быть рядом со мной...? Я будто сплю..."
"I'm not someone like me, I'm just me.",Я не такая женщина. Я — это просто я.
