ENGLISH,Russian
Beatrix... I have so much to ask you.,Беатрикс... у меня к тебе столько вопросов.
"\n[8]... please, ask away.\! I'll talk as long as I'm not bored.\! It helps that you are pretty. Don't let anyone tell you that being pretty isn't important!","\n[8]... спрашивай, конечно.\! Я готова поболтать, пока мне не наскучит.\! А ещё ты мне нравишься. Если кто будет говорить, что внешность не важна, — не верь им!"
"You're of the Pendergast family?\! As in, Edmund Pendergast? Richest person alive?","Ты правда из рода Пендергаст?\! Того, где Эдмунд Пендергаст, самый богатый человек в мире?"
"Yes indeed, the very same.","Ага, из него самого."
You must stand to inherit untold riches.,"Тебе, наверное, завещают огромное состояние."
"Well, I do deserve all the world's riches...\| but that doesn't mean the old man's going to bequeath his fortune solely to me.\! He's got an army of sycophants looking to take a bite out of his empire at all times.\! Guess we'll see when that cold, ancient heart of his finally gives out.","Разумеется, я заслуживаю все богатства этого мира...\| но это совсем не значит, что старик завещает всё своё состояние исключительно мне.\! Вокруг него крутится целая армия прихлебателей, готовых отожрать кусочек его империи.\! Как в итоге решит его древнее каменное сердце — покажет время."
"...Not the closest with your father, huh?","...Надо думать, вы не слишком близки с отцом?"
"Oh really?\! What ever gave it away?? Ha!\! No, maybe someday I'll tell you why.","Ой, откуда ты знаешь?\! Где я прокололась? Ха!\! Нет, не особо. И однажды, возможно, я расскажу тебе причину."
No worries. I'm wondering how Pendergast came into his wealth.\! Almost seems unfair.,Хорошо. А как вообще Пендергасты сколотили такое состояние?\! Как будто бы не очень честным путём.
"When the lion slays the gazelle, would you rather lament the unfairness of nature, or try to become the lion?\! You know anything about the Aetherium Crisis?","Если лев убивает газель, ты предпочтёшь оплакивать несправедливость природы или попытаешься стать львом?\! Доводилось слышать об Эфирном кризисе?"
"I like to say I'm a history nerd, so yes.","Я увлекаюсь историей, так что да."
"Well, well, poindexter, you're in for a treat.\! Pendergast has always been around, but once the world got a nice facelift from the destruction caused by the Aetherium Crisis, Pendergast was there to buy up all the cheapened real estate.\! That, and they financed the reconstruction efforts from shore to shore.\! That sort of thing pays off, big time.\! 'Tis the banker who rules the world, without swinging a sword.\! Wait a few generations, invest the earnings, and now they control whoever they can buy.\! You know, that does sound pretty unfair, now that you mention it.","Так вот слушай внимательно.\! В Пендергастах не было ничего особенного, кроме того, что когда мир знатно покорёжило после Эфирного кризиса, они подсуетились и скупили подешевевшую недвижимость.\! А ещё повсеместно финансировали восстановление после разрухи.\! На этом можно очень неплохо нажиться.\! Банкиры правят миром без всяких клинков.\! А спустя пару поколений они инвестировали свои накопления и теперь могут купить практически кого угодно.\! Вообще говоря, звучит и правда не очень-то справедливо."
"So in lieu of you inheriting this fortune, what exactly has lead you down this path?","А как вышло, что ты пошла по такому пути, а не просто унаследовала их богатство?"
...And what path would that be?,...Ты какой путь имеешь в виду?
I guess I don't know that one either.,"Да не знаю, честно говоря."
"I will confess... I sometimes feel like an alien living among humans.\! Your customs and earthly pleasures bore me.\! What really gets me going is seeing what kind of disruption I can weave.\! Right now, that puts me on your side.\! But later, if I should develop the means, I'm not sure! I could just become your greatest adversary, if doing so is entertaining to me.\! ...Does that make you nervous?","Скажу честно... Иногда я себя ощущаю совершенно чужой среди людей.\! Ваши обычаи и простые радости мне скучны.\! А вот что реально заводит, так это объём разрушений, который я могу учинить.\! Пока что в этом плане нам с тобой по пути.\! Но что будет дальше, мне совершенно неведомо! Возможно, мы даже станем злейшими врагами, если мне того захочется.\! ...Я заставила тебя нервничать?"
"Yep, a little.\! But I'm a better judge of character than you think.\! If I truly felt that you would bring us down, I'd let you know.\! But I don't feel that way.","Слегка.\! Но я лучше разбираюсь в людях, чем тебе кажется.\! Если бы мне казалось, что ты можешь нам навредить, ты бы узнала об этом первой.\! Но сейчас мне так не кажется."
Awww... so trusting. Easier to devour when I'm good and ready.,"Ох... как же ты доверяешь людям. Проще будет тебя сожрать, когда мне захочется."
"Beatrix, you are a character.","Да, Беатрикс, ты, конечно, что-то с чем-то."
"And you have successfully entertained me, but I can already feel boredom creeping in.\! Do be a dear and visit me some other time, mmm?","А тебе удалось меня немножко развлечь, но скука вновь стремительно подступает.\! Будь лапочкой, навести меня ещё как-нибудь потом."
Of course. Enjoy!,Без проблем. Всего хорошего!
