ENGLISH,Russian
Chapter 10: To War,Глава 10: На войну
"This is the great Duchy of Isanter?\! Our greatest rival for generations?\! What a joke.\! Commander, send all units to their capital at once!","Так это и есть великое герцогство Изантер?\! Наши извечные враги?\! Какое позорище.\! Командир, направляйте все силы на их столицу!"
"Diana, is the Temple prepared to go to war against Rimorgue?","Диана, Храм готов к схватке с Риморгом?"
This war is upon us whether we are prepared or not.\! Isanter is the only thing standing between us and ruin.\! We must not let their capital fall.,"Готовы мы или нет, война уже началась.\! Изантер — последнее, что отделяет нас от поражения.\! Нельзя допустить, чтобы их столица пала."
"Got it.\! We need to push south and waste no time while we're at it.\! If we can retake Trucea from the Eastern armies, all the better.","Хорошо.\! Тогда наступаем на юг, не теряя времени.\! Если удастся отбить Труцию у восточных армий, тем лучше."
"Hello again, blue-haired human.","Ну здравствуй, синеволосый человек."
Uh oh.\! I hope you haven't found a job with the Rimorgue Army...,Ой.\! Ты же не устроился работать в риморгскую армию?..
"Raskuja did makings an offer to the one called Terenor, but Raskuja did not care for that one's personality.\! The blue-haired human is to be being more favorable to be conversing with.","Раскуджа делать предложение тому, кого звать Теренор, но его личность не заинтересовать Раскуджа.\! Синеволосый человек выглядеть благоприятнее для разговор."
"Oh... well, thanks!",О... ну спасибо.
"Raskuja offers his services to the blue-haired human free of charge.\! But he is to be expecting much reward when human civil war comes to its end.\! If blue-haired human refuses, it would be to be having much foolishness.","Раскуджа предлагать синеволосый человек свои услуги бесплатно.\! Но он ожидать большая награда, когда гражданская война люди подойти к концу.\! Если синеволосый человек отказаться, это быть очень большая глупость."
"Can't argue with that, cat.\! You've got yourself a deal!\! If you're as good as you say, I'm sure Duke Lothair will make it worth your trouble.\! Blue-haired human's name is to be being \n[8].","С тобой не поспоришь, кот.\! Считай, что мы договорились!\! Если ты так же хорош в бою, как на словах, герцог Лотэр точно не поскупится на награду.\! Кстати, синеволосого человека зовут \n[8]."
"\n[8] shows great wisdom.\! Humans watch, you are to be learning what elite Barek Tor mercenary can do.","\n[8] весьма мудрый человек.\! Люди смотреть и узнать, на что способен элитный наёмник Барек Тора."
