ENGLISH,RUSSIAN
"Hello, dear Sister Diana...","Здравствуй, дорогая сестра Диана..."
"Greetings, Sister Abigayle. Any luck with Nibbler?","Здравствуй, сестра Абигейл. Как там поживает Кусака?"
"Oh my stars... he is so stubborn! Surely he is mature enough to fly with me, but he simply refuses every time!","О звёзды... он такой упрямый! Он уже достаточно окреп, чтобы я могла на нём летать, но он наотрез отказывается!"
That's strange. Considering how much you've cared for him.,Как странно. Ты ведь ему как вторая мать.
It is...\| a little heartbreaking! And mystifying. Other dragons do not have a similar reaction and are amiable.\! Even Azuros has truly opened up to me.,"Ну да...\| И мне от этого так обидно! И я не могу понять, почему так происходит. Другие драконы так себя не ведут, они очень любезные.\! Даже Азурос ко мне очень проникся."
"You know, perhaps Nibbler would rather you stay on the ground.","Может, Кусака просто хочет, чтобы ты оставалась на земле?"
...Hmm??,...Как это?
"He is young. From what you've told me about dragons, his mind is that of a human child.\! Perhaps he sees you with two legs, and no wings, and insists it's not safe for you soaring through the skies.","Он же совсем юнец. Ты сама говорила, что по драконьим понятиям он всё ещё мыслит как ребёнок.\! Может, он смотрит на твои ноги и думает, что тебе куда безопаснее на земле, чем в воздухе."
Oh...\| you really think that's it?!,"Ого...\| Думаешь, всё дело только в этом?!"
"You would know better than I. However, lacking evidence to the contrary, isn't it nice to think that might be it?","Ты о драконах знаешь куда больше, чем я. Но я не вижу причин думать иначе, так почему бы не принять это за истину и не радоваться, что он о тебе заботится?"
"Dear Diana, you have made my day!\! ...\| I have to tell you, he has opened my mind to who I truly am...","Дорогая Диана, мне так полегчало на душе!\! ...\| Признаться честно — общение с ним заставило меня многое понять о самой себе..."
And what's that?,Например?
"Surely you already know...\| I have never once heard Donar's voice speak back to me. But I have heard my dragons, in their own way.","Ты и так знаешь, наверное...\| Я ни разу не слышала в своей душе голос Донара. Зато я слышу, что хотят сказать мне драконы."
The comforts of our world are indeed more tangible than that which lies beyond our understanding. No need to hide from this realization.,"Да, в ними общаться несколько проще, чем в запредельным миром. Но каждому своё, и в этом нет ничего плохого."
There's more...\| it's Azuros. He has...\| actually begun to speak with me.\! He has started to call me Dragon-Speaker.,Только это ещё не всё...\| Просто Азурос теперь...\| Он теперь но-настоящему общается со мной.\! Даже называет меня Драконоречицей.
Come again?,Как это?
"He has lived many, many of our lifetimes. He knows our language. I think perhaps he knows all langauges...\! But he won't speak a word to anyone else. He has told me of other dragon monarchs.\! Kalytos the Red, Duros the Black, and Adorimetra the Gold, the true mother of all dragons. In his own words, that which created them is not so different from the power of the Nephilim...","Он живёт на свете уже много людских поколений. И наш язык он знает. Возможно, он знает вообще все языки мира...\! Но ни с кем другим, кроме меня, он больше не общается. Он рассказал мне, что есть и другие драконьи монархи.\! Калитос Красный, Дурос Чёрный и Адориметра Золотая, от которой произошли вообще все драконы. Он утверждает, что силы, участвовавшие в его создании, это те же силы, которыми наделены нефилимы..."
Go on...,Что ещё он рассказал?
"That's all, for now. He can only think about that one thing. He keeps mentioning them as though they are family. It gives him great distress...","Пока что только это. Он только о них и говорит. Причём говорит та, будто все они — одна большая семья. И он за них сильно переживает."
"Sister Abigayle, Azuros may hold knowledge otherwise unvailable to us. Perhaps even extinct from our world completely.","Сестра Абигейл, возможно, Азурос знает и другие вещи, которые для нас могут отказаться бесценными. Даже о том, чего уже не существует в нашем мире."
"He is still highly distrustful of humans. I need time to understand him better, dear Diana...","Он всё ещё не доверяет людям, Диана. Мне понадобится время, чтобы наладить с ним общение..."
"Of course. Donar be with you, Dragon-speaker.","Конечно. Да поможет тебе Донар, Драконоречица."
