ENGLISH,RUSSIAN
"So, you really mean it, don't you?","Ты хочешь сказать, что другого выбора нет?"
"Yeah....\| this is the way it's going to be. For a while, anyway.","Да...\| это единственный вариант. По крайней мере, пока что."
Oh...\| alright. If you say so...,Ну...\| ладно. Тебе виднее...
"Oh, Jules.\| King Kasim Jules Dargon.\| I know I needn't remind you... the people of Sayunaa need you!","Послушай, Джулс.\| Король Касим Джулс Даргон.\| Я скажу то, что ты и так прекрасно знаешь... ты нужен народу Саюна!"
...\| More than you do?,"...\| Сильнее, чем нужен тебе?"
"Jules, I...\| can't imagine going forward without you. I can't imagine the last two years had you not been there.","Джулс, я...\| Я даже не знаю, как теперь быть без тебя. Представить себе не могу, чем бы обернулись события прошлых двух лет, не будь тебя рядом."
We must deal with what's in front of us...,Но сейчас надо действовать по ситуации...
"I have an entire Kingdom now. All the wealth anyone could ever ask for. Willing servants, powerful allies...\| \n[8], it feels so empty.","У меня теперь цело королевстве. Невообразимое богатство. Целая армия прислуги, влиятельные союзники...\| Но я не вижу в этом никакого смысла, \n[8]."
"...You've got to find meaning in it all, Jules! No one else can do it for you, you are in the spotlight now!\! I know what you mean, the empty feeling. But, how about...\| one final order from me before you are officially discharged from the Nephilim Army. Would it help to think of it like that?","...Джулс, ты должен сама найти свой смысл! Никто не в состоянии тебе в этом помочь, теперь всё зависит только от тебя!\! Я знаю, каково тебе сейчас. Эта пустота внутри... а давай сделаем так...\| Пока ты ещё официально состоишь в армии нефилимов, я отдам тебе последний приказ. Тебе так будет проще?"
I'm listening...,Я слушаю...
"You've got to be strong! You have to find meaning for yourself, even if you must create it from thin air.\! You're a King now, and that will make you many enemies... don't let them get the best of you!\! It's time to put away your bow, and to wield your new role as your tool to reshape the world as you see fit.\! I will return to Sayunaa some day, and it had better be the gleaming land it's meant to be under the new King's glorious reign!","Ты должен быть сильным! Ты должен найти для себя смысл жизни, даже если придётся его выдумать.\! Ты теперь король, а значит, у тебя будет множество врагов... Но ты должен быть сильнее !\! Твой лук тебе больше не нужен, теперь твоё оружие — это власть. Используй её, чтобы менять мир по своему усмотрению.\! Когда-нибудь я ещё вернусь в Саюна, и ожидаю увидеть процветающее государство, которым правит всеми любимый правитель!"
"...\|I think I can handle that, \n[8].","...\|Я сделаю всё, что в моих силах, \n[8]."
"Heh, good! You are discharged with honor, King Jules.\! I won't forget you...","Ха, вот и отлично! Отныне ты уволен в отставку, король Джулс.\! Но ты навсегда останешься в моей памяти..."
