ENGLISH,Russian
"\c[1]Ezrum, fortress city in Western Sayunaa\c[0]","\c[1]Эзрум, город-крепость на западе Саюна\c[0]"
"Everyone is in place, right?",Все на месте?
"Yes.\! Even so, we are taking a great risk coming here.","Да.\! Тем не менее мы сильно рискуем, явившись сюда."
"Jules, Narima, I'm counting on you to coordinate the strike if needed.\! You know these lands better than anyone...","Джулс, Нарима, если понадобится, вам предстоит координировать войска.\! Вы эти земли знаете лучше кого бы то ни было..."
"We will be watching every moment, \n[8].\! Please, be careful.","Мы будем начеку, \n[8].\! Только ты, пожалуйста, осторожнее."
"Jules, please wait.","Джулс, подожди."
Yeah?,Чего?
"This is the homeland of our people.\! They will not look highly on you and I cooperating with Veridians.\! Please, do not put yourself in danger in this mission.","Это земли нашего с тобой народа.\! Им не понравится, если они увидят, что мы заодно с веридийцами.\! Прошу, будь осторожнее в ходе этой миссии."
"Wow, is it really that bad?","Ого, всё настолько серьёзно?"
"You will just have to trust me.\! Call me for assistance for any reason.\! Come, let us get into position.","Просто поверь мне.\! Если вдруг будут проблемы, сразу зови меня на помощь.\! Ну давай, идём на позиции."
