ENGLISH,Russian
I thought I smelled something.\! What do you want?,Опять эта невыносимая вонь.\! Ну что тебе нужно?
"I want only to win your heart, my future pirate queen.","Лишь завоевать твоё сердце, моя будущая пиратская королева."
"If I am your future pirate queen, at the first opportunity, I will slice your throat open and keep all the gold to myself.\! Yes, I agree to this.","Если стану твоей пиратской королевой, то при первой возможности перережу тебе горло, а золото твоё заберу себе.\! Такой вариант меня устроит."
"Ah, but then you would be deprived of the privilege to gaze upon my beautiful visage, my queen.","Но тогда ты будешь лишена возможности лицезреть мой прекрасный лик, моя королева."
"Well, too bad, because I would never associate with the likes of you!!","Ну и ладно. Потому что я никогда бы не связалась с таким, как ты!!!"
"Oh, sure you would.","О, я уверен в обратном."
Grrrrr....\| Why are you so....,Гр-р-р-р...\| Ну почему ты такой...
Handsome?,Красивый?
"So PERSISTANT!!\! I cannot believe you kept trying for so long!\! Do you even realize how much I insulted you?\! Your smell, your lifestyle, your personality, everything!\! Yet, you persist!! No man has lasted so long through my verbal abuse.\! You are one remarkable man.","Такой НАСТЫРНЫЙ!\! Я поверить не могу, что ты до сих пор от меня не отстал!\! Ты хоть считал, сколько раз я тебя оскорбила?\! Твой запах, образ жизни, характер, всё что угодно!\! А ты всё упорствуешь!!! Ни один мужчина не выдерживал моих ругательств так долго.\! Пожалуй, ты действительно уникален."
"Whoa, whoa there.\! I feel like we just met.\! Let's slow down - how's about you and I share a drink before we set off next?","Не так быстро, охлади пыл.\! Мы как будто только познакомились.\! Давай-ка не будем спешить и для начала пропустим по стаканчику, а потом уже двинемся дальше."
"One drink.\! But that is it! And I am watching you like a hawk, no funny business!","Только по одному.\! И на этом всё! И я буду постоянно за тобой следить, так что без глупостей!"
"Come now, m'lady, I'll be a perfect gentleman.\! After you...","Бросьте, миледи, я же всё-таки джентльмен.\! Только после вас..."
