ENGLISH,Russian
"\c[1]Casamir enjoys great popular support by making grand promises to the public, to progress the country beyond the shackles of the nobility, and to spread their ill-gotten wealth.\! Now able to link the Donari Temple to the Empress's murder, he had all the justification he needed to carry out his vengeance on the Temple.","\c[1]Казамир снискал народную поддержку, давая публике громкие обещания. Он заявил, что вырвет государство из когтей вельмож и справедливо разделит их нажитое нечестным путём богатство.\! Имея возможность обвинить в убийстве императрицы Храм Донари, он теперь мог спокойно устроить большой карательный поход."
\c[1]With help from Duke Lothair and the Army of Isanter...,\c[1]При помощи герцога Лотэра и армии Изантера...
\c[1]...And the defection by Imperial General Lysander...,\c[1]...и в результате дезертирства имперского генерала Лисандера...
\c[1]...The attack on Lemelin failed in a humiliating defeat.,\c[1]...нападение Казамира на Лемелин с треском провалилось.
"\c[1]Duke Terenor of Rimorgue. He has not taken the Empress's murder lightly.\! After weeks of persuasion by Prime Minister Casamir, Terenor reluctantly agrees that the time to take action against Lothair and the Temple is now.\! Terenor marches his army into Lothair's territory, marking the beginning of the Veridian Civil War...","\c[1]Герцог Теренор из Риморга не забыл убийства императрицы.\! Долгие недели премьер-министр Казамир нашёптывал ему на ухо свою ложь, и в итоге Теренор признал, что пришло время выступить против сил Лотэра и Храма.\! Теренор направляет свои силы на земле Лотэра. Так начинается Веридийская гражданская война..."
"\c[1]The West, which includes the Duchy of Isanter and the Donari Temple...",\c[1]Запад в лице герцогства Изантера и Храма Донари...
"\c[1]Against the East, comprised of the Duchy of Rimorgue, and the Imperial government.",\c[1]Против Востока — герцогства Риморг и сил Империи.
"\c[1]Terenor's much more powerful army takes the offensive, and seizes the Isanter city of Trucea.\! They now prepare for an assault on Isanter's capital city.","\c[1]Силы Теренора превосходят противника, и он без особого труда берёт город Труция, что в Изантере.\! Теперь они готовятся напасть на столичный город герцогства."
"\c[1]If Isanter were to fall, the Temple would be next.\! And with its collapse, Casamir may become unstoppable.","\c[1]Если Изантер падёт, защищать Храм будет уже некому.\! А если не станет и Храма, Казамира уже никто не остановит."
"\c[1]Diana and \n[8] prepare for war, and set out to stop the city of Isanter from falling into enemy hands.",\c[1]Диана и \n[8] готовятся к войне и стремятся помешать врагу захватить Изантер.
