ENGLISH,RUSSIAN
\c[1]Helios Lab Director's Report - 982.01.09\! Aetherite clusters stable. Energy transfer complete with negligible loss. Subject 16(B)'s life signs stable. We consider the infusion to be in a satisfactory state. Propagation of Archetype C successful.\! The Grandmaster has requested 16(B) to undergo active acclamation phase.,"\c[1]«Отчёт главы лаборатории ""Гелиос"" за номером 982.01.09\! Сгустки эфирита удалось стабилизировать. Передача энергии осуществляется с минимальными потерями. У субъекта 16(B) стабильные жизненные показатели. Инфузия прошла успешно. Внедрение Архетипа А выполнено.\! Магистр приказал отправить 16(B) на проверку и утверждение»."
"Huzzah! The experiment was a success! Well, of course, we already knew that. But how fascinating to follow the process.\! I must ask the Grandmaster what became of this ""Helios"" project...","Ура! Эксперимент удался! Хотя мы это и так уже знали. Но сам процесс, наверное, был завораживающим.\! Надо бы спросить у магистра, что потом стало с проектом «Гелиос»..."
"Quiet, bird-brain. That wasn't the final journal entry.\! Look, there's one... page here with no label.","Умолкни, бестолочь. Это ещё не всё, в журнале есть другие записи.\! Вот, например... Тут почему-то нет заголовка."
...Oh?!,...Как так?!
"\c[1]I lament having to use these accursed devices. These aberrant extentions of Donar's tinge of conceit.\! The Helios director recommended exterminating Subject 16(B). The crown jewel of the considerable resources I have sacrificed.\! ""Unforeseen psychological trauma. Subject cannot be acclamated, trained, or controlled. Risk tolerance far exceeded.""\! Even my most devoted followers... still only human. Lacking entirely in the capacity to confer and convey the artistry of my covenant.\! No, 16(B) will not be exterminated. Recommend to myself - exterminate the Helios program entirely. Recommendation accepted, I believe is how they would organize this log.\! B...\| don't listen to these peons. We are going to do great things together.","\c[1]«Мне претит, что вообще пришлось использовать эти проклятые устройства. Эти порочные порождения высокомерных слуг Донара.\! Директор проекта ""Гелиос"" приказал уничтожить субъект 16(B). Кульминацию всех моих трудов и потраченных ресурсов!\! ""Непредвиденные психологические отклонения. Субъект проверку не прошёл. Обучению и контролю не поддаётся. Риск слишком велик"".\! Даже самые мои преданные последователи... всего лишь люди. Не способны увидеть всё величие моих мудрых замыслов.\! Нет, я не стану уничтожать 16(B)! Рекомендую закрыть программу ""Гелиос"". Рекомендация принята. Вроде бы так у них принято записи вести.\! Б...\| не слушай этих болванов. Нас с тобой ждут великие дела»."
M-Miss Beatrix...,М-мисс Беатрикс...
They wanted to get rid of me.,Они хотели избавиться от меня.
Surely there is some mistake!,Наверняка это какое-то недоразумение!
...And he saved my life.,...А он меня спас.
"Well, Jebediah, I hope this has been educational for you.\! Your Grandmaster is actually a colossal fool!","Надеюсь, что вы вынесешь из этого урок, Джебедайя.\! Твой магистр — невежда и профан!"
"N-now, you take that back! The Grandmaster's wisdom exceeds comprehension! You couldn't possibly-","Н-не говори так о нём! Мудрость магистра даже понять в полной мере невозможно! Ты же не думаешь, что..."
"Couldn't I?\! Hah, you heard these little worms. ""Psychological trauma, can't be accalamated."" It was so bad, they were prepared to lose my godlike power just to avert the risk of unleashing my insanity! Ha!","А что тут думать?\! Вот, слова этих слизняков чёрным по белому написаны. «Психологические отклонения. Субъект проверку не прошёл». Настолько всё было плохо, что они были готовы избавиться от моей божественной силы, лишь бы избежать риска, что я в безумном припадке всех уничтожу! Ха!"
Well. Subject 16(B) lives on. And all of Tahnra will feel the consequences.,Но вот она я. Субъект 16(B) — жива и здорова. И теперь всей Танре придётся пожинать последствия.
W-What are you going to do?!,Ч-что ты собираешься сделать?!
"Oh, Jeb. You're going to have to live in excrutiating suspense for the rest of your days.\! Tell you what, you'd best hedge your bets and continue to worship me, just in case.","Джеб, дорогуша. Тебе придётся жить в муках незнания.\! Но я бы рекомендовала уже сейчас начать поклоняться мне, чтобы потом не привыкать."
I-I have made a terrible mistake...,К-какую же ошибку я совершил...
