ENGLISH,RUSSIAN
"Hey there, Sybil was it?\! \n[8] says you're good people so you're alright with me.\! Good fightin' out there.","Привет, Сибил, верно?\! \n[8] хорошо о тебе отзывается, так что рад, что ты с нами.\! Кстати, ты неплохо сражалась."
"Thanks! Hey, right back at you Mr. Barnabas.\! Pretty good for an old farmer type.","Спасибо! Могу сказать то же самое о вас, мистер Барнабас.\! Довольно неплохо для старого фермера."
"That's Master Sergeant Barnabas to you, lady!","Для вас я мастер-сержант, леди!"
"Yeah, whatever.\! Hey just let me know if you need to take a rest, I am a healer, ya know!","Ага, как скажешь.\! Эй, если понадобится тебя осмотреть, то сразу обращайся, я ведь всё-таки целитель!"
What the-\! Sharp tongue on this one!,Что за?!..\! Острый у тебя язычок!
"Hey now, just giving you a hard time!\! Figured a military guy like yourself would be used to it!","Да я просто подкалываю!\! Думала, что вояки вроде тебя привыкли к такому!"
"Never was the type to go straight into the jokes.\! Gotta feel someone out a bit first!\! Ya know, wine 'n dine me before ya ask for a kiss, heh heh!","Просто никогда не начинал знакомство с шуток.\! Сначала предпочитал немного прощупать почву!\! Знаешь как говорят — перед поцелуями сперва угости меня вином и ужином, ха-ха."
"Um... ewww?\! Sorry Mr. Farmer, I'm keepin' my options open right now!","Эм... что?!\! Извини, мистер фермер, сейчас я никого не ищу!"
!!!\! What the-\! That ain't what I meant!,!!!\! Что за...\! Я не это имел в виду!
"Hahahaha! Too easy!\! Hey I like you.\! Let's stick together out there, eh?\! Seems I'm not the only one with something to learn!","Ха-ха-ха! Опять я тебя подловила!\! Эй, а ты мне нравишься.\! Давай на этом и остановимся, хорошо?\! Похоже, я не единственная, кому есть чему поучиться!"
"Sigh...\| You're gonna be trouble, I can tell.\! Glad you're on our side!","Эх...\| От тебя будут неприятности, это я могу точно сказать.\! Рад, что ты на нашей стороне!"
