ENGLISH,KOREAN
"\c[1]Casamir enjoys great popular support by making grand promises to the public, to progress the country beyond the shackles of the nobility, and to spread their ill-gotten wealth.\! Now able to link the Donari Temple to the Empress's murder, he had all the justification he needed to carry out his vengeance on the Temple.","\c[1]카사미르는 대중에게 거창한 약속을 한다. 귀족의 족쇄를 넘어 나라를 발전시키고, 그들의 부당한 부를 분배하겠노라고. 이를 통해 카사미르는 대중의 큰 지지를 받는다. \! 이제 도나리 교단을 여황의 살해와 연관시킬 수 있게 된 그는 교단에 대한 복수를 수행하는 데 필요한 모든 정당성을 가지고 있었다."
\c[1]With help from Duke Lothair and the Army of Isanter...,\c[1]로테어 공작과 이산테르 군대의 도움으로...
\c[1]...And the defection by Imperial General Lysander...,\c[1]...그리고 제국 장군 라이샌더의 귀순까지...
\c[1]...The attack on Lemelin failed in a humiliating defeat.,\c[1]...레멜린에 대한 공격은 제국군의 굴욕적인 패배로 종결되었다.
"\c[1]Duke Terenor of Rimorgue. He has not taken the Empress's murder lightly.\! After weeks of persuasion by Prime Minister Casamir, Terenor reluctantly agrees that the time to take action against Lothair and the Temple is now.\! Terenor marches his army into Lothair's territory, marking the beginning of the Veridian Civil War...",\c[1]리모르그 공작령의 테레노어 공작. 그는 여황의 살해를 가볍게 여기지 않았다. \! 몇 주간 이어진 카사미르 총리의 설득 끝에, 테레노어는 마지못해 로테어와 교단에 대해 조치를 취할 때가 되었다고 동의한다. \! 테레노어는 자신의 군대를 로테어의 영토로 진군시켜 베리디아 내전의 시작을 알린다..."
"\c[1]The West, which includes the Duchy of Isanter and the Donari Temple...",\c[1]서부군에는 이산테르 공작령과 도나리 교단이...
"\c[1]Against the East, comprised of the Duchy of Rimorgue, and the Imperial government.",\c[1]이에 대항하는 동부군은 리모르그 공작령과 제국 정부가 협력하게 되었다.
"\c[1]Terenor's much more powerful army takes the offensive, and seizes the Isanter city of Trucea.\! They now prepare for an assault on Isanter's capital city.","\c[1]테레노어의 훨씬 강력한 군대는 공세를 취하여, 이산테르의 도시인 트루세아를 점령한다. \! 이들은 이제 이산테르 공작령의 수도에 대한 공격을 준비한다."
"\c[1]If Isanter were to fall, the Temple would be next.\! And with its collapse, Casamir may become unstoppable.","\c[1]이산테르가 무너진다면, 다음은 교단이다. \! 그리고 그것의 붕괴와 함께, 카사미르는 멈출 수 없게 될 것이다."
"\c[1]Diana and \n[8] prepare for war, and set out to stop the city of Isanter from falling into enemy hands.","\c[1]다이애나와 \n[8]은(는) 전쟁을 준비하며, 이산테르 시가 적의 수중에 떨어지는 일을 막기 위해 출발한다."
