ENGLISH,KOREAN
Jaromir...?,야로미어...?
Right then. I shall return another time.,좋습니다. 다음에 다시 오지요.
"Jaromir, have I offended you?","야로미어, 혹시 제가 당신을 불편하게 했나요?"
"Would that you did, lady Ragavi...\| it would be a blessing.","만약에 그랬더라면, 라가비 님..\| 그것은 오히려 제가 바라던 바겠지요."
You...\| you wish not to see me?,당신...\| 당신은 절 보기 싫은 건가요?
Then I shall retire for the evening...,그렇다면 밤이 늦었으니 전 이만 돌아가겠습니다...
Wait...,잠시만...
I never told you. I...\| never felt it was necessary. But...,당신에게 한 번도 말 한적이 없소. 난... \| 그럴 필요가 없다고 생각했지. 하지만...
What is it?,뭐죠?
"Her long, raven black hair. Her smile, like the Emborian sunrise. Her manner, that of the most stately noble.\! She was to walk this life by my side.","그녀의 길고 새까만 머리카락. 그녀의 미소, 엠보어의 일출 같도다. 그녀의 품위는 가장 귀족답고. \! 그녀는 이 삶을 내 곁에서 함께할 예정이었네."
"Who is this, Sir Jaromir?","그게 누구죠, 야로미어 님?"
I fought with all the spirit I could summon. I travelled Tahnra in a bargain for a cure. But I could not save her from her sickness.,난 내가 쥐어짤 수 있는 모든 힘을 다해서 싸웠소. 난 치료법을 얻기 위해 온 탄라를 여행했지. 하지만 그녀를 병에서 구할 수 없었소.
By Donar. She must have been quite precious to you.\| I've not seen this side of you...,도나르여. 그녀는 꽤 소중한 사람이었나보군요. \| 당신의 이런 면모는 본 적이 없어요...
It has been far too many years. I am a fool for holding onto these thoughts. For letting them guide my heart now...,아주 예전 일이었소. 이런 생각에 오래 바보처럼 매달리고 있었지. 그것들이 이제와 내 마음을 이끌도록 둔 게...
A fool? How could you speak of yourself so? You lost someone close to your heart...,바보? 당신 자신에게 어떻게 그렇게 말할 수 있는거죠? 당신의 마음에 그렇게 가까웠던 사람을 잃었는데...
"No, not for that reason...","아니, 그런 이유로는 아니오..."
"""Long, black hair...""\! ...\| Sir Jaromir...","“긴, 검은 머리...”\! ... \| 야로미어 님..."
"Now, you see. You see why I am a fool.\! How can a man fall prey to the past...","이제, 알겠지요. 왜 내가 바보라고 하는 건지. \! 어떻게 사람이 과거의 먹이가 될 수 있는지..."
"It's alright. Please, do not judge yourself so harshly. It has been an honor to fight by your side, for your life, and now for mine. And... to know you.\! I do not see a man ruled by his past. I see a heart... open and eager.","괜찮아요. 제발, 자신을 그렇게 가혹하게 판단하지 마요. 당신 곁에서, 당신의 목숨을 위해, 그리고 이제 제 목숨을 위해 싸운 건 명예였습니다. 그리고... 당신을 알게 된 것도요. \! 자신의 과거에 사로잡힌 남자는 내 눈에 보이지 않네요. 내 눈에는...열려 있고 열렬한 마음이 보일뿐."
This is what you see? Then...,그것이 당신이 보는 거요? 그렇다면...
"Don't be afraid, Jaromir. Tell me what it is you want now...","두려워 마세요, 야로미어. 이제 뭘 원하는지 말해주세요..."
All this feels as though Donar has shaped our fates. How unlikely it is... yet how inevitable.\! Ragavi... let us seize upon this gift from the heavens... if you would.,이 모든 게 도나르께서 우리 운명을 결정짓는 것처럼 느껴지오. 얼마나 그럴듯하지 않으면서도... 불가피한지.\! 라가비...하늘이 주신 선물을 즐기죠...당신도 원한다면.
"I would. Thank you for returning to my life, Sir Jaromir...","그럴게요. 내 삶에 돌아와줘서 감사해요, 야로미어 님..."
