ENGLISH,KOREAN
Chapter 27: Return to the Origin,제 27장: 근원으로의 회귀
"Your excellency, the Nephilim Army has reached the capital!\! What are we to do?","폐하, 네필림 군대가 수도에 도달했습니다! \! 어찌하시겠습니까?"
What in blazes do you mean?\! Go out and fight them!\! You are wasting time!,도대체 무슨 뜻이냐? \! 나가서 놈들과 싸워야지! \! 왜 시간 낭비인 게야!
"My Emperor, we have already swept all of Armitage for conscripts.\! There's nothing left. We no longer have the strength to fight back.\! Only a handful of exhausted veterans from past battles...","폐하, 저희는 이미 아미티지 전역에서 징집병을 모집했습니다. \! 남은 것이 아무 것도 없습니다. 저들과 대항할 힘이 이제 없습니다. \! 지난 여러 전투로 탈진한 노병들이 몇 명 있을 뿐입니다..."
"Then the veterans should gather whoever they can, man the walls, and repel the Orphan's pathetic army!\! Do I have to do everything myself or can you manage this?!","그렇다면 그 노병들은 당연히 아직 싸울 수 있는 이들을 모으고, 성벽을 채워 저 고아놈의 한심한 군대를 물리쳐야 하지 않겠느냐! \! 꼭 이 내가 모든 일을 일일이 직접 관리해야 하느냐?! 네놈이 당연히 해야할 일이거늘?!"
"Y-yes, your excellency...","예-예, 폐하..."
"Most of their army...\| skinny youths, or old men...",저들의 군대는 대부분...\| 깡마른 애들이나 노인들이야...
"That's just whatever scraps Casamir still has left... they should be ripe for surrender.\! But the Zanatus cultists will also be here with powerful and merciless warriors.\! Regarding the demoralized remnants of the Imperial Army...\| Casamir would sacrifice their lives just to stave off the inevitable for a few moments.\! I think you know what to do, \n[8].","카사미르가 긁어모은 찌꺼기들이지... 저들은 항복할 준비가 되어 있을 거야. \! 하지만 강력하고 무자비한 전사들로 채워진 자나투스 광신도들 또한 저들 사이에 섞여 있을꺼야. \! 사기가 떨어진 제국군 잔당들은... \| 카사미르가 그들의 생명을 내던져 피할 수 없는 결말을 조금이라도 늦춰보겠다는 거지.\! 어떻게 해야 하는지는 알고 있을 거야, \n[8]."
"""An army of lambs can become lions at a moment's notice""...\! Do you see that balcony, atop the Imperial Palace?\! That's where they watched me executed in cold blood, and where they cheered and celebrated it...\! these people would have me thrown to the dogs.","“양들의 군대는 한 순간에 사자로 변모할 수 있다”... \! 황궁 꼭대기의 저 발코니가 보이나? \! 바로 저기서 저 치들이 내가 냉혹하게 처형되는 걸 지켜보며 환호하고 축하했지...\! 이 사람들은 나를 들개무리에게 기꺼이 던져줬겠지."
"No...\| you bend the knee to Casamir, your life is forfeit!!!",안 될 말이야...\| 카사미르에게 무릎을 꿇었다면, 이미 네 목숨은 네 것이 아니다!!!
Uhhhh..... \n[8]?\! What's goin' on?!,어어....... \n[8]? \! 이게 무슨?!
By Donar...,도나르여...
"We have been in an impossible situation! Facing death at the hands of the culists for dessertion, or against you in combat!\! We thank you for showing mercy...\| please accept this on the behalf of the people of Armitage.","우린 선택을 할 수 없는 상황에 놓여있었습니다! 탈영하여 광신도들의 손에 죽음을 당하거나, 전투에서 당신들을 상대해야 했었죠! \! 자비를 베풀어주셔서 감사합니다...\| 아미티지의 사람들을 대신하여 이걸 받아 주세요."
