ENGLISH,KOREAN
"Why, look at this.\! The Messiah crosses my path once again.\! You've been doing that a lot lately, young man.","어머, 신기하네. \! 우리 구세주를 또 보게 되네. \! 요즘 자주 그러는거 알지, 자기?"
Errr... I have??,어어... 내가 그랬던가??
"Oh, yes indeed.\! And believe me, I am quite flattered.","아, 그렇다니깐. \! 그래서 기분이 꽤 좋아졌거든."
What the...\| What do you mean?\! I mean I'm certainly impressed by your...,대체 무슨... \| 무슨 뜻이지? \! 물론 꽤 감탄하기는 했는데 네...
"Ha, by my what, hmmmm?\! Surely it is my fantastic magical aptitude, no?\! Or is it my lust for battle, or is it...\| both of these?","하, 내 뭐, 흐으음? \! 물론 내 환상적인 마법 능력을 말하는 거겠지, 아니야? \! 아니면 전투에 대한 내 욕망, 아니면...\| 둘 다인가?"
"*GULP*\| I... uh...\! Yes.\! And yes... I mean, no!!!\! Beatrix, what are you doing???","*꿀꺽*\| 난... 어... \! 그래. \! 그래 맞아... 아니지 내가 무슨 소리를, 아니야!!!\! 베아트릭스, 대체 뭐 하는 거야???"
"You know very well what I...\| what we're doing.\! I see you prowling about in the distance.\! That analytical little mind whizzing away in a whirlwind of thoughts.\! Who is this unusual dame?\! And just HOW to tame her??\! Is she siren, or succubus? The mystery must be tantalizing...","내가 뭘 하는지 잘 알잖아... \| 우리가 뭘 하는지. \! 네가 저 멀리서 어슬렁거리는게 눈에 띈다니까. \! 그 분석적인 작은 마음이 생각의 소용돌이에서 휙휙 날아다니지. \! 이 특이한 여자는 대체 누구지? \! 그리고 대체 어떻게 길들일 수 있을까?? \! 사이렌일까, 서큐버스일까? 수수께끼 때문에 감질이 나겠지..."
"Don't worry, just follow my lead on this little dance.\! You see, \n[8], I have prowled you just the same.\! You have grown powerful, and famed, and to that, I am irresistably compelled.\! For it is power that moves me, and thrills me... I feel the quiver of its compulsion in my bones, and so too do you, \n[8]... when you lay eyes on me.\! Don't you, mmm?","걱정 마, 내가 이끄는 대로 이 춤을 추기만 하면 돼. \! 있지, \n[8], 나도 똑같이 널 찾아다녔어. \! 넌 강력해졌고, 유명해졌고, 그래서 난 저항할 수 없이 이끌렸지. \! 나를 움직이고 전율시키는 건 힘이니까.. 난 뼈 속까지 충동의 떨림을 느껴, 너도 그렇지, \n[8]... 날 바라볼 때마다.\! 아니야? 음?"
"You give me little choice, Beatrix.","선택의 여지를 주지 않네, 베아트릭스."
"Do not worry, I can see it in your eyes.\! But it would do me a world of good to hear you say the words, my good \n[8].","걱정 마, 네 눈에서 볼 수 있으니까. \! 하지만 네가 직접 말로 표현해 준다면 더 이상 좋을 수 없겠어, 내 착한 \n[8]."
"Not gonna let this go, are you?\! Yeah. I can't stop thinking about you, and I can't get my eyes off you.\! What sane man could?\! Believe me, I have tried...","그냥 보내주진 않을것 같네, 그렇지? \! 그래. 네 생각을 멈출 수가 없어, 눈을 뗄 수도 없고. \! 멀쩡한 정신을 가진 남자가 어떻게 그럴 수 있겠어? \! 믿어줘, 노력도 해 봤는데..."
"Oh, come now, there is no reason to resist.\! You are in for the ride of your life.\! I can show you things and experiences you did not imagine possible.\! Come here, \n[8], and I will give you a new sense of purpose that you so desire.","오, 이리 와, 저항할 필요는 없어. \! 네 인생인데 즐겨야지. \! 네가 감히 가능하리라 상상도 못했던 것들과 경험을 네게 보여줄게. \! 이리 와, \n[8], 네가 그리도 욕망하는 새로운 목적의 감각을 네게 줄테니."
