ENGLISH,KOREAN
"Damn you, Antares. All these men had to die just to fulfill your delusions. Good men... wasted.","젠장, 안타레스. 이 사람들은 모두 당신의 망상을 채우기 위해 죽어야 했어. 좋은 사람들이...헛되이."
Empress Florina... Hang tight! It's almost over!,플로리나 여황님... 조금만 더 기다려 주십시오! 거의 끝났습니다!
Florina...\| I have failed.,플로리나... \| 난 실패했어.
General... just let it end now...\| Turn yourself in to these people... There's no more reason to fight...,장군... 이제 그만 끝내요... \| 이 사람들한테 투항하세요...더 이상 싸울 이유가 없습니다...
"I will die this day, Imperials. But I will live on in the hearts of those who have been betrayed, who walk this life a stranger in their own lands.","나는 오늘 이날 죽겠지, 제국군이여. 하지만, 나는 그들 자신의 땅에서 이방인의 삶을 살고 있는, 배신 당한 이들의 마음 속에 계속해서 살아갈 것이다."
"You, Imperials, have forgotten us. Those who bled for you, and those who now toil for you. But the people are beginning to see!\! And when you have finally pushed too hard, and plunged my homeland into chaos, those who survive will remember you as traitors.","너희 제국군은 우리를 잊었다. 너희를 위해 피 흘린 이들, 그리고 아직은 너희를 위해 일하는 이들을. 하지만 사람들은 이제 보기 시작했다. \! 그리고 너희들이 마침내 선을 넘고, 내 조국을 혼란에 빠뜨리고 나면, 살아남은 이들은 너희를 배신자로 기억할 것이다."
What are you doing?!\! .....NO!!!!,무슨 짓이에요?!\! .....안 돼!!!!
"Holy Donar, take me...","신성한 도나르여, 저를 데려가소서..."
All this... for what...,이 모든 게...대체 뭘 위해...
He admitted defeat and died with honor. It is the only way an old warrior like him could go.,그는 패배를 인정하고 영예롭게 죽었다. 그와 같은 나이든 전사가 택할 수 있는 유일한 길이지.
"No, this is different. There is a chill in my bones.","아니, 이건 뭔가 달라. 등골에 한기가 흐르는데."
All this sentiment over a relic of the past? It escapes me...,고작 과거의 유물을 두고 이런 감정이 든다니? 이상한 일이야...
Zelos...\| What's going on...,젤로스... \| 뭐가 어떻게 되가고 있는...
"Stay calm, \n[8]...","침착해, \n[8]..."
"\n[8], Zelos. I must congratulate you on your victory. Your key role in dispatching of the rebel Antares is noted, and for that you have earned our gratitude.","\n[8], 젤로스. 귀관들의 승리를 축하하오. 반란군 안타레스를 처리하는 데 그대들이 핵심 역할을 한 것은 기록되었고, 그것에 대하여 정부의 감사를 전하오."
"That gratitude will serve you well in what's coming for you. On the behalf of the Empire of Veridia, you are hereby guilty of high treason and conspiracy to murder the Empress.\! Yes, we've heard of your plans for treachery, \n[8], and so too will all the world.","그 감사는 앞으로 자네에게 다가올 일들에 도움이 될 터. 베리디아 제국을 대신하여, 반역죄와 여황 시해 음모를 꾸민 죄를 물어 네게 유죄를 선고한다. \! 그래, 우린 네 배신 계획을 들었다, \n[8], 그리고 이제 온 세상도 모두 알게 될 거다."
That's not at all what...,그건 사실과 전혀...
...Is this some kind of joke?!,...이거 무슨 재미없는 농담인가?!
"Troops, you may fire when ready. Numbing poison, they are to be kept alive.","병사들, 준비되면 발포해도 좋다. 마취약으로, 저들의 숨은 아직 붙어있어야 해."
"AAUUGGHH!! \n[8]!! What have you traitors done?! Face me, you cowards! Come to meet your deaths!","아아아악!! \n[8]!! 너희 반역자들, 무슨 짓을 한 거냐?! 날 상대해라, 이 겁쟁이들아! 이리 와서 죽음을 맞이해라!"
"Imbeciles... we discussed this! Don't cross blades with that one - shoot him, now!!","한심한 것들... 사전에 논의한대로 움직이도록! 저 자와 검으로 맞서선 안돼 - 쏴, 당장!!"
Ugghhh....\|\| Is that all you've got?!,크어억.... \|\| 그게 전부냐?!
Casamir...\| W-What's going on?,카사미르... \| 무-무슨 일이죠...
"My Empress... it is a relief we were able to uncover \n[8]'s plot. Rest assured, the traitors will be dealt with. ...Is something else the matter?","폐하... 저희가 \n[8]의 계략을 알아내어 다행입니다. 걱정 마십시오, 반역자는 처단될 것입니다. ...다른 문제가 있는지요?"
"...but, why would...","...하지만, 도대체 왜..."
"It shocked me as well. But a head of state naturally has many enemies, it is the way of politics in this age.\! Now then, let us return to the capital and put all this nonsense behind us, hmm? After you.","저도 충격을 받았습니다. 하지만 국가의 수장이라면 응당 적이 많은 법, 이 시대의 정치란 그렇지요. \! 이제, 수도로 돌아가서 이 말도 안되는 일은 다 잊으시는건 어떨까요, 흠? 먼저 가시지요."
A-Alright....,아-알았어요...
"Florina, assigned as a child the privilege to sit on the Imperial throne...\| because of a blood relation that barely qualifies as legitimate.\! The high seat above all the world. Does someone like you even appreciate the power that it emanates?\! Some day, this land will have a leader that gives it the reverence it deserves...\! As you breathe your dying breaths, take solace in knowing I will take great care of all the people of this land.","플로리나, 너는 어린 시절 황위에 오를 특권을 부여 받았지... \|거의 적법하다 하기 어려운 혈연관계로 말이야. \! 온 세상에서 가장 높은 자리. 너 따위가 그 자리가 내뿜는 힘을 감히 제대로 알기라도 할까? \! 언젠가, 이 나라가 받아 마땅한 존경심을 가진 지도자가 생기게 될 거다...\! 네가 마지막 숨을 내쉴 때, 내가 이 땅의 모든 사람을 제대로 돌볼 거라는 걸 위안으로 삼도록."
