ENGLISH,KOREAN
"Um... hello, Sister Great Paladin.\! I'm Diana. I mean, Sybil, Sybil!","어... 안녕하세요, 큰 성기사 자매님. \! 전 다이애나에요. 아니, 시빌, 시빌이요!"
"Hello, Sybil. I do remember you!","안녕하세요, 시빌. 기억해요!"
"Well, what do you think?\! I've become a war priestess for Veridia!\! That is, until Barnabas and Jules dragged me out here...","그래서, 어떻게 생각하세요? \! 전 베리디아의 전투 여사제가 되었어요! \! 그러니까, 바나바스와 줄스가 여기로 절 끌어낼 때까지는요..."
That is honorable. You should be proud.,영예로운 일이군요. 자부심을 가지세요.
...W-wait! Are you busy or something?,...자-잠깐! 혹시 지금 바쁘세요?
"...\| No, I suppose not...","... \| 아니오. 바쁘지는 않네요..."
"It's just that...\| I know you give the final word on all Sisterhood of Justice hopefuls, and...","그게 그러니까... \| 누가 정의의 자매회가 될 수 있는지를 결정하시는게 다이애나 인걸 알아요, 그래서..."
"It was difficult with you, Sybil.","당신의 경우는 힘들었지요, 시빌."
W-whaddya mean?,무-무슨 뜻이죠?
"This land needs hearts such as yours, willing to sacrifice to root out the evil that surrounds us all on fronts.","이 땅은, 우리 모두를 둘러싸고 있는 악을 뿌리뽑기 위해 기꺼이 희생하는, 당신과 같은 마음가짐이 필요합니다."
"But in the end, the Donari Temple must remain steadfast in its ancient traditions.\! If we make sacrifices against the future, we will have lost our divine precedent for survival.\! And to that end, the Paladin leadership values a certain solemn dignity as a core tenet of our sacred order.\! One cannot want this life. One should be, in a way, reluctant to wield the power that comes with joining the Sisterhood of Justice.\! I'm very sorry, Sybil, I know it can be harsh news to bear.","하지만 결국에는, 도나리 교단은 고대의 전통을 확고히 유지해야 해요. \! 우리가 미래에 맞서서 전통을 희생 한다면, 이는 교단의 생존을 위한 신성한 선례를 잃게 됨을 의미해요. \! 그리고 이런 논리로, 성기사단 지도부가 우리 자매회의 핵심 신조로 엄숙한 존엄성을 강조하는 거에요. \! 누구도 이 삶을 원할 수는 없어요. 정의의 자매회에 들고자 하는 이는, 말하자면 그에게 주어질 권력을 휘두르는 것을 꺼려야 해요. \! 정말 미안해요, 시빌, 이런 말은 견디기 힘들거라는 걸 알아요."
"Ugh, so I just want it too much. That's always the case.\! What am I supposed to do, just fake it or something?","윽, 그래니까 제가 너무 과하게 원한다는 거군요. 늘 그런 것 같아요. \! 전 이제 어떡하죠, 자제하는 척이라도 해야 하나요?"
"It will come with time.\! Donar willing, your heart will find peace.\! It must... I dread the thought of growing old while bearing the burden of restlessness and regret.","언젠가 때가 올 거에요. \! 도나르께서 기꺼워하신다면, 당신의 마음도 평화를 찾겠지요. \! 그래야 해요... 내가 불안과 후회의 짐을 계속 짊어지고 늙어간다고 생각하면 끔찍한걸요."
"Yeah right, like that'll ever happen...\! Not even you notice me...","에이 말도 안돼요, 그런 일이 일어날리가 없잖아요... \! 당신조차 나를 알아채지 못하는데..."
"What, pray tell has left you with such sorrow?","부디 말해주세요, 무엇이 당신에게 그런 큰 슬픔을 남겼나요?"
"You had parents, right?\! Not me.\! But who cares about Sybil when there's a million other orphans to worry about...","부모님이 계셨죠, 그렇죠? \! 전 아니에요. \! 하지만 걱정해야 할 고아들이 무수히 많은데 그 누가 시빌에게 신경을 쓰겠어요..."
I was indeed blessed to be around my father for much of my childhood... exceedingly harsh as he was.,어린 시절 대부분을 아버지 곁에서 보낸 것은 분명 축복이었죠...지나치게 가혹한 분이시긴 했지만요.
"Yeah, but at least you had someone to tell you if you're doing a good job or not...","그래요, 하지만 적어도 당신은 잘하고 있는지 아닌지 말해줄 분이 있었잖아요..."
"You are leading a good life, Sybil... \|but it must not come from...","당신은 좋은 인생을 살고 있어요, 시빌...\|하지만 그건 다른 이가..."
"Yeah, I KNOW, I've heard it a million times, it can't come from someone else saying it!\! But I don't care... you can do that because you were taught to just be fine as who you are!\! And I wasn't! Just... be fine with that, okay?!","그래요, 나도 알아요, 백만 번은 들었을 거에요, 다른 사람이 말해 준다고 그렇게 되는 건 아니에요! \! 하지만 무슨 상관이람... 당신은 있는 그대로도 좋다는 걸 배웠기 때문에 그럴 수 있는 거에요! \! 난 아니었어요! 그냥...그런걸로 해주세요, 알겠어요?!"
"...Of course. Forgive my shallow words, Sybil.","...물론이죠. 내 섣부른 말을 용서하세요, 시빌."
"It's just me being stupid... again...\| Just forget the last few minutes, please, Sister Diana?","아니에요, 이번에도... 그냥 제가 바보짓 한거에요...\| 마지막 몇 마디는 그냥 잊어주세요, 그래 주시겠어요 다이애나 자매님?"
Consider it forgotten. Donar watch over you.,벌써 잊었어요. 도나르께서 지켜주시길.
Thank you...,고마워요...
