ENGLISH,KOREAN
"Oh, look. It seems someone forgot to clean up the scum here.\! Pah, what happened to service?!","오, 여기 봐라. 여기 쓰레기를 누가 깜빡하고 안 치운 것 같네. \! 하, 서비스가 뭐 이래?!"
"Hello. Come to say your piece, have you?","안녕. 너도 한 마디 하러 왔구나, 그렇지?"
"Feeling beat up already, mmm? That just makes me want to crush your spirit even more.","벌써 패배감을 느끼는거야, 응? 그래봐야 난 네 기분을 한 층 더 망쳐주고 싶을 뿐인데 이를 어쩐다."
"You may be disappointed, Beatrix. I am quite at peace.\! One should follow their convictions, even in the face of certain defeat, lest they fall into crushing obscurity.","실망할지도 모르겠지만, 베아트릭스. 내 감정은 썩 평화로운걸. \! 참혹한 어둠에 침잠하지 않도록, 비록 패배가 확실하더라도 사람은 자신의 신념을 따라야 해."
Blah blah blah...\| Peace?! You would be in pieces if \n[8] was not around to protect you from me!,어쩌구 저쩌구... \| 평화?! \n[8]이(가) 나한테서 널 지켜주지 않았더라면 넌 벌써 조각나 있을 거야!
"Yes, of that I'm sure. And for that, I am grateful.\! One should never hope to find themselves on your bad side.\! Well... if there ever were to be a modicum of rhyme or reason to your...\| child-like whimsy.","그래, 그건 나도 확신해. 그리고, 그래서 고마워. \! 그 누구도 네 심기를 거스르고 싶어하지는 않지. \! 음...운이나 이성이 아주 조금만이라도 있었다면 좋았을 텐데...\| 네 어린애 같은 변덕에 말이야."
"What the...?!\! What child-like whimsy?! I assure you, my victims are ordained by Donar! Do you see? Donar's power crackles from my fingertips. My divine precident is unquestionable!\! Take that back, little man!","너 방금...?! \! 어린애 같은 변덕?! 똑바로 들어, 내 희생자들은 도나르가 규정지었다고! 알겠어? 도나르의 힘이 내 손끝에서 타올라. 내 신성한 섭리에는 의심의 여지가 없어! \! 그 말 취소해, 이 땅딸보야!"
Heh heh...\| So you've become an acolyte of the Temple now?\| There's that child-like whimsy on full display.\! You really are hopeless.,헤헤... \| 그래 이제는 교단의 신봉자가 된 건가? \| 그거야말로 어린애 같은 변덕의 끝판왕이군. \! 넌 정말 어쩔 도리가 없어.
"My my, Lysander...\| what happened? Did you become a big boy overnight? I must say, this new-found persona of yours...\| impresses me.","이런 이런, 라이샌더... \| 무슨 일이 일어난 거야? 하룻밤 새에 갑자기 다 큰 어른이 되셨나? 난 말이지, 네 새로운 정체성이...\| 꽤 인상적인걸."
"Oh, wonderful.","오, 맙소사."
