ENGLISH,KOREAN
Hey Abigayle! Are you glad to be back in Lemelin?,이봐 아비게일! 레멜린으로 돌아와서 기뻐?
"Yes... but I must admit, I prefer the cold, and the snow, of Granheim Abbey. There is a certain magic to it that I cannot explain!","그래요... 하지만 고백하자면, 저는 추위와, 눈이 오던 그랜하임 사원이 더 좋아요. 거기에는 무언가 설명할 수 없는 어떤 마법같은 것이 있거든요!"
Interesting. Aren't you from the hottest country in Tahnra?,흥미롭네. 넌 탄라의 가장 더운 나라 출신 아니야?
"I have no memory of my place of birth. To be honest, it is just another part of my life that sets me apart from most Sayunaari.\! I am a Priestess of the Sisterhood of Mercy... the Temple is my calling, and my home.\! My brother sorely wants to visit Sayunaa with me, but then again...","저는 제가 태어난 곳에 대한 기억은 없어요. 솔직히 말하자면, 제 삶의 또 다른 부분이 대부분의 사유나인과 저를 갈라놓거든요. \! 전 자비의 자매회 여사제에요... 교단은 제 소명이고, 제 집이죠.\! 제 오라버니는 저와 함께 사유나를 꼭 방문해 보고 싶어하지만, 그래도..."
...He pretty much wants to do anything and is thrilled about the idea.,...걔는 뭐든 다 해 보고 싶어하고 어떤 생각이든 신나 하지.
Ha ha ha... yes! Exactly!,하하하... 맞아요! 바로 그거에요!
"So... you're supposed to be assigned to a Paladin, right? How's that goin'?","그럼... 넌 성기사를 수행하게 되었는데, 맞지? 그건 어떻게 돼 가?"
"It does not happen at any given time... sometimes it does not happen at all.\! You see, the Sisterhood of Justice is far smaller in number than my holy order.\! And eligible female Paladins number even fewer.\! I do not hold the same aspiration to be Bonded as Sister Edelia is, but it must be such an honor to be Bonded with the greatest of all Paladins!\! I can only hope to fulfill my duty to serving the Temple and pursuing a life as directed by holy Donar.","항상 일어나는 일은 아니에요... 때로는 영영 그런 때가 오지 않기도 하거든요. \! 있죠, 정의의 자매회는 우리 자매회보다 그 수가 훨씬 적어요. \! 게다가 자격이 있는 여성 성기사의 수는 훨씬 더 적어요. \! 저는 에델리아 자매님과 같이 결속에 대한 강한 열망을 가지지는 못했지만, 그래도 가장 위대한 성기사와 결속된다는건 정말 대단한 영광일 거에요!\! 성스러운 도나르의 지시에 따라 교단을 섬기고 삶을 추구하는 의무를 다하기를 바랄 뿐이에요."
"Yeah.\| Wait, what about that drakeling you adopted?\! Is that in Donar's plans for you?","그래. \| 잠깐, 네가 입양한 새끼 용은 어떻게 됐어? \! 그것도 너를 위한 도나르의 계획일까?"
Ahhh... please don't mention Nibbler to the Temple officials!\! But... I am still working on bonding with him.\! It seems it will take some time...,아아... 교단 성직자분들에게는 깨물이 이야기를 하지 말아주세요! \! 하지만... 아직 깨물이랑은 친밀감을 쌓는 중이에요.\! 시간이 좀 걸릴 것 같지만요...
"You'll figure it out, I'm sure. Seems like the kid is a real fighter.","넌 해 낼 거야, 확신해. 그 새끼 용 진짜 싸움꾼 같던데."
"I am not quite sure, but I think he insists on being by my side in this war. I do hope to see him survive, and grow to enjoy life...","난 잘 모르겠어요, 하지만 이번 전쟁에서 계속 제 곁에 있으려고 하는 것 같더라구요. 그 아이가 살아남아서, 삶을 즐기게 되면 좋겠어요..."
