ENGLISH,KOREAN
"What happens here shall be kept quiet, for now.","여기서 일어나는 일에 대해서는 침묵을 지켜줘야 해요, 일단 지금은요."
"I trust you, Diana. But...","난 당신을 믿어요, 다이애나. 하지만..."
Everyone here is familiar with the Nephilim prophecy.\! Please step into the center of the room.,여기 모두가 네필림 예언을 잘 알고 있어요. \! 방 가운데로 나와 주세요.
This is so foolish...,이건 너무 멍청한 일인데...
AAaaaagghh!!!!,아아아아악!!!
Get...\. out...\. of...\. my...\. head!!!,내...\.머리...\.에서...\.나가!!!
What are you doing to me?!,나한테 무슨 짓을 하는 거야?!
What did you hear from the voice that called out to you?,당신에게 말을 건 음성에서 무얼 들었죠?
"Hatred, anger, and darkness.\! Too intense for words.\! A desire for revenge.","증오, 분노, 그리고 어둠. \! 말로 표현하기에는 너무 강렬해요. \! 복수에 대한 갈망."
"I heard it too, \n[8]...","나도 들었어요, \n[8]..."
It was Donar himself who struck the final blow on Zanatus.\! It is only natural that the demon would burn with desire for revenge.,전승에 의하면 도나르 자신께서 자나투스에게 마지막 일격을 가했었죠. \! 그 악마가 복수의 열망에 불타고 있는 건 어쩌면 당연해요.
I see why you wanted to keep this stuff a secret...\! People would become completely unhinged if rumors spread about the return of Donar...,이걸 비밀로 지키고자 했던 이유를 알겠네요... \! 도나르의 귀환에 대해 소문이 퍼지면 사람들은 완전히 이성을 잃을 거에요...
"Diana, you can't be serious with all this.\! Are you really trying to tell me we're supposed to save the world because of some fairy tale?\! I've always made my own ""fate"" and I'm not planning on changing now.\! Anyone can be some sort of chosen one if they want it bad enough.\! Maybe even Jeb here.","다이애나, 이 모든 걸 정말 진지하게 여겨서는 안돼요. \! 정말로 우리가 무슨 동화 같은 이야기가 그랬다고 해서 함께 세상을 구할 운명이라니요? \! 난 내 ‘운명’을 늘 스스로 개척해 왔고, 이제 와서 그걸 바꿀 생각은 없어요. \! 누구든 간절하게 원한다면 어떤 종류든 선택받은 자가 될 수 있어요. \! 어쩌면 여기 제브도 가능할걸요."
Only as long as I failed to maintain my faith...,제가 신앙을 유지하지 못한 순간만 힘들었었죠...
"Our new friend here is welcome among us.\! Please make this your home, and take time to reflect on what happened.\! In time, you will know what you believe.","우선은 우리의 새 친구를 환영하세. \! 자네 집처럼 편하게 지내고, 그리고 오늘 일에 대해 충분히 심사숙고 해보게. \! 얼마 안 가 자네가 뭘 믿는지 알게 될 거야."
Please excuse me... I must make a record of this...,실례하겠습니다... 난 이걸 기록해야겠어요...
I am sorry I pushed you into this.,여기까지 밀어붙여서 미안해요.
I guess I can't blame you...\| this is your mission.\! It's what you have to believe...,당신을 비난할 순 없겠죠... \| 이건 당신의 사명이니까.\! 이건 당신이 믿어야만 하는 거에요...
"I do believe.\! And eventually, perhaps you will too.\! Until then, we will go together.\! I am yours to unleash upon your enemies.",난 믿어요. \! 그리고 곧 당신도 믿게 되겠죠. \! 그 때까진 우리는 함께 가야해요. \! 당신의 적들에게 날 풀어놓으세요.
"You've got the wrong chosen one, Diana.\! But to have you as a friend and ally would be just as good for me.","잘못된 자를 선택했어요, 다이애나. \! 하지만 당신을 친구이자 동맹으로 갖는 것도 내겐 좋은 일이에요."
"Likewise, \n[8].","나도 마찬가지에요, \n[8]."
"It is quite a tall order.\! To experience such evil, assaulting one's mind, and then to accept one's fate.\! Diana, you too struggled with this, you know.","꽤 무리한 주문이었네. \! 그런 악을 경험하게 하고, 사람의 정신을 공격하고, 그러고 나서 운명을 받아들이라 하는 것 말일세. \! 다이애나, 자네도 이걸 힘들어하지 않았나."
