ENGLISH,KOREAN
"\c[1]20 years ago, Imperial Army Barracks\c[0]","\c[1]20년 전, 제국군 막사\c[0]"
"Sergeant Barnabas, we've got another one. Get your men organized and ready to deploy in two hours.","바나바스 부사관, 한 곳 더 있다. 두 시간 안에 배치할 수 있도록 병사들을 정리하고 준비시키게."
"Right, another Donari Temple?","네, 또다른 도나리 사원입니까?"
"...Do you have a problem with that, Sergeant?","...뭔가 문제라도 있나, 부사관?"
"No, sir. The Army is being put to good use, sir.",아닙니다. 군대는 응당 투입되어야 할 곳에 아주 잘 투입되고 있습니다.
"...Yes, I'm sure you think so.","...그래, 물론 그렇게 생각하겠지."
And try to clean the uniforms up a bit before your men shut that place down. The war's over. The public has eyes on everything we do.,그리고 부하들이 그곳을 폐쇄하기 전에 군복을 좀 정돈하라고 전하게. 전쟁은 끝났어. 군중이 우리가 하는 모든 일을 지켜보고 있지.
"With what resources, sir? We barely got enough coin to keep our boys from choppin' my head off in a mutiny as is. You tellin' me we're to worry about spit 'n polish now too?","무슨 자원으로 말씀이십니까, 장교님? 우리는 우리 애들이 반란으로 제 목을 날리지 않는 게 용할 정도로 형편이 궁합니다. 이제 와서 침 뱉고 닦는 것도 걱정해야 하는 겁니까?"
"Just find a way, Sergeant. Put down that paperwork and do it your damn self if you have to.\! We're all on tight budgets. Don't think my superiors haven't kicked me around lately. As you were.","어떻게든 방법을 찾아보도록, 부사관. 서류를 내려놓고 필요하면 망할 자네가 직접 닦더라도 말이야. \! 우리 모두가 예산이 빠듯해. 자네가 그러지 않아도 내 상관들이 이미 내 쪼인트를 까대고 있다고."
"I can do it, sir...","제가 할 수 있어요, 나으리."
"...Whoa there, small fry! Who let ya in here?","...워, 꼬맹아! 누가 널 여기 들여보냈지?"
"...Um, I'm sorry. I'll leave.","...음, 죄송해요. 나갈게요."
"Hey, don't sweat it, kid! Get on home now, your folks are probably worried sick.","어이, 너무 걱정마라, 꼬마야! 어서 집에 가거라, 부모님이 걱정이 많으실 거다."
Damn...\| thought so. Was hopin' you had a home to go to.,젠장... \| 그럴 줄 알았어. 네가 갈 집이 있으면 했는데.
"Please let me clean your uniforms, sir...",제가 군복을 닦아드릴게요, 선생님...
"I ain't got nothin' to pay ya, kiddo. It ain't worth spendin' the energy.","너한테 줄 돈은 없단다, 꼬마야. 괜히 힘 뺄 필요 없어."
It's okay...\| please sir...,괜찮아요...\| 하게 해 주세요...
There's supplies in the basement. Maybe the shields could have a bit more shine to 'em.,지하에 보급품이 있어. 방패들을 좀 닦을 필요가 있을 것 같군.
...Looks like I lost my appetite too. Guess someone'll have to take my lunch so it don't go bad. It's nothin' special but it fills ya up...,...입맛이 떨어진 것 같아. 누가 내 점심 상하기 전에 가져가는 게 좋겠어. 별 건 아니지만 배는 부를 거다.
