ENGLISH,KOREAN
"So, you've resolved to exile yourself?","그래, 결국 스스로를 유배 보내려고 결심한거야?"
"My role in the Millennium War is over. Zanatus is finally dead.\! I came close to losing myself completely, Diana. I can't face the people of Armitage again...\| not for a while.","천년 전쟁에서 내 역할은 끝났어. 자나투스는 마침내 죽었고. \! 난 나 자신을 완전히 잃을 뻔 했어, 다이애나. 아미티지의 사람들을 다시 볼 수가 없어...\| 최소한 당분간은."
"To face your own demons... it can be the greatest struggle.\! But the people of Veridia have been fully liberated by you, and will welcome your return, I'm certain of it.","너 자신의 악마를 대면하는 건... 엄청난 분투였겠지.\! 하지만 베리디아 사람들은 너로 인해 완전히 해방됐고, 네 귀환을 환영할 거야, 난 확신해."
"You're probably right. But outside of that, I feel compelled by a call to the east.\| Zanatus's dying words still haunt me.",네 말이 아마 맞을 거야. 하지만 그 외에는 동쪽으로의 부름으로 인해 어쩔 수 없는 기분이 들어. 자나투스의 유언이 아직도 내 귀를 맴돌아.
"Accursed demon, still weaving chaos from beyond the void.","저주 받을 악마, 아직도 공허 너머에서 혼돈을 획책하고 있구나."
"He may be a manipulator, but I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","놈이 조종을 하려들기는 하지만, 난 그 말에서 속임수는 느낄 수 없었어. 자나투스의 도나르에 대한, 그리고 나에 대한 증오는 설명할 수가 없어. \! 그런데 놈은 마지막 말을 남기면서 어떤 평화를 느끼는 것 같았어. 자기 임무를 마친 것처럼. \! 자나투스의 추종자 중 일부가 멀리 동쪽으로 망명해서 하필 그로트너로 향하고 있다는 보고가 있어."
"The existence of Grothnor, the land untouched by Donar's light, has haunted me for some time as well.\| Legends tell that Zanatus emerged from that place.\! I will enjoy crushing what ever abominations dare threaten you there.","도나르의 빛이 닿지 않는 땅, 그로트너의 존재는 한동안 나 역시 괴롭혀 왔지. \| 전설에 의하면 자나투스가 그 곳에서 솟아나왔다고 해. \! 그 곳에서 감히 너를 위협하는 모든 것을 분쇄하는건 즐거울거야."
"Sheesh, no rest for the wicked with you around, huh?\| And... no rest for you either?\! What about Alex, and the Temple?","어휴, 네가 있는 한 악인들은 절대 편히 쉴 수가 없겠는걸? \| 그리고... 너도 쉴 수는 없겠지?\! 알렉스는 어때, 교단은?"
"The Temple is at peace, and my son is strong.\| It was not difficult to refuse the role of Grandmaster.\! I have been lent the power to destroy evil by the gods, and until such time as I rejoin them in the divine realm, this gift shall be used to its fullest.\! And to you, my oath remains... no foe of yours will remain safe, so long as I live and breathe.","교단은 평화롭고, 내 아들은 강해. \| 대사제의 역할을 거절하기는 어렵지 않았어. \! 난 신들로부터 악을 파괴하는 힘을 빌렸고, 내가 신의 영역에서 그들과 다시 합류할 때까지는 이 선물을 최대한 사용할 거야. \! 그리고 너에게는, 내 서약이 남아있지...내가 살아 숨쉬는 한, 네 적들은 그 어떤 것도 안전하지 못할 거야."
"Yeah, I look forward to your bad guy flattening in the coming days.\| Hey, speaking of which, why are you still in your, uh... shrunken state?","그래, 앞으로 네가 악당들을 납작하게 뭉개는 모습을 고대할게. \| 맞다, 말이 나와서 말인데, 왜 아직도...줄어든 상태로 있는 거야?"
"I am...\| still adjusting. My instinct tells me to remain in this state, so as not to alarm others.","난... \| 아직 적응 중이야. 내 직감은 이 상태를 유지하라고 하네, 다른 이들이 놀라지 않게끔."
"Trust when I say, I am not alarmed.\| Come on, do the big lady thing.\| And please don't hold back, I'd very much enjoy riding on your shoulders.","내 말 믿어, 난 안 놀란대도. \| 어서 해봐, 그 여신처럼 커지는 거 말이야. \| 그리고 괜히 힘 조절하지 말고, 난 네 어깨에 올라타는 게 즐겁단 말야."
"\n[8], even you can be shameless.\| But very well, I shall give the Avatar of Donar what's desired and fill this world with my form. Stand clear...","\n[8], 너도 부끄러움을 모를 때가 있구나. \| 하지만 알았어, 도나르의 현신께서 원하신다면 이 세계를 나로 채워주지. 잠깐 물러나봐..."
