ENGLISH,KOREAN
Chapter 8: Marooned,제 8장: 난파됨
"Narima, you mentioned you were familiar with these lands.\! Looks pretty treacherous...","나리마, 이쪽 지리에 익숙하다고 했었죠. \! 보기엔 꽤 위험해 보이는데..."
"The winds were not kind to us, \n[8], for this is a very inhospitable place.\! There is little room to maneuver an army through the swamp, but the land on the other side of the mountains is clear.","바람이 사나운 곳이에요, \n[8], 여긴 정말 지내기 힘든 곳이죠. \! 늪지를 통해서는 군대를 기동할 여지가 별로 없어요, 하지만 맞은편 산악 건너의 지역은 기동이 가능해요."
...\| We can't let the Tidereavers get away with their slave trade.\! We have a chance to stop them here.,... \| 타이드리버가 노예 거래를 계속 하도록 둘 순 없어요. \! 우리가 여기서 그들의 악행을 멈출 기회에요.
You wish to cross through the swamp??,늪지를 가로질러 건너길 바라는 건가요??
"Yes, but we will cover more ground if we split up.\! Diana, can you lead a group on East side of the mountains?","맞아요, 하지만 우리가 나누어지면 더 많은 지역을 확보할 수 있어요. \! 다이애나, 산의 동쪽 사면으로 일군을 지휘해 갈 수 있나요?"
"Your judgement has not failed us thus far.\! Yes, please decide who will go with me.","지금까지 당신의 판단력은 우리를 잘 이끌었죠. \! 좋아요, 누가 나랑 함께 갈지 결정해 줘요."
"These lands are not suited for the city-dwelling humans.\! I am called Raskuja, and for small fee of 3000 human gold coins, Raskuja will become your guide and protector.","이 땅은 도시에 사는 인간들에게는 적합하지 않다. \! 난 라스쿠자라고 한다. 인간, 3,000 금화만 내면 라스쿠자가 안내자 겸 보호자 역할을 해주겠다."
"3,000 for one mercenary?!","용병 하나에 3,000이라고?!"
"Blue-haired human has not met Barek Tor, mmm?\! We become Mercenary for many of your years.\! Pay once, and Raskuja slay all enemies of blue-haired human.\! Raskuja is deadly killer - swift as wind, strong like mountain, strike like fire.","파랑 머리 인간은 아직 바렉 토르를 만난 적이 없는 것 같다, 음? \! 우리는 댁의 시간으로 오랫동안 용병 일을 해 왔다. \! 한 번만 지불하면 라스쿠자는 파랑 머리 인간의 적을 모두 베어버린다. \! 라스쿠자는 치명적인 사냥꾼이다 - 바람처럼 빠르고, 산처럼 강하고, 불처럼 내리친다."
You're hired!,고용하겠어!
"No, thanks.","아니, 됐어."
"Sorry, friend, our finances are a little tight at the moment...","미안해요, 친구. 우리 재정이 지금 좀 빡빡해서요..."
"Blue-haired human is brave, perhaps foolish.\! But Raskuja like this one, he hopes enemies of blue-haired human are not to be paying Raskuja first...","파랑 머리 인간은 용감하고, 어쩌면 멍청할지도 모르겠다. \! 하지만 라스쿠자는 이 인간 마음에 든다, 파랑 머리 인간의 적이 라스쿠자한테 먼저 돈을 내지 않았으면 좋겠다고 생각한다..."
"...You'd better be worth it, Raskuja.\! Please, help us out with these damn swamps.\! Blue-haired human's name is \n[8].","... 받은 값은 해야 할 거야, 라스쿠자. \! 이제, 이 망할 늪지에서 우릴 꺼내줘.\! 파랑 머리 인간의 이름은 \n[8](이)야."
"\n[8] is very smart human.\! Raskuja worth far more than few clinks of human money.\! Show Raskuja who to kill, and so he shall to be doing it.","\n[8]은(는) 아주 똑똑한 인간이다. \! 라스쿠자는 인간 돈 몇 푼보다 훨씬 가치가 있다. \! 라스쿠자가 누굴 죽여야 하는지 보여준다면, 처리해 주겠다."
Enemy reinforcements from the East... more mercenaries?!\! They seem determined to reach \n[8]'s position.\! We can cut off their advance before they reach the swamp.,적 증원군이 동쪽에서 오고 있어... 용병인가?! \! \n[8]의 위치로 진군하고 있는데.\! 저들이 늪지에 닿기 전에 우리가 진로를 끊을 수 있겠어.
