ENGLISH,KOREAN
I have seen you reading a great deal lately.,요즘 책을 많이 읽네.
Diana! It's the Donari Volumes on Virtue.\! I'm happy to say I'm almost finished with the first.,다이애나! 이건 도나리교의 미덕집이야. \! 첫 번째 권은 거의 다 읽은 것 같아 다행이야.
Really...\| You're the last I'd expect to do mire yourself in such dry material.,정말로... \| 네가 그런 딱딱한 물건에 빠져들 줄은 상상도 못했어.
I guess I thought it would help me understand the prophecy better.\! Are you not pleased that I've taken an interest?,그게 예언을 이해하는 데 도움이 될 거라고 생각했던 것 같아. \! 내가 이 쪽에 관심을 가진 게 너도 좋지 않아?
This journey is yours to take. You are not here to impress me...,이 여정은 네가 걸어갈 길인걸. 나한테 좋은 인상을 주려고 여기 온 것도 아니니...
"Yes... but...\| How would one impress you, Diana?","그래... 하지만...\| 어떻게 해야 네게 인상을 남길 수 있지, 다이애나?"
...You will not impress anyone by asking how to impress them...\| I think you know that.,... 어떻게 하면 인상을 남길 수 있냐고 묻는 시점에서 좋은 인상을 줄 수는 없지 않을까...\| 그 정도는 너도 이미 알 것 같은데.
"Of course. But I find myself at a loss around you.\! You have really moved me in ways I did not expect.\! I mean... yeah...\| Look at me.\! Skimming through centuries old texts that no one ever reads...\| Diana, no, I wouldn't do this for any other reason, but to get your attention in some way.\! You caught me red-handed... but, how foolish.\! I know that there is so much more to you.\! I've seen it, and grown very fond of it.","물론이야. 하지만 난 네 곁에 있으면 어쩔 줄을 모르게 돼. \! 넌 내가 기대하지 못한 방식으로 날 정말 감동시켜 왔어. \! 내 말은... 그래... \| 날 봐. \! 누구도 읽지 않는 수백 년은 된 글을 읽고... \| 다이애나, 아니야, 다른 이유 때문이 아니라, 사실 네 관심을 어떻게든 끌려고 하는 거야. \! 현행범으로 걸려버렸네... 으, 너무 바보같았어.\! 난 네 생각이 훨씬 더 깊다는 걸 잘 알아.\! 난 그걸 깨달았고, 아주 소중히 여기게 됐어."
"As I have you, \n[8]...","나도 네가 소중해, \n[8]..."
"Diana, I must ask you.\| About...","다이애나, 물어볼 게 있어. \| 그러니까..."
"Stefan, right?",스테판 말이지?
...\| Are you close with him?,... \| 그와 가까운 사이야?
We have a rich history together. But... you want to know if we have grown closer?,우린 역사가 꽤 있지. 하지만...우리가 서로 가까워졌는지를 알고 싶은 거지?
Yes...,그래...
"I have always stopped myself, knowing his tendency to break hearts at a whim.\! \n[8], I can see it in your eyes. I know where this is leading.","난 늘 자제해 왔어, 스테판이 변덕스럽게 마음을 사로잡았다가도 놓아버리는 경향을 아니까.\! \n[8], 네 눈에서도 그게 보이네. 이게 어디로 날 이끄는지 알겠어."
Can I be completely honest?,내가 아주 솔직해져도 될까?
I would expect no less.,그러기만을 바래.
"It...\| it seems like the troubles of the world melt away with you around.\! Diana...\| I have had the honor of your friendship, but I'm at the end of my ability to keep my composure.\! I only hope that I have left enough of an impression on you...\| If not, I need to know.","음... \| 너랑 함께 있으면 세상 시름이 다 사라져버리는 것 같아. \! 다이애나... \| 너와 친구가 될 수 있어서 너무나 기뻤지만, 이제 내 자제심도 한계에 달했어. \! 난 그저 내가 네게 충분한 정도의 인상을 남겼기만을 바래... \| 만약 그러지 못했다면, 난 알아야겠어."
"\n[8], I must stop you. For I have to tell you...\| our journey began with an oath. From me, to protect the Avatar of Donar with my life.\! But it has grown far beyond that.\! My formal training advises against this. But everything has changed now, hasn't it?\! We are all... stuck here.\| Fighting alongside each other, for the fate of all things.\! My committment, my oath...\| is to you now.\! And may we shine brighter than the darkness that surrounds all of Tahnra.","\n[8], 잠깐만 기다려줘. 네게 할 말이 있어... \|  우리의 여정은 서약으로 시작된거 기억해? 나는 맹세했어, 도나르의 현신을 내 목숨을 바쳐 지키겠다고 말야. \! 하지만 내 마음은 그보다 훨씬 커졌어. \! 내가 성기사로서 받았던 훈련들은 이러한 감정들을 지양하라고 가르쳤지. 하지만 이제 모든 것이 바뀌었어, 그렇지? \! 우리 모두... 여기에서 꼼짝 못하게 됐으니. \| 모든 것들의 운명을 걸고, 어깨를 맞대고 나란히 싸우는 것 말이야.\! 내 헌신, 내 서약...\|은 이제 오롯이 너만을 위한 거야.\! 그리고 우리가 탄라를 에워싼 이 어둠보다 더 밝게, 함께 빛나기를 바라."
...Someone like you could see yourself by my side...? It feels like a dream...,... 너와 같은 사람이 내 곁에 있으려 한다고...? 꿈만 같아...
"I'm not someone like me, I'm just me.","나 같은 사람이 아니야, 그냥 나야."
