ENGLISH,KOREAN
"\c[1]Crestmoor town square, later that evening\c[0]","\c[1]크레스트무어 마을 광장, 그 날 늦은 저녁\c[0]"
You're conflicted.\! I can smell it on you.,뭔가 고민중이지? \! 그런 느낌이 나는걸.
I ask you to consider what we are doing.\! And to keep this Beatrix on a short leash.,우리가 뭘 하고 있는지 다시 고려해 주기를 간청할게. \! 그리고 베아트릭스의 관리를 더 철저히 하는 것도.
"I hear you.\! Beatrix just falls into our lives, and now we're chasing legends.","널 이해해. \! 베아트릭스가 우리 삶에 갑작스레 끼어들더니, 이제 우리는 전설을 쫓고 있지."
We know so little about these divine weapons.,우리는 이 신성한 무기에 대해 아는 바가 너무 적어.
You've seen Beatrix's magic.\! That's a lot of power...\| aren't you at least curious?,베아트릭스의 마법을 봤잖아. \! 엄청난 힘이야...\| 궁금하지도 않아?
I am always curious.\! But this is reckless.\! You must at least give me time to interpret the Historium Magnus.\! I believe I am starting to make sense of it.,난 늘 궁금해하지. \! 하지만 이건 무모한 일이야. \! 적어도 히스토리움 마그누스를 해석할 시간이 내게 필요해. \! 이제 막 이해하기 시작한 것 같아.
"Haha, of course.\| Only you would have that kind of patience... certainly not me!","하하, 물론이야. \| 너만이 그런 인내심이 있으니까...확실히 내겐 없어!"
Sometimes I can't put thoughts into words.\! My experience with death and rebirth...,때론 내 생각을 말로 옮길 수가 없어. \! 죽음과 재탄생에 대한 내 경험은...
It seems beyond the realm of words to describe...,말로 설명할 수 있는 영역을 넘어선 것 같지...
"Yep. Same with this draw to the divine shrines.\! Lysander, I felt something familiar in the shrine at Mount Karnac.\! It's like I've been living a lie until that moment.\! How can one resist the long-awaited truth?\! Could you?","맞아. 이 신성한 사당으로 끌리는 것도 매한가지야. \! 라이샌더, 난 카르낙 산의 사당에서도 비슷한 느낌을 받았었어. \! 그 순간 전까지 마치 거짓 속에서 살아왔던 것만 같은 그런 느낌. \! 오랫동안 기다려온 진실에 어떻게 저항할 수 있겠어? \! 너라면 할 수 있겠어?"
"\n[8]...\| I swore to be your right hand, and a proper right hand does not let his leader go unprepared.\! I just ask that you keep your eyes open.\! There is something going on that I do not like.\! We are about to pursue the shrine at Greywind Mountain...\| let us hope we find the answers we need there...","\n[8]... \| 나는 네 오른팔이 될 것을 맹세했고, 제대로 된 오른팔이라면 지도자가 준비되지 않은 채로 두지 않아. \! 그냥 두 눈을 똑바로 뜨고 있기만을 부탁할게. \! 내 마음에 들지 않는 뭔가가 일어나고 있어. \! 그레이윈드 산에 있는 사당으로 이제 우리는 향할 거야...\| 우리에게 필요한 답을 거기서 찾기를 바라자고..."
